Dispatch_ID,Assignment_ID,Quantity_Dispatched,Dispatch_Date,Vehicle_ID,Operator_ID,Delivery_Status,Is_Damaged,Delay_Reason
795::RACK-9::2636,ZONE-4::RACK-9::795::GJ14X8855,20,2025-07-04 00:00:00,GJ14X8855,OP540,Delayed,0,
295::RACK-7::2637,ZONE-1::RACK-7::295::GJ27X3348,45,2025-07-06 00:00:00,GJ27X3348,OP489,Delayed,1,Depot Overflow
854::RACK-4::2638,ZONE-3::RACK-4::854::GJ23X4559,7,2025-07-07 00:00:00,GJ23X4559,OP470,Failed,0,
285::RACK-9::2639,ZONE-4::RACK-9::285::GJ07X3009,27,2025-07-06 00:00:00,GJ07X3009,OP377,Delivered,0,
185::RACK-9::2640,ZONE-4::RACK-9::185::GJ14X8889,5,2025-07-06 00:00:00,GJ14X8889,OP819,Delayed,0,
434::RACK-10::2641,ZONE-4::RACK-10::434::GJ05X6667,40,2025-07-06 00:00:00,GJ05X6667,OP877,Delivered,1,Minor Handling Damage
854::RACK-5::2642,ZONE-3::RACK-5::854::GJ23X8925,31,2025-07-05 00:00:00,GJ23X8925,OP475,Failed,0,
295::RACK-7::2643,ZONE-1::RACK-7::295::GJ27X8741,33,2025-07-07 00:00:00,GJ27X8741,OP498,In Transit,0,
854::RACK-5::2644,ZONE-3::RACK-5::854::GJ06X9871,37,2025-07-08 00:00:00,GJ06X9871,OP461,Delivered,0,
384::RACK-8::2645,ZONE-2::RACK-8::384::GJ14X1705,47,2025-07-07 00:00:00,GJ14X1705,OP142,Failed,0,
384::RACK-8::2646,ZONE-2::RACK-8::384::GJ30X6044,50,2025-07-05 00:00:00,GJ30X6044,OP789,Delivered,0,
185::RACK-10::2647,ZONE-4::RACK-10::185::GJ08X8689,34,2025-07-09 00:00:00,GJ08X8689,OP166,In Transit,0,
789::RACK-7::2648,ZONE-1::RACK-7::789::GJ06X5907,42,2025-07-03 00:00:00,GJ06X5907,OP872,In Transit,0,
295::RACK-8::2649,ZONE-1::RACK-8::295::GJ25X8456,10,2025-07-06 00:00:00,GJ25X8456,OP685,Failed,0,
434::RACK-10::2650,ZONE-4::RACK-10::434::GJ28X9107,24,2025-07-05 00:00:00,GJ28X9107,OP739,Delayed,0,
285::RACK-10::2651,ZONE-4::RACK-10::285::GJ16X5358,30,2025-07-06 00:00:00,GJ16X5358,OP481,Failed,1,Weather
854::RACK-5::2652,ZONE-3::RACK-5::854::GJ06X1200,39,2025-07-05 00:00:00,GJ06X1200,OP245,Failed,0,
295::RACK-8::2653,ZONE-1::RACK-8::295::GJ15X3297,15,2025-07-07 00:00:00,GJ15X3297,OP758,Delivered,0,
434::RACK-1::2654,ZONE-4::RACK-1::434::GJ17X5492,8,2025-07-05 00:00:00,GJ17X5492,OP606,Delivered,0,
185::RACK-1::2655,ZONE-4::RACK-1::185::GJ27X7409,1,2025-07-05 00:00:00,GJ27X7409,OP602,Delivered,0,
854::RACK-5::2656,ZONE-3::RACK-5::854::GJ30X2401,26,2025-07-07 00:00:00,GJ30X2401,OP420,Delivered,0,
854::RACK-5::2657,ZONE-3::RACK-5::854::GJ30X3926,37,2025-07-04 00:00:00,GJ30X3926,OP261,Delivered,0,
789::RACK-8::2658,ZONE-1::RACK-8::789::GJ17X8039,2,2025-07-06 00:00:00,GJ17X8039,OP912,Failed,0,
285::RACK-2::2659,ZONE-4::RACK-2::285::GJ27X8741,7,2025-07-06 00:00:00,GJ27X8741,OP260,Delayed,1,Depot Overflow
295::RACK-8::2660,ZONE-1::RACK-8::295::GJ12X2891,37,2025-07-05 00:00:00,GJ12X2891,OP312,Failed,0,
854::RACK-6::2661,ZONE-3::RACK-6::854::GJ30X8944,32,2025-07-04 00:00:00,GJ30X8944,OP683,Delayed,0,
285::RACK-2::2662,ZONE-4::RACK-2::285::GJ01X1085,31,2025-07-07 00:00:00,GJ01X1085,OP776,In Transit,0,
285::RACK-2::2663,ZONE-4::RACK-2::285::GJ04X2060,39,2025-07-04 00:00:00,GJ04X2060,OP977,In Transit,0,
295::RACK-9::2664,ZONE-1::RACK-9::295::GJ26X6532,16,2025-07-05 00:00:00,GJ26X6532,OP336,Delayed,0,
185::RACK-2::2665,ZONE-4::RACK-2::185::GJ09X7005,35,2025-07-07 00:00:00,GJ09X7005,OP602,In Transit,0,
185::RACK-3::2666,ZONE-4::RACK-3::185::GJ21X8382,40,2025-07-03 00:00:00,GJ21X8382,OP594,Failed,0,
384::RACK-9::2667,ZONE-2::RACK-9::384::GJ10X5398,15,2025-07-07 00:00:00,GJ10X5398,OP322,Failed,0,
285::RACK-3::2668,ZONE-4::RACK-3::285::GJ30X6985,33,2025-07-04 00:00:00,GJ30X6985,OP258,Failed,0,
185::RACK-3::2669,ZONE-4::RACK-3::185::GJ12X2891,37,2025-07-06 00:00:00,GJ12X2891,OP634,Delivered,0,
434::RACK-3::2670,ZONE-4::RACK-3::434::GJ25X9719,36,2025-07-07 00:00:00,GJ25X9719,OP489,Delivered,0,
854::RACK-6::2671,ZONE-3::RACK-6::854::GJ27X7409,12,2025-07-06 00:00:00,GJ27X7409,OP136,Delivered,0,
285::RACK-3::2672,ZONE-4::RACK-3::285::GJ19X5713,14,2025-07-04 00:00:00,GJ19X5713,OP753,In Transit,0,
789::RACK-9::2673,ZONE-1::RACK-9::789::GJ15X1880,9,2025-07-05 00:00:00,GJ15X1880,OP919,In Transit,0,
295::RACK-9::2674,ZONE-1::RACK-9::295::GJ09X3787,42,2025-07-08 00:00:00,GJ09X3787,OP336,Failed,1,Weather
295::RACK-9::2675,ZONE-1::RACK-9::295::GJ06X2813,42,2025-07-06 00:00:00,GJ06X2813,OP686,Delayed,0,
434::RACK-4::2676,ZONE-4::RACK-4::434::GJ23X4559,22,2025-07-05 00:00:00,GJ23X4559,OP542,Delayed,1,Depot Overflow
384::RACK-9::2677,ZONE-2::RACK-9::384::GJ04X6241,34,2025-07-07 00:00:00,GJ04X6241,OP759,In Transit,0,
285::RACK-4::2678,ZONE-4::RACK-4::285::GJ23X4559,31,2025-07-05 00:00:00,GJ23X4559,OP360,In Transit,0,
434::RACK-4::2679,ZONE-4::RACK-4::434::GJ30X6044,13,2025-07-05 00:00:00,GJ30X6044,OP872,Delayed,0,
434::RACK-4::2680,ZONE-4::RACK-4::434::GJ29X6133,48,2025-07-04 00:00:00,GJ29X6133,OP103,Delivered,0,
434::RACK-4::2681,ZONE-4::RACK-4::434::GJ13X7840,44,2025-07-07 00:00:00,GJ13X7840,OP509,In Transit,0,
434::RACK-5::2682,ZONE-4::RACK-5::434::GJ27X2754,8,2025-07-05 00:00:00,GJ27X2754,OP124,Failed,0,
285::RACK-5::2683,ZONE-4::RACK-5::285::GJ15X3297,46,2025-07-04 00:00:00,GJ15X3297,OP258,Delivered,0,
854::RACK-6::2684,ZONE-3::RACK-6::854::GJ30X6985,48,2025-07-08 00:00:00,GJ30X6985,OP998,Delivered,0,
384::RACK-9::2685,ZONE-2::RACK-9::384::GJ05X5064,46,2025-07-05 00:00:00,GJ05X5064,OP110,Delivered,0,
795::RACK-6::2686,ZONE-4::RACK-6::795::GJ08X3513,1,2025-07-04 00:00:00,GJ08X3513,OP922,In Transit,0,
434::RACK-6::2687,ZONE-4::RACK-6::434::GJ20X7043,41,2025-07-07 00:00:00,GJ20X7043,OP901,Failed,0,
185::RACK-6::2688,ZONE-4::RACK-6::185::GJ08X4506,21,2025-07-06 00:00:00,GJ08X4506,OP481,In Transit,0,
295::RACK-10::2689,ZONE-1::RACK-10::295::GJ19X6467,8,2025-07-06 00:00:00,GJ19X6467,OP920,Delivered,0,
789::RACK-10::2690,ZONE-1::RACK-10::789::GJ25X9719,4,2025-07-05 00:00:00,GJ25X9719,OP887,In Transit,0,
789::RACK-10::2691,ZONE-1::RACK-10::789::GJ17X4217,10,2025-07-04 00:00:00,GJ17X4217,OP465,In Transit,0,
295::RACK-10::2692,ZONE-1::RACK-10::295::GJ06X1200,29,2025-07-04 00:00:00,GJ06X1200,OP549,Delivered,0,
434::RACK-7::2693,ZONE-4::RACK-7::434::GJ25X9157,10,2025-07-06 00:00:00,GJ25X9157,OP514,Delayed,0,
434::RACK-7::2694,ZONE-4::RACK-7::434::GJ30X6985,6,2025-07-06 00:00:00,GJ30X6985,OP261,In Transit,0,
789::RACK-1::2695,ZONE-1::RACK-1::789::GJ30X6638,11,2025-07-05 00:00:00,GJ30X6638,OP917,In Transit,0,
434::RACK-7::2696,ZONE-4::RACK-7::434::GJ25X3449,37,2025-07-05 00:00:00,GJ25X3449,OP753,Delivered,0,
285::RACK-7::2697,ZONE-4::RACK-7::285::GJ07X3009,32,2025-07-08 00:00:00,GJ07X3009,OP967,Failed,0,
295::RACK-1::2698,ZONE-1::RACK-1::295::GJ13X9573,29,2025-07-04 00:00:00,GJ13X9573,OP122,Delivered,0,
795::RACK-7::2699,ZONE-4::RACK-7::795::GJ02X6383,32,2025-07-06 00:00:00,GJ02X6383,OP378,Delivered,0,
285::RACK-8::2700,ZONE-4::RACK-8::285::GJ08X2709,29,2025-07-04 00:00:00,GJ08X2709,OP800,In Transit,0,
185::RACK-8::2701,ZONE-4::RACK-8::185::GJ14X5845,18,2025-07-05 00:00:00,GJ14X5845,OP705,Delivered,0,
854::RACK-7::2702,ZONE-3::RACK-7::854::GJ28X8907,4,2025-07-06 00:00:00,GJ28X8907,OP140,Failed,0,
185::RACK-8::2703,ZONE-4::RACK-8::185::GJ13X7840,44,2025-07-06 00:00:00,GJ13X7840,OP531,Failed,1,Depot Overflow
789::RACK-1::2704,ZONE-1::RACK-1::789::GJ09X7005,39,2025-07-04 00:00:00,GJ09X7005,OP384,Delayed,1,Traffic
854::RACK-7::2705,ZONE-3::RACK-7::854::GJ25X8456,37,2025-07-05 00:00:00,GJ25X8456,OP919,In Transit,0,
185::RACK-8::2706,ZONE-4::RACK-8::185::GJ30X2401,7,2025-07-06 00:00:00,GJ30X2401,OP577,Delayed,1,Logistics
789::RACK-1::2707,ZONE-1::RACK-1::789::GJ12X5328,17,2025-07-03 00:00:00,GJ12X5328,OP900,Delivered,0,
854::RACK-7::2708,ZONE-3::RACK-7::854::GJ29X6133,16,2025-07-04 00:00:00,GJ29X6133,OP560,Failed,0,
795::RACK-9::2709,ZONE-4::RACK-9::795::GJ21X7971,26,2025-07-08 00:00:00,GJ21X7971,OP814,In Transit,0,
854::RACK-7::2710,ZONE-3::RACK-7::854::GJ30X9209,21,2025-07-05 00:00:00,GJ30X9209,OP418,Failed,0,
384::RACK-10::2711,ZONE-2::RACK-10::384::GJ27X6555,5,2025-07-06 00:00:00,GJ27X6555,OP221,Delivered,1,Minor Handling Damage
795::RACK-9::2712,ZONE-4::RACK-9::795::GJ06X1200,44,2025-07-05 00:00:00,GJ06X1200,OP160,In Transit,0,
384::RACK-10::2713,ZONE-2::RACK-10::384::GJ24X8239,9,2025-07-07 00:00:00,GJ24X8239,OP540,Failed,0,
295::RACK-1::2714,ZONE-1::RACK-1::295::GJ22X5898,14,2025-07-09 00:00:00,GJ22X5898,OP765,In Transit,0,
295::RACK-2::2715,ZONE-1::RACK-2::295::GJ27X4504,40,2025-07-06 00:00:00,GJ27X4504,OP136,Delivered,0,
285::RACK-9::2716,ZONE-4::RACK-9::285::GJ14X1053,32,2025-07-06 00:00:00,GJ14X1053,OP470,Delayed,0,
285::RACK-9::2717,ZONE-4::RACK-9::285::GJ13X7840,15,2025-07-05 00:00:00,GJ13X7840,OP224,Delayed,0,
185::RACK-10::2718,ZONE-4::RACK-10::185::GJ09X3787,7,2025-07-05 00:00:00,GJ09X3787,OP862,Delayed,0,
854::RACK-8::2719,ZONE-3::RACK-8::854::GJ15X3465,44,2025-07-04 00:00:00,GJ15X3465,OP671,Delivered,0,
384::RACK-1::2720,ZONE-2::RACK-1::384::GJ11X4850,28,2025-07-04 00:00:00,GJ11X4850,OP804,Delayed,0,
434::RACK-10::2721,ZONE-4::RACK-10::434::GJ28X7060,41,2025-07-08 00:00:00,GJ28X7060,OP185,Delivered,0,
854::RACK-8::2722,ZONE-3::RACK-8::854::GJ28X9107,37,2025-07-06 00:00:00,GJ28X9107,OP741,Delayed,0,
434::RACK-10::2723,ZONE-4::RACK-10::434::GJ07X6453,38,2025-07-06 00:00:00,GJ07X6453,OP154,Delivered,0,
795::RACK-10::2724,ZONE-4::RACK-10::795::GJ30X9209,14,2025-07-09 00:00:00,GJ30X9209,OP738,In Transit,0,
384::RACK-1::2725,ZONE-2::RACK-1::384::GJ30X3926,26,2025-07-04 00:00:00,GJ30X3926,OP917,Delayed,1,Operator Error
789::RACK-2::2726,ZONE-1::RACK-2::789::GJ17X4217,19,2025-07-04 00:00:00,GJ17X4217,OP325,In Transit,0,
185::RACK-10::2727,ZONE-4::RACK-10::185::GJ07X1921,13,2025-07-06 00:00:00,GJ07X1921,OP699,In Transit,0,
795::RACK-1::2728,ZONE-4::RACK-1::795::GJ13X7840,48,2025-07-06 00:00:00,GJ13X7840,OP122,Delivered,0,
185::RACK-1::2729,ZONE-4::RACK-1::185::GJ21X5017,4,2025-07-03 00:00:00,GJ21X5017,OP699,Failed,0,
185::RACK-1::2730,ZONE-4::RACK-1::185::GJ14X5369,28,2025-07-08 00:00:00,GJ14X5369,OP498,Failed,0,
384::RACK-1::2731,ZONE-2::RACK-1::384::GJ23X8925,15,2025-07-05 00:00:00,GJ23X8925,OP124,In Transit,0,
789::RACK-2::2732,ZONE-1::RACK-2::789::GJ03X5022,37,2025-07-05 00:00:00,GJ03X5022,OP984,In Transit,0,
295::RACK-2::2733,ZONE-1::RACK-2::295::GJ30X4471,48,2025-07-03 00:00:00,GJ30X4471,OP679,Delivered,0,
795::RACK-1::2734,ZONE-4::RACK-1::795::GJ04X2060,1,2025-07-07 00:00:00,GJ04X2060,OP662,In Transit,0,
285::RACK-2::2735,ZONE-4::RACK-2::285::GJ17X7384,46,2025-07-05 00:00:00,GJ17X7384,OP272,Delivered,0,
384::RACK-1::2736,ZONE-2::RACK-1::384::GJ22X7532,37,2025-07-05 00:00:00,GJ22X7532,OP261,Delivered,0,
384::RACK-1::2737,ZONE-2::RACK-1::384::GJ24X3685,5,2025-07-04 00:00:00,GJ24X3685,OP589,Delayed,0,
434::RACK-2::2738,ZONE-4::RACK-2::434::GJ15X4723,36,2025-07-05 00:00:00,GJ15X4723,OP984,Delayed,0,
434::RACK-2::2739,ZONE-4::RACK-2::434::GJ27X9811,29,2025-07-05 00:00:00,GJ27X9811,OP418,Delayed,0,
384::RACK-2::2740,ZONE-2::RACK-2::384::GJ30X6638,32,2025-07-04 00:00:00,GJ30X6638,OP807,Delayed,1,Depot Overflow
285::RACK-2::2741,ZONE-4::RACK-2::285::GJ12X6087,5,2025-07-06 00:00:00,GJ12X6087,OP272,In Transit,0,
285::RACK-2::2742,ZONE-4::RACK-2::285::GJ04X5804,42,2025-07-08 00:00:00,GJ04X5804,OP183,Delivered,0,
854::RACK-8::2743,ZONE-3::RACK-8::854::GJ07X6453,38,2025-07-04 00:00:00,GJ07X6453,OP481,Delayed,0,
789::RACK-3::2744,ZONE-1::RACK-3::789::GJ28X7704,4,2025-07-07 00:00:00,GJ28X7704,OP207,Failed,0,
434::RACK-3::2745,ZONE-4::RACK-3::434::GJ21X7008,16,2025-07-07 00:00:00,GJ21X7008,OP227,Failed,0,
854::RACK-8::2746,ZONE-3::RACK-8::854::GJ14X1705,18,2025-07-05 00:00:00,GJ14X1705,OP520,In Transit,0,
295::RACK-3::2747,ZONE-1::RACK-3::295::GJ06X1200,49,2025-07-05 00:00:00,GJ06X1200,OP609,Failed,0,
384::RACK-2::2748,ZONE-2::RACK-2::384::GJ13X7840,2,2025-07-04 00:00:00,GJ13X7840,OP481,Delivered,1,Minor Handling Damage
789::RACK-3::2749,ZONE-1::RACK-3::789::GJ15X5149,5,2025-07-03 00:00:00,GJ15X5149,OP119,Failed,0,
789::RACK-3::2750,ZONE-1::RACK-3::789::GJ27X3027,7,2025-07-06 00:00:00,GJ27X3027,OP130,Failed,0,
434::RACK-3::2751,ZONE-4::RACK-3::434::GJ15X3465,27,2025-07-04 00:00:00,GJ15X3465,OP616,Delivered,0,
285::RACK-3::2752,ZONE-4::RACK-3::285::GJ23X5793,10,2025-07-04 00:00:00,GJ23X5793,OP859,Failed,0,
384::RACK-2::2753,ZONE-2::RACK-2::384::GJ05X6667,44,2025-07-05 00:00:00,GJ05X6667,OP202,In Transit,0,
789::RACK-4::2754,ZONE-1::RACK-4::789::GJ21X9440,31,2025-07-07 00:00:00,GJ21X9440,OP244,Delayed,0,
295::RACK-4::2755,ZONE-1::RACK-4::295::GJ28X6836,34,2025-07-05 00:00:00,GJ28X6836,OP202,Failed,1,Operator Error
795::RACK-3::2756,ZONE-4::RACK-3::795::GJ25X8456,44,2025-07-05 00:00:00,GJ25X8456,OP600,In Transit,0,
854::RACK-9::2757,ZONE-3::RACK-9::854::GJ14X3727,5,2025-07-04 00:00:00,GJ14X3727,OP674,In Transit,0,
285::RACK-4::2758,ZONE-4::RACK-4::285::GJ01X4053,4,2025-07-04 00:00:00,GJ01X4053,OP306,In Transit,0,
185::RACK-4::2759,ZONE-4::RACK-4::185::GJ14X7289,23,2025-07-07 00:00:00,GJ14X7289,OP613,Delivered,0,
295::RACK-4::2760,ZONE-1::RACK-4::295::GJ30X3926,49,2025-07-06 00:00:00,GJ30X3926,OP949,Delivered,0,
285::RACK-4::2761,ZONE-4::RACK-4::285::GJ27X2754,33,2025-07-04 00:00:00,GJ27X2754,OP892,In Transit,0,
795::RACK-5::2762,ZONE-4::RACK-5::795::GJ27X1769,4,2025-07-08 00:00:00,GJ27X1769,OP683,Failed,1,Weather
295::RACK-4::2763,ZONE-1::RACK-4::295::GJ27X6555,35,2025-07-04 00:00:00,GJ27X6555,OP678,In Transit,0,
185::RACK-5::2764,ZONE-4::RACK-5::185::GJ14X3279,29,2025-07-05 00:00:00,GJ14X3279,OP997,In Transit,0,
295::RACK-4::2765,ZONE-1::RACK-4::295::GJ14X1705,13,2025-07-07 00:00:00,GJ14X1705,OP645,In Transit,0,
384::RACK-3::2766,ZONE-2::RACK-3::384::GJ20X8820,6,2025-07-05 00:00:00,GJ20X8820,OP312,Failed,0,
384::RACK-3::2767,ZONE-2::RACK-3::384::GJ03X5014,12,2025-07-06 00:00:00,GJ03X5014,OP674,Failed,0,
434::RACK-5::2768,ZONE-4::RACK-5::434::GJ15X4430,46,2025-07-07 00:00:00,GJ15X4430,OP662,Delivered,0,
789::RACK-5::2769,ZONE-1::RACK-5::789::GJ17X3593,2,2025-07-07 00:00:00,GJ17X3593,OP395,In Transit,0,
295::RACK-5::2770,ZONE-1::RACK-5::295::GJ12X2891,33,2025-07-07 00:00:00,GJ12X2891,OP398,In Transit,0,
185::RACK-5::2771,ZONE-4::RACK-5::185::GJ11X2202,3,2025-07-06 00:00:00,GJ11X2202,OP261,In Transit,0,
384::RACK-3::2772,ZONE-2::RACK-3::384::GJ07X8970,2,2025-07-05 00:00:00,GJ07X8970,OP570,Delivered,0,
295::RACK-5::2773,ZONE-1::RACK-5::295::GJ04X2061,46,2025-07-05 00:00:00,GJ04X2061,OP720,In Transit,0,
434::RACK-5::2774,ZONE-4::RACK-5::434::GJ07X1011,28,2025-07-09 00:00:00,GJ07X1011,OP841,Failed,0,
789::RACK-5::2775,ZONE-1::RACK-5::789::GJ10X2304,42,2025-07-05 00:00:00,GJ10X2304,OP765,Delivered,0,
434::RACK-6::2776,ZONE-4::RACK-6::434::GJ18X3994,29,2025-07-07 00:00:00,GJ18X3994,OP498,In Transit,0,
434::RACK-6::2777,ZONE-4::RACK-6::434::GJ21X7971,29,2025-07-06 00:00:00,GJ21X7971,OP833,Failed,0,
185::RACK-6::2778,ZONE-4::RACK-6::185::GJ01X1085,43,2025-07-07 00:00:00,GJ01X1085,OP177,Failed,0,
295::RACK-5::2779,ZONE-1::RACK-5::295::GJ10X5561,32,2025-07-06 00:00:00,GJ10X5561,OP539,Delayed,1,Depot Overflow
295::RACK-6::2780,ZONE-1::RACK-6::295::GJ26X3703,8,2025-07-04 00:00:00,GJ26X3703,OP833,Failed,0,
295::RACK-6::2781,ZONE-1::RACK-6::295::GJ08X3513,5,2025-07-05 00:00:00,GJ08X3513,OP300,Delayed,0,
285::RACK-6::2782,ZONE-4::RACK-6::285::GJ03X5014,23,2025-07-04 00:00:00,GJ03X5014,OP486,Failed,0,
185::RACK-6::2783,ZONE-4::RACK-6::185::GJ11X9382,37,2025-07-06 00:00:00,GJ11X9382,OP679,Delayed,1,Traffic
789::RACK-6::2784,ZONE-1::RACK-6::789::GJ11X2202,9,2025-07-04 00:00:00,GJ11X2202,OP488,Failed,0,
434::RACK-7::2785,ZONE-4::RACK-7::434::GJ23X5793,5,2025-07-06 00:00:00,GJ23X5793,OP998,Delayed,0,
384::RACK-3::2786,ZONE-2::RACK-3::384::GJ24X9408,44,2025-07-07 00:00:00,GJ24X9408,OP579,Delivered,0,
285::RACK-7::2787,ZONE-4::RACK-7::285::GJ25X9157,3,2025-07-05 00:00:00,GJ25X9157,OP384,Failed,1,Depot Overflow
295::RACK-6::2788,ZONE-1::RACK-6::295::GJ09X3787,26,2025-07-03 00:00:00,GJ09X3787,OP685,Failed,0,
384::RACK-3::2789,ZONE-2::RACK-3::384::GJ11X9382,24,2025-07-07 00:00:00,GJ11X9382,OP775,Failed,1,Depot Overflow
384::RACK-4::2790,ZONE-2::RACK-4::384::GJ07X3648,12,2025-07-06 00:00:00,GJ07X3648,OP587,Delivered,0,
795::RACK-7::2791,ZONE-4::RACK-7::795::GJ20X8820,42,2025-07-08 00:00:00,GJ20X8820,OP323,Delivered,0,
185::RACK-7::2792,ZONE-4::RACK-7::185::GJ14X5369,29,2025-07-04 00:00:00,GJ14X5369,OP103,Failed,0,
185::RACK-8::2793,ZONE-4::RACK-8::185::GJ11X9080,31,2025-07-06 00:00:00,GJ11X9080,OP833,Failed,1,Operator Error
384::RACK-4::2794,ZONE-2::RACK-4::384::GJ10X3256,50,2025-07-05 00:00:00,GJ10X3256,OP602,Delayed,0,
185::RACK-8::2795,ZONE-4::RACK-8::185::GJ30X6044,48,2025-07-05 00:00:00,GJ30X6044,OP886,Delivered,0,
384::RACK-4::2796,ZONE-2::RACK-4::384::GJ16X5496,34,2025-07-08 00:00:00,GJ16X5496,OP641,Delivered,0,
789::RACK-6::2797,ZONE-1::RACK-6::789::GJ08X2500,37,2025-07-03 00:00:00,GJ08X2500,OP119,In Transit,0,
185::RACK-8::2798,ZONE-4::RACK-8::185::GJ04X5804,32,2025-07-07 00:00:00,GJ04X5804,OP333,Failed,0,
295::RACK-7::2799,ZONE-1::RACK-7::295::GJ24X1949,38,2025-07-05 00:00:00,GJ24X1949,OP992,Failed,0,
789::RACK-7::2800,ZONE-1::RACK-7::789::GJ12X2891,4,2025-07-06 00:00:00,GJ12X2891,OP997,In Transit,0,
789::RACK-7::2801,ZONE-1::RACK-7::789::GJ08X1229,34,2025-07-08 00:00:00,GJ08X1229,OP824,Failed,0,
285::RACK-8::2802,ZONE-4::RACK-8::285::GJ06X1549,34,2025-07-07 00:00:00,GJ06X1549,OP347,Delayed,0,
789::RACK-7::2803,ZONE-1::RACK-7::789::GJ11X7822,47,2025-07-06 00:00:00,GJ11X7822,OP527,Failed,0,
295::RACK-7::2804,ZONE-1::RACK-7::295::GJ23X7398,18,2025-07-06 00:00:00,GJ23X7398,OP683,Failed,0,
285::RACK-9::2805,ZONE-4::RACK-9::285::GJ24X1949,14,2025-07-03 00:00:00,GJ24X1949,OP481,Failed,0,
384::RACK-4::2806,ZONE-2::RACK-4::384::GJ11X9080,45,2025-07-06 00:00:00,GJ11X9080,OP300,Delayed,1,Operator Error
185::RACK-9::2807,ZONE-4::RACK-9::185::GJ21X4763,35,2025-07-07 00:00:00,GJ21X4763,OP297,Failed,0,
185::RACK-9::2808,ZONE-4::RACK-9::185::GJ15X3297,39,2025-07-08 00:00:00,GJ15X3297,OP891,Delivered,0,
185::RACK-10::2809,ZONE-4::RACK-10::185::GJ22X5898,34,2025-07-06 00:00:00,GJ22X5898,OP384,Failed,1,Operator Error
854::RACK-9::2810,ZONE-3::RACK-9::854::GJ18X6865,17,2025-07-03 00:00:00,GJ18X6865,OP539,Failed,0,
285::RACK-10::2811,ZONE-4::RACK-10::285::GJ05X6194,11,2025-07-05 00:00:00,GJ05X6194,OP814,Delivered,0,
295::RACK-8::2812,ZONE-1::RACK-8::295::GJ23X1598,19,2025-07-03 00:00:00,GJ23X1598,OP572,Delayed,1,Depot Overflow
285::RACK-10::2813,ZONE-4::RACK-10::285::GJ06X2813,25,2025-07-07 00:00:00,GJ06X2813,OP686,Delivered,0,
789::RACK-8::2814,ZONE-1::RACK-8::789::GJ30X2371,38,2025-07-03 00:00:00,GJ30X2371,OP156,Delivered,0,
789::RACK-8::2815,ZONE-1::RACK-8::789::GJ24X6673,31,2025-07-07 00:00:00,GJ24X6673,OP789,Delayed,1,Traffic
789::RACK-8::2816,ZONE-1::RACK-8::789::GJ27X4558,11,2025-07-05 00:00:00,GJ27X4558,OP594,Failed,0,
795::RACK-10::2817,ZONE-4::RACK-10::795::GJ21X7008,49,2025-07-07 00:00:00,GJ21X7008,OP323,Delayed,1,Weather
795::RACK-10::2818,ZONE-4::RACK-10::795::GJ10X5398,26,2025-07-07 00:00:00,GJ10X5398,OP485,Delivered,0,
295::RACK-8::2819,ZONE-1::RACK-8::295::GJ07X6453,33,2025-07-07 00:00:00,GJ07X6453,OP407,Delayed,0,
434::RACK-1::2820,ZONE-4::RACK-1::434::GJ03X3136,19,2025-07-03 00:00:00,GJ03X3136,OP765,Failed,1,Traffic
384::RACK-5::2821,ZONE-2::RACK-5::384::GJ06X1200,20,2025-07-05 00:00:00,GJ06X1200,OP446,In Transit,0,
295::RACK-9::2822,ZONE-1::RACK-9::295::GJ01X7726,39,2025-07-07 00:00:00,GJ01X7726,OP372,Delivered,0,
295::RACK-9::2823,ZONE-1::RACK-9::295::GJ20X8820,18,2025-07-06 00:00:00,GJ20X8820,OP740,Failed,0,
795::RACK-1::2824,ZONE-4::RACK-1::795::GJ09X1112,11,2025-07-06 00:00:00,GJ09X1112,OP509,Failed,0,
185::RACK-1::2825,ZONE-4::RACK-1::185::GJ08X8689,38,2025-07-04 00:00:00,GJ08X8689,OP498,Delayed,1,Operator Error
854::RACK-9::2826,ZONE-3::RACK-9::854::GJ24X3685,12,2025-07-06 00:00:00,GJ24X3685,OP202,In Transit,0,
434::RACK-2::2827,ZONE-4::RACK-2::434::GJ11X1934,28,2025-07-06 00:00:00,GJ11X1934,OP634,Failed,0,
185::RACK-2::2828,ZONE-4::RACK-2::185::GJ16X6108,40,2025-07-04 00:00:00,GJ16X6108,OP185,Failed,0,
434::RACK-2::2829,ZONE-4::RACK-2::434::GJ06X9871,19,2025-07-07 00:00:00,GJ06X9871,OP753,Delayed,0,
185::RACK-2::2830,ZONE-4::RACK-2::185::GJ23X2866,16,2025-07-03 00:00:00,GJ23X2866,OP773,Delayed,0,
295::RACK-10::2831,ZONE-1::RACK-10::295::GJ27X4504,17,2025-07-04 00:00:00,GJ27X4504,OP901,Delivered,0,
185::RACK-2::2832,ZONE-4::RACK-2::185::GJ03X5022,35,2025-07-07 00:00:00,GJ03X5022,OP446,Delayed,1,Traffic
789::RACK-10::2833,ZONE-1::RACK-10::789::GJ11X4850,40,2025-07-05 00:00:00,GJ11X4850,OP541,In Transit,0,
434::RACK-3::2834,ZONE-4::RACK-3::434::GJ05X8172,11,2025-07-08 00:00:00,GJ05X8172,OP587,Delivered,0,
434::RACK-3::2835,ZONE-4::RACK-3::434::GJ17X8304,23,2025-07-05 00:00:00,GJ17X8304,OP541,Delayed,0,
