Storage_ID,Product_ID,Rack_Location,Zone,Stored_Quantity,FIFO_Flag
ZONE-4:RACK-2:241,DIG-4015-B63-185,RACK-2,ZONE-4,86,1
ZONE-4:RACK-2:242,DIG-4016-B62-185,RACK-2,ZONE-4,107,1
ZONE-2:RACK-8:423,IMM-4017-B95-384,RACK-8,ZONE-2,171,1
ZONE-4:RACK-3:211,DIG-4018-B34-185,RACK-3,ZONE-4,120,1
ZONE-2:RACK-9:419,IMM-4019-B54-384,RACK-9,ZONE-2,61,1
ZONE-4:RACK-3:323,VIT-4020-B91-285,RACK-3,ZONE-4,84,1
ZONE-3:RACK-6:890,TOP-4021-B36-854,RACK-6,ZONE-3,194,1
ZONE-4:RACK-3:212,DIG-4022-B58-185,RACK-3,ZONE-4,199,1
ZONE-4:RACK-3:475,SUP-4023-B75-434,RACK-3,ZONE-4,173,1
ZONE-3:RACK-6:891,TOP-4024-B33-854,RACK-6,ZONE-3,162,1
ZONE-4:RACK-3:324,VIT-4025-B24-285,RACK-3,ZONE-4,129,1
ZONE-1:RACK-9:828,ANT-4026-B56-789,RACK-9,ZONE-1,110,1
ZONE-1:RACK-9:328,ANT-4027-B79-295,RACK-9,ZONE-1,99,1
ZONE-1:RACK-9:329,ANT-4028-B69-295,RACK-9,ZONE-1,188,1
ZONE-4:RACK-4:473,SUP-4029-B98-434,RACK-4,ZONE-4,180,1
ZONE-2:RACK-9:420,IMM-4030-B24-384,RACK-9,ZONE-2,131,1
ZONE-4:RACK-4:326,VIT-4031-B35-285,RACK-4,ZONE-4,66,1
ZONE-4:RACK-4:474,SUP-4032-B73-434,RACK-4,ZONE-4,159,1
ZONE-4:RACK-4:475,SUP-4033-B45-434,RACK-4,ZONE-4,83,1
ZONE-2:RACK-9:421,IMM-4034-B32-384,RACK-9,ZONE-2,172,1
ZONE-4:RACK-4:476,SUP-4035-B76-434,RACK-4,ZONE-4,173,1
ZONE-4:RACK-5:467,SUP-4036-B57-434,RACK-5,ZONE-4,142,1
ZONE-1:RACK-10:330,ANT-4037-B57-295,RACK-10,ZONE-1,65,1
ZONE-4:RACK-5:316,VIT-4038-B51-285,RACK-5,ZONE-4,191,1
ZONE-4:RACK-5:229,DIG-4039-B73-185,RACK-5,ZONE-4,88,1
ZONE-4:RACK-5:837,DEW-4040-B11-795,RACK-5,ZONE-4,99,1
ZONE-3:RACK-6:892,TOP-4041-B94-854,RACK-6,ZONE-3,189,1
ZONE-2:RACK-9:422,IMM-4042-B40-384,RACK-9,ZONE-2,139,1
ZONE-4:RACK-5:838,DEW-4043-B24-795,RACK-5,ZONE-4,147,1
ZONE-2:RACK-9:423,IMM-4044-B83-384,RACK-9,ZONE-2,87,1
ZONE-3:RACK-6:893,TOP-4045-B39-854,RACK-6,ZONE-3,78,1
ZONE-4:RACK-6:829,DEW-4046-B70-795,RACK-6,ZONE-4,178,1
ZONE-4:RACK-6:325,VIT-4047-B77-285,RACK-6,ZONE-4,66,1
ZONE-4:RACK-6:830,DEW-4048-B57-795,RACK-6,ZONE-4,54,1
ZONE-4:RACK-6:472,SUP-4049-B85-434,RACK-6,ZONE-4,68,1
ZONE-4:RACK-6:223,DIG-4050-B73-185,RACK-6,ZONE-4,99,1
ZONE-1:RACK-10:331,ANT-4051-B46-295,RACK-10,ZONE-1,50,1
ZONE-1:RACK-10:824,ANT-4052-B29-789,RACK-10,ZONE-1,54,1
ZONE-1:RACK-10:825,ANT-4053-B89-789,RACK-10,ZONE-1,148,1
ZONE-1:RACK-10:332,ANT-4054-B32-295,RACK-10,ZONE-1,89,1
ZONE-4:RACK-7:470,SUP-4055-B68-434,RACK-7,ZONE-4,107,1
ZONE-4:RACK-7:471,SUP-4056-B52-434,RACK-7,ZONE-4,85,1
ZONE-1:RACK-1:822,ANT-4057-B10-789,RACK-1,ZONE-1,57,1
ZONE-4:RACK-7:472,SUP-4058-B86-434,RACK-7,ZONE-4,194,1
ZONE-4:RACK-7:325,VIT-4059-B82-285,RACK-7,ZONE-4,113,1
ZONE-1:RACK-1:337,ANT-4060-B27-295,RACK-1,ZONE-1,200,1
ZONE-4:RACK-7:827,DEW-4061-B43-795,RACK-7,ZONE-4,77,1
ZONE-4:RACK-8:311,VIT-4062-B67-285,RACK-8,ZONE-4,130,1
ZONE-4:RACK-8:216,DIG-4063-B40-185,RACK-8,ZONE-4,165,1
ZONE-3:RACK-7:889,TOP-4064-B40-854,RACK-7,ZONE-3,75,1
ZONE-4:RACK-8:487,SUP-4065-B79-434,RACK-8,ZONE-4,141,1
ZONE-4:RACK-8:217,DIG-4066-B71-185,RACK-8,ZONE-4,52,1
ZONE-1:RACK-1:823,ANT-4067-B17-789,RACK-1,ZONE-1,145,1
ZONE-2:RACK-10:419,IMM-4068-B39-384,RACK-10,ZONE-2,65,1
ZONE-3:RACK-7:890,TOP-4069-B48-854,RACK-7,ZONE-3,136,1
ZONE-4:RACK-8:218,DIG-4070-B17-185,RACK-8,ZONE-4,140,1
ZONE-2:RACK-10:420,IMM-4071-B84-384,RACK-10,ZONE-2,96,1
ZONE-1:RACK-1:824,ANT-4072-B65-789,RACK-1,ZONE-1,193,1
ZONE-3:RACK-7:891,TOP-4073-B54-854,RACK-7,ZONE-3,153,1
ZONE-4:RACK-9:834,DEW-4074-B20-795,RACK-9,ZONE-4,189,1
ZONE-2:RACK-10:421,IMM-4075-B59-384,RACK-10,ZONE-2,67,1
ZONE-3:RACK-7:892,TOP-4076-B33-854,RACK-7,ZONE-3,184,1
ZONE-3:RACK-7:893,TOP-4077-B56-854,RACK-7,ZONE-3,143,1
ZONE-2:RACK-10:422,IMM-4078-B51-384,RACK-10,ZONE-2,164,1
ZONE-4:RACK-9:835,DEW-4079-B52-795,RACK-9,ZONE-4,62,1
ZONE-4:RACK-9:836,DEW-4080-B69-795,RACK-9,ZONE-4,128,1
ZONE-2:RACK-10:423,IMM-4081-B78-384,RACK-10,ZONE-2,107,1
ZONE-1:RACK-1:338,ANT-4082-B58-295,RACK-1,ZONE-1,196,1
ZONE-1:RACK-2:334,ANT-4083-B26-295,RACK-2,ZONE-1,92,1
ZONE-4:RACK-9:327,VIT-4084-B90-285,RACK-9,ZONE-4,54,1
ZONE-4:RACK-9:328,VIT-4085-B53-285,RACK-9,ZONE-4,135,1
ZONE-4:RACK-10:220,DIG-4086-B28-185,RACK-10,ZONE-4,141,1
ZONE-3:RACK-8:889,TOP-4087-B13-854,RACK-8,ZONE-3,118,1
ZONE-2:RACK-1:424,IMM-4088-B44-384,RACK-1,ZONE-2,67,1
ZONE-4:RACK-10:474,SUP-4089-B56-434,RACK-10,ZONE-4,140,1
ZONE-3:RACK-8:890,TOP-4090-B80-854,RACK-8,ZONE-3,101,1
ZONE-3:RACK-8:891,TOP-4091-B85-854,RACK-8,ZONE-3,84,1
ZONE-4:RACK-10:475,SUP-4092-B85-434,RACK-10,ZONE-4,127,1
ZONE-4:RACK-10:824,DEW-4093-B82-795,RACK-10,ZONE-4,90,1
ZONE-2:RACK-1:425,IMM-4094-B99-384,RACK-1,ZONE-2,63,1
ZONE-1:RACK-2:825,ANT-4095-B99-789,RACK-2,ZONE-1,75,1
ZONE-4:RACK-10:221,DIG-4096-B65-185,RACK-10,ZONE-4,143,1
ZONE-1:RACK-2:335,ANT-4097-B34-295,RACK-2,ZONE-1,107,1
ZONE-4:RACK-1:828,DEW-4098-B85-795,RACK-1,ZONE-4,103,1
ZONE-4:RACK-1:237,DIG-4099-B41-185,RACK-1,ZONE-4,162,1
ZONE-4:RACK-1:238,DIG-4100-B74-185,RACK-1,ZONE-4,137,1
ZONE-2:RACK-1:426,IMM-4101-B44-384,RACK-1,ZONE-2,126,1
ZONE-1:RACK-2:826,ANT-4102-B47-789,RACK-2,ZONE-1,83,1
ZONE-1:RACK-2:336,ANT-4103-B24-295,RACK-2,ZONE-1,119,1
ZONE-4:RACK-1:829,DEW-4104-B51-795,RACK-1,ZONE-4,72,1
ZONE-4:RACK-1:470,SUP-4105-B19-434,RACK-1,ZONE-4,179,1
ZONE-4:RACK-2:314,VIT-4106-B48-285,RACK-2,ZONE-4,167,1
ZONE-2:RACK-1:427,IMM-4107-B59-384,RACK-1,ZONE-2,155,1
ZONE-2:RACK-1:428,IMM-4108-B32-384,RACK-1,ZONE-2,140,1
ZONE-4:RACK-2:460,SUP-4109-B33-434,RACK-2,ZONE-4,186,1
ZONE-4:RACK-2:461,SUP-4110-B70-434,RACK-2,ZONE-4,143,1
ZONE-2:RACK-2:424,IMM-4111-B79-384,RACK-2,ZONE-2,184,1
ZONE-4:RACK-2:315,VIT-4112-B76-285,RACK-2,ZONE-4,150,1
ZONE-4:RACK-2:316,VIT-4113-B81-285,RACK-2,ZONE-4,147,1
ZONE-3:RACK-8:892,TOP-4114-B83-854,RACK-8,ZONE-3,91,1
ZONE-1:RACK-3:816,ANT-4115-B13-789,RACK-3,ZONE-1,83,1
ZONE-4:RACK-3:476,SUP-4116-B18-434,RACK-3,ZONE-4,111,1
ZONE-3:RACK-8:893,TOP-4117-B13-854,RACK-8,ZONE-3,174,1
ZONE-1:RACK-3:343,ANT-4118-B60-295,RACK-3,ZONE-1,200,1
ZONE-2:RACK-2:425,IMM-4119-B99-384,RACK-2,ZONE-2,126,1
ZONE-1:RACK-3:817,ANT-4120-B48-789,RACK-3,ZONE-1,198,1
ZONE-1:RACK-3:344,ANT-4121-B95-295,RACK-3,ZONE-1,113,1
ZONE-1:RACK-3:818,ANT-4122-B20-789,RACK-3,ZONE-1,112,1
ZONE-4:RACK-3:477,SUP-4123-B83-434,RACK-3,ZONE-4,126,1
ZONE-2:RACK-2:426,IMM-4124-B77-384,RACK-2,ZONE-2,139,1
ZONE-4:RACK-3:325,VIT-4125-B21-285,RACK-3,ZONE-4,185,1
ZONE-2:RACK-2:427,IMM-4126-B67-384,RACK-2,ZONE-2,58,1
ZONE-1:RACK-4:821,ANT-4127-B65-789,RACK-4,ZONE-1,93,1
ZONE-4:RACK-3:478,SUP-4128-B44-434,RACK-3,ZONE-4,90,1
ZONE-1:RACK-4:338,ANT-4129-B98-295,RACK-4,ZONE-1,198,1
ZONE-4:RACK-3:840,DEW-4130-B97-795,RACK-3,ZONE-4,88,1
ZONE-3:RACK-9:889,TOP-4131-B69-854,RACK-9,ZONE-3,153,1
ZONE-4:RACK-4:327,VIT-4132-B94-285,RACK-4,ZONE-4,112,1
ZONE-4:RACK-4:830,DEW-4133-B92-795,RACK-4,ZONE-4,83,1
ZONE-4:RACK-4:328,VIT-4134-B54-285,RACK-4,ZONE-4,123,1
ZONE-2:RACK-2:428,IMM-4135-B21-384,RACK-2,ZONE-2,59,1
ZONE-4:RACK-4:220,DIG-4136-B86-185,RACK-4,ZONE-4,150,1
ZONE-1:RACK-4:339,ANT-4137-B57-295,RACK-4,ZONE-1,159,1
ZONE-4:RACK-4:329,VIT-4138-B10-285,RACK-4,ZONE-4,109,1
ZONE-4:RACK-5:839,DEW-4139-B55-795,RACK-5,ZONE-4,102,1
ZONE-1:RACK-4:340,ANT-4140-B82-295,RACK-4,ZONE-1,67,1
ZONE-4:RACK-5:230,DIG-4141-B53-185,RACK-5,ZONE-4,118,1
ZONE-1:RACK-4:341,ANT-4142-B97-295,RACK-4,ZONE-1,63,1
ZONE-2:RACK-3:424,IMM-4143-B64-384,RACK-3,ZONE-2,161,1
ZONE-2:RACK-3:425,IMM-4144-B69-384,RACK-3,ZONE-2,126,1
ZONE-4:RACK-5:468,SUP-4145-B70-434,RACK-5,ZONE-4,85,1
ZONE-3:RACK-9:890,TOP-4146-B98-854,RACK-9,ZONE-3,158,1
ZONE-1:RACK-5:827,ANT-4147-B45-789,RACK-5,ZONE-1,190,1
ZONE-1:RACK-5:332,ANT-4148-B61-295,RACK-5,ZONE-1,82,1
ZONE-4:RACK-5:231,DIG-4149-B25-185,RACK-5,ZONE-4,118,1
ZONE-2:RACK-3:426,IMM-4150-B72-384,RACK-3,ZONE-2,81,1
ZONE-1:RACK-5:333,ANT-4151-B91-295,RACK-5,ZONE-1,92,1
ZONE-4:RACK-5:469,SUP-4152-B14-434,RACK-5,ZONE-4,147,1
ZONE-1:RACK-5:828,ANT-4153-B98-789,RACK-5,ZONE-1,105,1
ZONE-4:RACK-6:473,SUP-4154-B10-434,RACK-6,ZONE-4,83,1
ZONE-4:RACK-6:474,SUP-4155-B51-434,RACK-6,ZONE-4,192,1
ZONE-4:RACK-6:224,DIG-4156-B76-185,RACK-6,ZONE-4,106,1
ZONE-1:RACK-5:334,ANT-4157-B94-295,RACK-5,ZONE-1,137,1
ZONE-1:RACK-6:337,ANT-4158-B34-295,RACK-6,ZONE-1,100,1
ZONE-1:RACK-6:338,ANT-4159-B54-295,RACK-6,ZONE-1,130,1
ZONE-4:RACK-6:326,VIT-4160-B58-285,RACK-6,ZONE-4,200,1
ZONE-4:RACK-6:225,DIG-4161-B86-185,RACK-6,ZONE-4,183,1
ZONE-1:RACK-6:822,ANT-4162-B55-789,RACK-6,ZONE-1,70,1
ZONE-4:RACK-7:473,SUP-4163-B54-434,RACK-7,ZONE-4,88,1
ZONE-4:RACK-7:828,DEW-4164-B12-795,RACK-7,ZONE-4,145,1
ZONE-2:RACK-3:427,IMM-4165-B75-384,RACK-3,ZONE-2,99,1
ZONE-4:RACK-7:326,VIT-4166-B72-285,RACK-7,ZONE-4,65,1
ZONE-1:RACK-6:339,ANT-4167-B19-295,RACK-6,ZONE-1,172,1
ZONE-2:RACK-3:428,IMM-4168-B56-384,RACK-3,ZONE-2,152,1
ZONE-2:RACK-4:424,IMM-4169-B86-384,RACK-4,ZONE-2,156,1
ZONE-4:RACK-7:829,DEW-4170-B63-795,RACK-7,ZONE-4,179,1
ZONE-4:RACK-7:227,DIG-4171-B56-185,RACK-7,ZONE-4,140,1
ZONE-2:RACK-4:425,IMM-4172-B20-384,RACK-4,ZONE-2,169,1
ZONE-4:RACK-8:219,DIG-4173-B38-185,RACK-8,ZONE-4,178,1
ZONE-2:RACK-4:426,IMM-4174-B94-384,RACK-4,ZONE-2,64,1
ZONE-4:RACK-8:220,DIG-4175-B82-185,RACK-8,ZONE-4,58,1
ZONE-2:RACK-4:427,IMM-4176-B16-384,RACK-4,ZONE-2,77,1
ZONE-1:RACK-6:823,ANT-4177-B22-789,RACK-6,ZONE-1,82,1
ZONE-4:RACK-8:221,DIG-4178-B90-185,RACK-8,ZONE-4,122,1
ZONE-1:RACK-7:337,ANT-4179-B17-295,RACK-7,ZONE-1,103,1
ZONE-1:RACK-7:822,ANT-4180-B39-789,RACK-7,ZONE-1,167,1
ZONE-1:RACK-7:823,ANT-4181-B34-789,RACK-7,ZONE-1,150,1
ZONE-4:RACK-8:312,VIT-4182-B15-285,RACK-8,ZONE-4,68,1
ZONE-4:RACK-8:222,DIG-4183-B20-185,RACK-8,ZONE-4,103,1
ZONE-1:RACK-7:824,ANT-4184-B53-789,RACK-7,ZONE-1,188,1
ZONE-1:RACK-7:338,ANT-4185-B20-295,RACK-7,ZONE-1,158,1
ZONE-4:RACK-9:329,VIT-4186-B46-285,RACK-9,ZONE-4,135,1
ZONE-4:RACK-9:216,DIG-4187-B84-185,RACK-9,ZONE-4,192,1
ZONE-4:RACK-9:330,VIT-4188-B69-285,RACK-9,ZONE-4,79,1
ZONE-2:RACK-4:428,IMM-4189-B70-384,RACK-4,ZONE-2,69,1
ZONE-4:RACK-9:217,DIG-4190-B36-185,RACK-9,ZONE-4,177,1
ZONE-4:RACK-9:218,DIG-4191-B36-185,RACK-9,ZONE-4,141,1
ZONE-4:RACK-10:222,DIG-4192-B35-185,RACK-10,ZONE-4,93,1
ZONE-3:RACK-9:891,TOP-4193-B87-854,RACK-9,ZONE-3,89,1
ZONE-4:RACK-10:331,VIT-4194-B29-285,RACK-10,ZONE-4,147,1
ZONE-1:RACK-8:333,ANT-4195-B15-295,RACK-8,ZONE-1,61,1
ZONE-4:RACK-10:332,VIT-4196-B99-285,RACK-10,ZONE-4,169,1
ZONE-3:RACK-9:892,TOP-4197-B89-854,RACK-9,ZONE-3,127,1
ZONE-1:RACK-8:826,ANT-4198-B22-789,RACK-8,ZONE-1,92,1
ZONE-1:RACK-8:827,ANT-4199-B40-789,RACK-8,ZONE-1,111,1
ZONE-1:RACK-8:828,ANT-4200-B71-789,RACK-8,ZONE-1,160,1
ZONE-4:RACK-10:825,DEW-4201-B75-795,RACK-10,ZONE-4,118,1
ZONE-4:RACK-10:826,DEW-4202-B46-795,RACK-10,ZONE-4,117,1
ZONE-1:RACK-8:334,ANT-4203-B65-295,RACK-8,ZONE-1,160,1
ZONE-1:RACK-9:330,ANT-4204-B10-295,RACK-9,ZONE-1,90,1
ZONE-4:RACK-1:319,VIT-4205-B68-285,RACK-1,ZONE-4,116,1
ZONE-1:RACK-9:829,ANT-4206-B89-789,RACK-9,ZONE-1,200,1
ZONE-4:RACK-1:471,SUP-4207-B82-434,RACK-1,ZONE-4,125,1
ZONE-2:RACK-5:424,IMM-4208-B10-384,RACK-5,ZONE-2,57,1
ZONE-1:RACK-9:331,ANT-4209-B19-295,RACK-9,ZONE-1,121,1
ZONE-4:RACK-1:239,DIG-4210-B74-185,RACK-1,ZONE-4,100,1
ZONE-1:RACK-9:332,ANT-4211-B13-295,RACK-9,ZONE-1,139,1
ZONE-4:RACK-1:830,DEW-4212-B88-795,RACK-1,ZONE-4,71,1
ZONE-4:RACK-1:240,DIG-4213-B26-185,RACK-1,ZONE-4,64,1
ZONE-1:RACK-9:333,ANT-4214-B89-295,RACK-9,ZONE-1,56,1
ZONE-3:RACK-9:893,TOP-4215-B65-854,RACK-9,ZONE-3,124,1
ZONE-4:RACK-2:462,SUP-4216-B71-434,RACK-2,ZONE-4,107,1
ZONE-4:RACK-2:243,DIG-4217-B10-185,RACK-2,ZONE-4,76,1
ZONE-4:RACK-2:463,SUP-4218-B45-434,RACK-2,ZONE-4,192,1
ZONE-4:RACK-2:244,DIG-4219-B32-185,RACK-2,ZONE-4,81,1
ZONE-1:RACK-10:333,ANT-4220-B10-295,RACK-10,ZONE-1,103,1
ZONE-4:RACK-2:245,DIG-4221-B90-185,RACK-2,ZONE-4,168,1
ZONE-1:RACK-10:826,ANT-4222-B35-789,RACK-10,ZONE-1,99,1
ZONE-4:RACK-3:479,SUP-4223-B67-434,RACK-3,ZONE-4,131,1
ZONE-4:RACK-3:480,SUP-4224-B35-434,RACK-3,ZONE-4,146,1
ZONE-3:RACK-10:889,TOP-4225-B36-854,RACK-10,ZONE-3,130,1
ZONE-4:RACK-3:481,SUP-4226-B38-434,RACK-3,ZONE-4,97,1
ZONE-2:RACK-5:425,IMM-4227-B22-384,RACK-5,ZONE-2,144,1
ZONE-4:RACK-3:482,SUP-4228-B14-434,RACK-3,ZONE-4,65,1
ZONE-3:RACK-10:890,TOP-4229-B81-854,RACK-10,ZONE-3,168,1
ZONE-4:RACK-3:483,SUP-4230-B85-434,RACK-3,ZONE-4,149,1
ZONE-3:RACK-10:891,TOP-4231-B34-854,RACK-10,ZONE-3,149,1
ZONE-4:RACK-4:221,DIG-4232-B16-185,RACK-4,ZONE-4,115,1
ZONE-4:RACK-4:831,DEW-4233-B45-795,RACK-4,ZONE-4,117,1
ZONE-1:RACK-10:827,ANT-4234-B51-789,RACK-10,ZONE-1,67,1
ZONE-3:RACK-10:892,TOP-4235-B77-854,RACK-10,ZONE-3,140,1
ZONE-2:RACK-5:426,IMM-4236-B39-384,RACK-5,ZONE-2,186,1
ZONE-4:RACK-4:477,SUP-4237-B64-434,RACK-4,ZONE-4,69,1
ZONE-1:RACK-10:828,ANT-4238-B62-789,RACK-10,ZONE-1,120,1
ZONE-4:RACK-4:478,SUP-4239-B62-434,RACK-4,ZONE-4,59,1
ZONE-1:RACK-10:334,ANT-4240-B66-295,RACK-10,ZONE-1,107,1
ZONE-2:RACK-5:427,IMM-4241-B25-384,RACK-5,ZONE-2,176,1
ZONE-4:RACK-4:330,VIT-4242-B91-285,RACK-4,ZONE-4,88,1
ZONE-3:RACK-10:893,TOP-4243-B85-854,RACK-10,ZONE-3,150,1
ZONE-4:RACK-5:317,VIT-4244-B53-285,RACK-5,ZONE-4,155,1
ZONE-4:RACK-5:840,DEW-4245-B73-795,RACK-5,ZONE-4,156,1
ZONE-4:RACK-5:232,DIG-4246-B29-185,RACK-5,ZONE-4,171,1
ZONE-1:RACK-1:825,ANT-4247-B15-789,RACK-1,ZONE-1,145,1
ZONE-3:RACK-1:894,TOP-4248-B65-854,RACK-1,ZONE-3,117,1
ZONE-2:RACK-5:428,IMM-4249-B41-384,RACK-5,ZONE-2,85,1
ZONE-4:RACK-5:841,DEW-4250-B75-795,RACK-5,ZONE-4,127,1
ZONE-4:RACK-5:470,SUP-4251-B41-434,RACK-5,ZONE-4,93,1
ZONE-4:RACK-6:475,SUP-4252-B22-434,RACK-6,ZONE-4,105,1
ZONE-2:RACK-6:424,IMM-4253-B65-384,RACK-6,ZONE-2,197,1
ZONE-2:RACK-6:425,IMM-4254-B76-384,RACK-6,ZONE-2,81,1
ZONE-1:RACK-1:826,ANT-4255-B63-789,RACK-1,ZONE-1,106,1
ZONE-4:RACK-6:226,DIG-4256-B11-185,RACK-6,ZONE-4,164,1
ZONE-1:RACK-1:339,ANT-4257-B72-295,RACK-1,ZONE-1,176,1
ZONE-1:RACK-1:827,ANT-4258-B49-789,RACK-1,ZONE-1,158,1
ZONE-1:RACK-1:828,ANT-4259-B90-789,RACK-1,ZONE-1,68,1
ZONE-4:RACK-6:831,DEW-4260-B74-795,RACK-6,ZONE-4,145,1
ZONE-4:RACK-6:476,SUP-4261-B70-434,RACK-6,ZONE-4,64,1
ZONE-4:RACK-6:227,DIG-4262-B69-185,RACK-6,ZONE-4,117,1
ZONE-4:RACK-7:327,VIT-4263-B24-285,RACK-7,ZONE-4,168,1
ZONE-4:RACK-7:228,DIG-4264-B96-185,RACK-7,ZONE-4,67,1
ZONE-4:RACK-7:328,VIT-4265-B21-285,RACK-7,ZONE-4,121,1
ZONE-4:RACK-7:229,DIG-4266-B35-185,RACK-7,ZONE-4,174,1
ZONE-2:RACK-6:426,IMM-4267-B37-384,RACK-6,ZONE-2,98,1
ZONE-4:RACK-7:830,DEW-4268-B86-795,RACK-7,ZONE-4,120,1
ZONE-1:RACK-2:337,ANT-4269-B18-295,RACK-2,ZONE-1,96,1
ZONE-4:RACK-8:223,DIG-4270-B17-185,RACK-8,ZONE-4,122,1
ZONE-4:RACK-8:488,SUP-4271-B39-434,RACK-8,ZONE-4,96,1
ZONE-1:RACK-2:338,ANT-4272-B72-295,RACK-2,ZONE-1,197,1
ZONE-1:RACK-2:827,ANT-4273-B16-789,RACK-2,ZONE-1,138,1
ZONE-1:RACK-2:339,ANT-4274-B17-295,RACK-2,ZONE-1,124,1
ZONE-3:RACK-1:895,TOP-4275-B64-854,RACK-1,ZONE-3,131,1
ZONE-4:RACK-8:489,SUP-4276-B95-434,RACK-8,ZONE-4,140,1
ZONE-4:RACK-8:835,DEW-4277-B42-795,RACK-8,ZONE-4,124,1
ZONE-4:RACK-8:490,SUP-4278-B35-434,RACK-8,ZONE-4,120,1
ZONE-4:RACK-9:219,DIG-4279-B90-185,RACK-9,ZONE-4,94,1
ZONE-4:RACK-9:472,SUP-4280-B33-434,RACK-9,ZONE-4,52,1
ZONE-4:RACK-9:837,DEW-4281-B92-795,RACK-9,ZONE-4,179,1
ZONE-3:RACK-1:896,TOP-4282-B95-854,RACK-1,ZONE-3,113,1
ZONE-4:RACK-9:838,DEW-4283-B63-795,RACK-9,ZONE-4,108,1
ZONE-3:RACK-1:897,TOP-4284-B55-854,RACK-1,ZONE-3,172,1
ZONE-1:RACK-2:340,ANT-4285-B43-295,RACK-2,ZONE-1,195,1
ZONE-4:RACK-9:331,VIT-4286-B36-285,RACK-9,ZONE-4,184,1
ZONE-2:RACK-6:427,IMM-4287-B65-384,RACK-6,ZONE-2,75,1
ZONE-2:RACK-6:428,IMM-4288-B68-384,RACK-6,ZONE-2,124,1
ZONE-2:RACK-7:424,IMM-4289-B22-384,RACK-7,ZONE-2,129,1
ZONE-3:RACK-1:898,TOP-4290-B55-854,RACK-1,ZONE-3,130,1
ZONE-4:RACK-10:476,SUP-4291-B68-434,RACK-10,ZONE-4,180,1
ZONE-4:RACK-10:477,SUP-4292-B62-434,RACK-10,ZONE-4,177,1
ZONE-4:RACK-10:827,DEW-4293-B12-795,RACK-10,ZONE-4,170,1
ZONE-3:RACK-2:894,TOP-4294-B43-854,RACK-2,ZONE-3,179,1
ZONE-4:RACK-10:828,DEW-4295-B47-795,RACK-10,ZONE-4,183,1
ZONE-1:RACK-3:345,ANT-4296-B68-295,RACK-3,ZONE-1,93,1
ZONE-1:RACK-3:819,ANT-4297-B82-789,RACK-3,ZONE-1,184,1
ZONE-2:RACK-7:425,IMM-4298-B39-384,RACK-7,ZONE-2,195,1
ZONE-4:RACK-10:829,DEW-4299-B18-795,RACK-10,ZONE-4,60,1
ZONE-4:RACK-1:241,DIG-4300-B59-185,RACK-1,ZONE-4,145,1
ZONE-1:RACK-3:346,ANT-4301-B69-295,RACK-3,ZONE-1,169,1
ZONE-4:RACK-1:472,SUP-4302-B86-434,RACK-1,ZONE-4,143,1
ZONE-2:RACK-7:426,IMM-4303-B53-384,RACK-7,ZONE-2,66,1
ZONE-3:RACK-2:895,TOP-4304-B89-854,RACK-2,ZONE-3,129,1
ZONE-1:RACK-3:820,ANT-4305-B38-789,RACK-3,ZONE-1,150,1
ZONE-4:RACK-1:242,DIG-4306-B94-185,RACK-1,ZONE-4,62,1
ZONE-4:RACK-1:831,DEW-4307-B56-795,RACK-1,ZONE-4,84,1
ZONE-2:RACK-7:427,IMM-4308-B46-384,RACK-7,ZONE-2,72,1
ZONE-4:RACK-1:832,DEW-4309-B13-795,RACK-1,ZONE-4,189,1
ZONE-2:RACK-7:428,IMM-4310-B83-384,RACK-7,ZONE-2,197,1
ZONE-4:RACK-2:837,DEW-4311-B31-795,RACK-2,ZONE-4,166,1
ZONE-4:RACK-2:464,SUP-4312-B51-434,RACK-2,ZONE-4,52,1
ZONE-2:RACK-8:424,IMM-4313-B65-384,RACK-8,ZONE-2,76,1
ZONE-1:RACK-3:347,ANT-4314-B80-295,RACK-3,ZONE-1,121,1
ZONE-4:RACK-2:317,VIT-4315-B79-285,RACK-2,ZONE-4,162,1
ZONE-4:RACK-2:838,DEW-4316-B35-795,RACK-2,ZONE-4,94,1
ZONE-3:RACK-2:896,TOP-4317-B14-854,RACK-2,ZONE-3,143,1
ZONE-2:RACK-8:425,IMM-4318-B50-384,RACK-8,ZONE-2,92,1
ZONE-4:RACK-2:246,DIG-4319-B33-185,RACK-2,ZONE-4,97,1
ZONE-3:RACK-2:897,TOP-4320-B92-854,RACK-2,ZONE-3,194,1
ZONE-1:RACK-4:342,ANT-4321-B70-295,RACK-4,ZONE-1,190,1
ZONE-1:RACK-4:343,ANT-4322-B19-295,RACK-4,ZONE-1,115,1
ZONE-4:RACK-3:841,DEW-4323-B98-795,RACK-3,ZONE-4,198,1
ZONE-1:RACK-4:344,ANT-4324-B93-295,RACK-4,ZONE-1,55,1
ZONE-4:RACK-3:484,SUP-4325-B88-434,RACK-3,ZONE-4,146,1
ZONE-4:RACK-3:842,DEW-4326-B38-795,RACK-3,ZONE-4,63,1
ZONE-1:RACK-4:822,ANT-4327-B47-789,RACK-4,ZONE-1,76,1
ZONE-4:RACK-3:485,SUP-4328-B87-434,RACK-3,ZONE-4,120,1
ZONE-1:RACK-4:345,ANT-4329-B11-295,RACK-4,ZONE-1,163,1
ZONE-4:RACK-3:486,SUP-4330-B48-434,RACK-3,ZONE-4,196,1
ZONE-3:RACK-2:898,TOP-4331-B21-854,RACK-2,ZONE-3,166,1
