Event_ID,Transport_ID,Vehicle_Type,Route_Type,Status,Estimated_Transit_Days,Event_Type,Event_Date
TRN-02630,ZONE-2::RACK-10::384::GJ09X4010::Specialised,Specialised,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-02631,ZONE-1::RACK-1::789::GJ04X2061::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-02632,ZONE-4::RACK-9::795::GJ03X4858::General,General,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-02633,ZONE-2::RACK-10::384::GJ02X6383::Specialised,Specialised,InterState,Scheduled,7,Transport Scheduled,2025-07-03
TRN-02634,ZONE-3::RACK-7::854::GJ03X7424::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-02635,ZONE-4::RACK-9::795::GJ27X8741::General,General,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-02636,ZONE-4::RACK-9::795::GJ03X9079::General,General,InterState,Scheduled,15,Transport Scheduled,2025-07-03
TRN-02637,ZONE-2::RACK-10::384::GJ15X6806::Specialised,Specialised,InterState,Scheduled,7,Transport Scheduled,2025-07-03
TRN-02638,ZONE-1::RACK-1::295::GJ28X9659::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-02639,ZONE-1::RACK-2::295::GJ06X1549::Specialised,Specialised,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-02640,ZONE-4::RACK-9::285::GJ23X4559::General,General,InterState,Scheduled,11,Transport Scheduled,2025-07-03
TRN-02641,ZONE-4::RACK-9::285::GJ07X1011::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-02642,ZONE-3::RACK-8::854::GJ12X2891::Specialised,Specialised,InterState,Scheduled,11,Transport Scheduled,2025-07-03
TRN-02643,ZONE-2::RACK-1::384::GJ14X1705::Specialised,Specialised,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-02644,ZONE-4::RACK-10::434::GJ07X1921::General,General,InterState,Scheduled,9,Transport Scheduled,2025-07-03
TRN-02645,ZONE-3::RACK-8::854::GJ04X2021::Specialised,Specialised,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-02646,ZONE-3::RACK-8::854::GJ05X5064::Specialised,Specialised,InterState,Scheduled,15,Transport Scheduled,2025-07-03
TRN-02647,ZONE-4::RACK-10::434::GJ27X7409::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-02648,ZONE-4::RACK-10::795::GJ23X8925::General,General,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-02649,ZONE-1::RACK-2::789::GJ23X5793::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-02650,ZONE-4::RACK-10::185::GJ26X6532::General,General,InterState,Scheduled,15,Transport Scheduled,2025-07-03
TRN-02651,ZONE-4::RACK-1::795::GJ01X1085::General,General,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-02652,ZONE-4::RACK-1::185::GJ11X7822::General,General,InterState,Scheduled,5,Transport Scheduled,2025-07-03
TRN-02653,ZONE-4::RACK-1::185::GJ12X5063::General,General,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-02654,ZONE-1::RACK-2::789::GJ21X8382::Specialised,Specialised,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-02655,ZONE-1::RACK-2::295::GJ27X2754::Specialised,Specialised,InterState,Scheduled,9,Transport Scheduled,2025-07-03
TRN-02656,ZONE-4::RACK-1::795::GJ23X5465::General,General,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-02657,ZONE-4::RACK-1::434::GJ09X7005::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-02658,ZONE-4::RACK-2::285::GJ23X7398::General,General,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-02659,ZONE-2::RACK-1::384::GJ21X7971::Specialised,Specialised,InterState,Scheduled,15,Transport Scheduled,2025-07-03
TRN-02660,ZONE-4::RACK-2::434::GJ09X1112::General,General,InterState,Scheduled,7,Transport Scheduled,2025-07-03
TRN-02661,ZONE-4::RACK-2::434::GJ03X5014::General,General,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-02662,ZONE-2::RACK-2::384::GJ21X9440::Specialised,Specialised,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-02663,ZONE-4::RACK-2::285::GJ19X5713::General,General,InterState,Scheduled,5,Transport Scheduled,2025-07-03
TRN-02664,ZONE-4::RACK-2::285::GJ04X6241::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-02665,ZONE-1::RACK-3::789::GJ14X1053::Specialised,Specialised,InterState,Scheduled,7,Transport Scheduled,2025-07-03
TRN-02666,ZONE-4::RACK-3::434::GJ03X3136::General,General,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-02667,ZONE-3::RACK-8::854::GJ14X7289::Specialised,Specialised,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-02668,ZONE-2::RACK-2::384::GJ07X3009::Specialised,Specialised,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-02669,ZONE-1::RACK-3::789::GJ01X4053::Specialised,Specialised,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-02670,ZONE-1::RACK-3::295::GJ08X2709::Specialised,Specialised,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-02671,ZONE-1::RACK-3::789::GJ20X8820::Specialised,Specialised,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-02672,ZONE-4::RACK-3::434::GJ01X2097::General,General,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-02673,ZONE-2::RACK-2::384::GJ22X1394::Specialised,Specialised,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-02674,ZONE-4::RACK-3::285::GJ24X9408::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-02675,ZONE-2::RACK-2::384::GJ06X6051::Specialised,Specialised,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-02676,ZONE-1::RACK-4::789::GJ08X4506::Specialised,Specialised,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-02677,ZONE-4::RACK-3::434::GJ15X4430::General,General,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-02678,ZONE-1::RACK-4::295::GJ24X3685::Specialised,Specialised,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-02679,ZONE-4::RACK-3::795::GJ16X5496::General,General,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-02680,ZONE-3::RACK-9::854::GJ07X8970::Specialised,Specialised,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-02681,ZONE-4::RACK-4::285::GJ10X4612::General,General,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-02682,ZONE-4::RACK-4::795::GJ01X9269::General,General,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-02683,ZONE-4::RACK-4::285::GJ17X7384::General,General,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-02684,ZONE-2::RACK-2::384::GJ20X7043::Specialised,Specialised,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-02685,ZONE-4::RACK-4::185::GJ21X5017::General,General,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-02686,ZONE-1::RACK-4::295::GJ02X4245::Specialised,Specialised,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-02687,ZONE-4::RACK-4::285::GJ18X2499::General,General,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-02688,ZONE-4::RACK-5::795::GJ23X1698::General,General,InterState,Scheduled,7,Transport Scheduled,2025-07-03
TRN-02689,ZONE-1::RACK-4::295::GJ12X3425::Specialised,Specialised,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-02690,ZONE-4::RACK-5::185::GJ30X2371::General,General,InterState,Scheduled,15,Transport Scheduled,2025-07-03
TRN-02691,ZONE-1::RACK-4::295::GJ10X3256::Specialised,Specialised,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-02692,ZONE-2::RACK-3::384::GJ05X8172::Specialised,Specialised,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-02693,ZONE-2::RACK-3::384::GJ27X4558::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-02694,ZONE-4::RACK-5::434::GJ26X4353::General,General,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-02695,ZONE-3::RACK-9::854::GJ13X2230::Specialised,Specialised,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-02696,ZONE-1::RACK-5::789::GJ13X8172::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-02697,ZONE-1::RACK-5::295::GJ13X7840::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-02698,ZONE-4::RACK-5::185::GJ09X3787::General,General,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-02699,ZONE-2::RACK-3::384::GJ12X5328::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-02700,ZONE-1::RACK-5::295::GJ07X3648::Specialised,Specialised,InterState,Scheduled,9,Transport Scheduled,2025-07-03
TRN-02701,ZONE-4::RACK-5::434::GJ08X3513::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-02702,ZONE-1::RACK-5::789::GJ14X9412::Specialised,Specialised,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-02703,ZONE-4::RACK-6::434::GJ11X2202::General,General,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-02704,ZONE-4::RACK-6::434::GJ19X6467::General,General,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-02705,ZONE-4::RACK-6::185::GJ30X6985::General,General,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-02706,ZONE-1::RACK-5::295::GJ11X1934::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-02707,ZONE-1::RACK-6::295::GJ28X8907::Specialised,Specialised,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-02708,ZONE-1::RACK-6::295::GJ29X6793::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-02709,ZONE-4::RACK-6::285::GJ05X6194::General,General,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-02710,ZONE-4::RACK-6::185::GJ11X8049::General,General,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-02711,ZONE-1::RACK-6::789::GJ24X6673::Specialised,Specialised,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-02712,ZONE-4::RACK-7::434::GJ05X5328::General,General,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-02713,ZONE-4::RACK-7::795::GJ13X6948::General,General,InterState,Scheduled,11,Transport Scheduled,2025-07-03
TRN-02714,ZONE-2::RACK-3::384::GJ22X7532::Specialised,Specialised,InterState,Scheduled,15,Transport Scheduled,2025-07-03
TRN-02715,ZONE-4::RACK-7::285::GJ14X8855::General,General,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-02716,ZONE-1::RACK-6::295::GJ29X6133::Specialised,Specialised,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-02717,ZONE-2::RACK-3::384::GJ13X9573::Specialised,Specialised,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-02718,ZONE-2::RACK-4::384::GJ11X9382::Specialised,Specialised,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-02719,ZONE-4::RACK-7::795::GJ15X2258::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-02720,ZONE-4::RACK-7::185::GJ14X5369::General,General,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-02721,ZONE-2::RACK-4::384::GJ30X4177::Specialised,Specialised,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-02722,ZONE-4::RACK-8::185::GJ26X3703::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-02723,ZONE-2::RACK-4::384::GJ27X7102::Specialised,Specialised,InterState,Scheduled,7,Transport Scheduled,2025-07-03
TRN-02724,ZONE-4::RACK-8::185::GJ15X4384::General,General,InterState,Scheduled,11,Transport Scheduled,2025-07-03
TRN-02725,ZONE-1::RACK-6::789::GJ05X6015::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-02726,ZONE-4::RACK-8::185::GJ01X1573::General,General,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-02727,ZONE-1::RACK-7::295::GJ16X7961::Specialised,Specialised,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-02728,ZONE-1::RACK-7::789::GJ25X9719::Specialised,Specialised,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-02729,ZONE-1::RACK-7::789::GJ05X6667::Specialised,Specialised,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-02730,ZONE-4::RACK-8::285::GJ30X4471::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-02731,ZONE-4::RACK-8::185::GJ06X9871::General,General,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-02732,ZONE-1::RACK-7::789::GJ14X8889::Specialised,Specialised,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-02733,ZONE-1::RACK-7::295::GJ17X8304::Specialised,Specialised,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-02734,ZONE-4::RACK-9::285::GJ16X7539::General,General,InterState,Scheduled,9,Transport Scheduled,2025-07-03
TRN-02735,ZONE-4::RACK-9::185::GJ10X5561::General,General,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-02736,ZONE-4::RACK-9::285::GJ17X2836::General,General,InterState,Scheduled,15,Transport Scheduled,2025-07-03
TRN-02737,ZONE-4::RACK-9::185::GJ08X2500::General,General,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-02738,ZONE-4::RACK-9::185::GJ28X9107::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-02739,ZONE-4::RACK-10::185::GJ11X4850::General,General,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-02740,ZONE-4::RACK-10::285::GJ04X1613::General,General,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-02741,ZONE-1::RACK-8::295::GJ16X5358::Specialised,Specialised,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-02742,ZONE-3::RACK-9::854::GJ25X8456::Specialised,Specialised,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-02743,ZONE-1::RACK-8::789::GJ06X9142::Specialised,Specialised,InterState,Scheduled,9,Transport Scheduled,2025-07-03
TRN-02744,ZONE-1::RACK-8::789::GJ15X3465::Specialised,Specialised,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-02745,ZONE-1::RACK-8::789::GJ22X5898::Specialised,Specialised,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-02746,ZONE-4::RACK-10::795::GJ18X6865::General,General,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-02747,ZONE-4::RACK-10::795::GJ03X4067::General,General,InterState,Scheduled,5,Transport Scheduled,2025-07-03
TRN-02748,ZONE-1::RACK-8::295::GJ29X3199::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-02749,ZONE-1::RACK-9::295::GJ12X1758::Specialised,Specialised,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-02750,ZONE-4::RACK-1::285::GJ27X4732::General,General,InterState,Scheduled,9,Transport Scheduled,2025-07-03
TRN-02751,ZONE-1::RACK-9::789::GJ27X1769::Specialised,Specialised,InterState,Scheduled,11,Transport Scheduled,2025-07-03
TRN-02752,ZONE-4::RACK-1::434::GJ24X6532::General,General,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-02753,ZONE-2::RACK-5::384::GJ05X2776::Specialised,Specialised,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-02754,ZONE-1::RACK-9::295::GJ21X4763::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-02755,ZONE-4::RACK-1::185::GJ24X6892::General,General,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-02756,ZONE-1::RACK-9::295::GJ10X5398::Specialised,Specialised,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-02757,ZONE-4::RACK-1::795::GJ19X5382::General,General,InterState,Scheduled,15,Transport Scheduled,2025-07-03
TRN-02758,ZONE-4::RACK-1::185::GJ18X9809::General,General,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-02759,ZONE-1::RACK-9::295::GJ06X1200::Specialised,Specialised,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-02760,ZONE-3::RACK-9::854::GJ13X1303::Specialised,Specialised,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-02761,ZONE-4::RACK-2::434::GJ28X6836::General,General,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-02762,ZONE-4::RACK-2::185::GJ10X5068::General,General,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-02763,ZONE-4::RACK-2::434::GJ10X2304::General,General,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-02764,ZONE-4::RACK-2::185::GJ14X5845::General,General,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-02765,ZONE-1::RACK-10::295::GJ17X3593::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-02766,ZONE-4::RACK-2::185::GJ15X5149::General,General,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-02767,ZONE-1::RACK-10::789::GJ08X8689::Specialised,Specialised,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-02768,ZONE-3::RACK-10::854::GJ11X9180::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-02769,ZONE-4::RACK-3::434::GJ30X3926::General,General,InterState,Scheduled,15,Transport Scheduled,2025-07-03
TRN-02770,ZONE-4::RACK-3::434::GJ08X1229::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-02771,ZONE-3::RACK-10::854::GJ24X1949::Specialised,Specialised,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-02772,ZONE-4::RACK-4::185::GJ28X7060::General,General,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-02773,ZONE-1::RACK-10::789::GJ15X1880::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-02774,ZONE-3::RACK-10::854::GJ04X2060::Specialised,Specialised,InterState,Scheduled,11,Transport Scheduled,2025-07-03
TRN-02775,ZONE-2::RACK-5::384::GJ11X5333::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-02776,ZONE-4::RACK-4::434::GJ30X2401::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-02777,ZONE-1::RACK-10::789::GJ12X6087::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-02778,ZONE-4::RACK-4::434::GJ11X5102::General,General,InterState,Scheduled,5,Transport Scheduled,2025-07-03
TRN-02779,ZONE-2::RACK-5::384::GJ04X5804::Specialised,Specialised,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-02780,ZONE-4::RACK-4::285::GJ28X7704::General,General,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-02781,ZONE-3::RACK-10::854::GJ14X3279::Specialised,Specialised,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-02782,ZONE-4::RACK-5::285::GJ06X8468::General,General,InterState,Scheduled,15,Transport Scheduled,2025-07-03
TRN-02783,ZONE-4::RACK-5::795::GJ23X1668::General,General,InterState,Scheduled,5,Transport Scheduled,2025-07-03
TRN-02784,ZONE-4::RACK-5::185::GJ30X9209::General,General,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-02785,ZONE-1::RACK-1::789::GJ15X3297::Specialised,Specialised,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-02786,ZONE-3::RACK-1::854::GJ26X5488::Specialised,Specialised,InterState,Scheduled,11,Transport Scheduled,2025-07-03
TRN-02787,ZONE-2::RACK-5::384::GJ17X1851::Specialised,Specialised,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-02788,ZONE-4::RACK-5::795::GJ18X7432::General,General,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-02789,ZONE-4::RACK-5::434::GJ15X2791::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-02790,ZONE-4::RACK-6::434::GJ27X3027::General,General,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-02791,ZONE-2::RACK-6::384::GJ22X4867::Specialised,Specialised,InterState,Scheduled,11,Transport Scheduled,2025-07-03
TRN-02792,ZONE-2::RACK-6::384::GJ10X3428::Specialised,Specialised,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-02793,ZONE-1::RACK-1::789::GJ06X2813::Specialised,Specialised,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-02794,ZONE-4::RACK-6::185::GJ23X1598::General,General,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-02795,ZONE-1::RACK-1::295::GJ30X6638::Specialised,Specialised,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-02796,ZONE-1::RACK-1::789::GJ23X2866::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-02797,ZONE-1::RACK-1::789::GJ25X3449::Specialised,Specialised,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-02798,ZONE-4::RACK-6::795::GJ27X4504::General,General,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-02799,ZONE-4::RACK-6::434::GJ27X3348::General,General,InterState,Scheduled,9,Transport Scheduled,2025-07-03
TRN-02800,ZONE-4::RACK-6::185::GJ24X8239::General,General,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-02801,ZONE-4::RACK-7::285::GJ07X6453::General,General,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-02802,ZONE-4::RACK-7::185::GJ30X8944::General,General,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-02803,ZONE-4::RACK-7::285::GJ06X5907::General,General,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-02804,ZONE-4::RACK-7::185::GJ25X9157::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-02805,ZONE-2::RACK-6::384::GJ27X9811::Specialised,Specialised,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-02806,ZONE-4::RACK-7::795::GJ29X9603::General,General,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-02807,ZONE-1::RACK-2::295::GJ17X4217::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-02808,ZONE-4::RACK-8::434::GJ09X4010::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-02809,ZONE-1::RACK-2::295::GJ04X2061::Specialised,Specialised,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-02810,ZONE-1::RACK-2::789::GJ15X4723::Specialised,Specialised,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-02811,ZONE-1::RACK-2::295::GJ03X4858::Specialised,Specialised,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-02812,ZONE-4::RACK-8::434::GJ03X7424::General,General,InterState,Scheduled,9,Transport Scheduled,2025-07-03
TRN-02813,ZONE-4::RACK-8::795::GJ18X3994::General,General,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-02814,ZONE-4::RACK-8::434::GJ23X8514::General,General,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-02815,ZONE-4::RACK-9::185::GJ27X8741::General,General,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-02816,ZONE-4::RACK-9::434::GJ03X9079::General,General,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-02817,ZONE-4::RACK-9::795::GJ15X6806::General,General,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-02818,ZONE-3::RACK-1::854::GJ28X9659::Specialised,Specialised,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-02819,ZONE-4::RACK-9::795::GJ06X1549::General,General,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-02820,ZONE-1::RACK-2::295::GJ07X1011::Specialised,Specialised,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-02821,ZONE-4::RACK-9::285::GJ11X9080::General,General,InterState,Scheduled,5,Transport Scheduled,2025-07-03
TRN-02822,ZONE-2::RACK-6::384::GJ12X2891::Specialised,Specialised,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-02823,ZONE-2::RACK-6::384::GJ14X1705::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-02824,ZONE-2::RACK-7::384::GJ07X1921::Specialised,Specialised,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-02825,ZONE-3::RACK-1::854::GJ04X2021::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-02826,ZONE-4::RACK-10::434::GJ05X5064::General,General,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-02827,ZONE-3::RACK-2::854::GJ01X2039::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-02828,ZONE-4::RACK-10::795::GJ23X5793::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-02829,ZONE-1::RACK-3::295::GJ26X6532::Specialised,Specialised,InterState,Scheduled,5,Transport Scheduled,2025-07-03
TRN-02830,ZONE-1::RACK-3::789::GJ28X5690::Specialised,Specialised,InterState,Scheduled,15,Transport Scheduled,2025-07-03
TRN-02831,ZONE-2::RACK-7::384::GJ01X1085::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-02832,ZONE-4::RACK-10::795::GJ11X7822::General,General,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-02833,ZONE-1::RACK-3::295::GJ23X5185::Specialised,Specialised,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-02834,ZONE-4::RACK-1::434::GJ21X8382::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-02835,ZONE-3::RACK-2::854::GJ23X5465::Specialised,Specialised,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-02836,ZONE-1::RACK-3::789::GJ09X7005::Specialised,Specialised,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-02837,ZONE-4::RACK-1::185::GJ23X7398::General,General,InterState,Scheduled,5,Transport Scheduled,2025-07-03
TRN-02838,ZONE-4::RACK-1::795::GJ21X7971::General,General,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-02839,ZONE-2::RACK-7::384::GJ30X6044::Specialised,Specialised,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-02840,ZONE-4::RACK-1::795::GJ09X1112::General,General,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-02841,ZONE-2::RACK-7::384::GJ03X5014::Specialised,Specialised,InterState,Scheduled,5,Transport Scheduled,2025-07-03
