Event_ID,Assignment_ID,Dispatch_Date,Vehicle_ID,Delivery_Status,Is_Damaged,Delay_Reason,Event_Type,Event_Date
DSP-03602,ZONE-3::RACK-8::854::GJ19X2606,2025-07-05 00:00:00,GJ19X2606,Delivered,0,,Delivered,2025-07-05
DSP-03603,ZONE-2::RACK-5::384::GJ08X1309,2025-07-07 00:00:00,GJ08X1309,Delayed,0,Operator Error,Delayed,2025-07-07
DSP-03604,ZONE-2::RACK-6::384::GJ08X1309,2025-07-06 00:00:00,GJ08X1309,Delayed,1,Logistics,Delayed,2025-07-06
DSP-03605,ZONE-1::RACK-9::789::GJ30X1043,2025-07-06 00:00:00,GJ30X1043,In Transit,0,,In Transit,2025-07-06
DSP-03606,ZONE-3::RACK-8::854::GJ19X2606,2025-07-06 00:00:00,GJ19X2606,Failed,0,,Failed,2025-07-06
DSP-03607,ZONE-2::RACK-6::384::GJ08X1309,2025-07-07 00:00:00,GJ08X1309,Delivered,0,,Delivered,2025-07-07
DSP-03608,ZONE-1::RACK-9::789::GJ30X1043,2025-07-08 00:00:00,GJ30X1043,In Transit,0,,In Transit,2025-07-08
DSP-03609,ZONE-3::RACK-8::185::GJ30X1043,2025-07-07 00:00:00,GJ30X1043,Delayed,1,Depot Overflow,Delayed,2025-07-07
DSP-03610,ZONE-3::RACK-9::434::GJ09X6178,2025-07-08 00:00:00,GJ09X6178,Failed,0,,Failed,2025-07-08
DSP-03611,ZONE-3::RACK-9::854::GJ19X2606,2025-07-04 00:00:00,GJ19X2606,Failed,1,,Failed,2025-07-04
DSP-03612,ZONE-3::RACK-9::434::GJ09X6178,2025-07-05 00:00:00,GJ09X6178,Delayed,1,Operator Error,Delayed,2025-07-05
DSP-03613,ZONE-3::RACK-9::795::GJ22X4240,2025-07-07 00:00:00,GJ22X4240,In Transit,0,,In Transit,2025-07-07
DSP-03614,ZONE-2::RACK-6::384::GJ08X1309,2025-07-08 00:00:00,GJ08X1309,Delayed,1,Depot Overflow,Delayed,2025-07-08
DSP-03615,ZONE-3::RACK-9::795::GJ22X4240,2025-07-05 00:00:00,GJ22X4240,In Transit,0,,In Transit,2025-07-05
DSP-03616,ZONE-3::RACK-10::854::GJ19X2606,2025-07-07 00:00:00,GJ19X2606,Failed,1,,Failed,2025-07-07
DSP-03617,ZONE-3::RACK-10::854::GJ19X2606,2025-07-08 00:00:00,GJ19X2606,In Transit,0,,In Transit,2025-07-08
DSP-03618,ZONE-3::RACK-10::434::GJ09X6178,2025-07-03 00:00:00,GJ09X6178,Delayed,1,Depot Overflow,Delayed,2025-07-03
DSP-03619,ZONE-3::RACK-10::185::GJ30X1043,2025-07-08 00:00:00,GJ30X1043,Delayed,0,Depot Overflow,Delayed,2025-07-08
DSP-03620,ZONE-3::RACK-10::185::GJ30X1043,2025-07-05 00:00:00,GJ30X1043,In Transit,0,,In Transit,2025-07-05
DSP-03621,ZONE-2::RACK-6::384::GJ08X1309,2025-07-06 00:00:00,GJ08X1309,Delivered,0,,Delivered,2025-07-06
DSP-03622,ZONE-1::RACK-9::295::GJ18X8961,2025-07-05 00:00:00,GJ18X8961,Delayed,0,Traffic,Delayed,2025-07-05
DSP-03623,ZONE-3::RACK-1::285::GJ24X1586,2025-07-08 00:00:00,GJ24X1586,Delayed,1,Weather,Delayed,2025-07-08
DSP-03624,ZONE-3::RACK-1::185::GJ30X1043,2025-07-09 00:00:00,GJ30X1043,Failed,0,,Failed,2025-07-09
DSP-03625,ZONE-3::RACK-1::185::GJ30X1043,2025-07-06 00:00:00,GJ30X1043,In Transit,0,,In Transit,2025-07-06
DSP-03626,ZONE-3::RACK-1::795::GJ22X4240,2025-07-03 00:00:00,GJ22X4240,Delivered,0,,Delivered,2025-07-03
DSP-03627,ZONE-3::RACK-1::795::GJ22X4240,2025-07-06 00:00:00,GJ22X4240,Failed,0,,Failed,2025-07-06
DSP-03628,ZONE-3::RACK-2::434::GJ09X6178,2025-07-03 00:00:00,GJ09X6178,In Transit,0,,In Transit,2025-07-03
DSP-03629,ZONE-1::RACK-9::789::GJ30X1043,2025-07-09 00:00:00,GJ30X1043,Delivered,0,,Delivered,2025-07-09
DSP-03630,ZONE-1::RACK-10::295::GJ18X8961,2025-07-07 00:00:00,GJ18X8961,In Transit,0,,In Transit,2025-07-07
DSP-03631,ZONE-1::RACK-10::295::GJ18X8961,2025-07-07 00:00:00,GJ18X8961,In Transit,0,,In Transit,2025-07-07
DSP-03632,ZONE-2::RACK-6::384::GJ08X1309,2025-07-06 00:00:00,GJ08X1309,Delayed,0,Operator Error,Delayed,2025-07-06
DSP-03633,ZONE-3::RACK-2::185::GJ30X1043,2025-07-04 00:00:00,GJ30X1043,In Transit,0,,In Transit,2025-07-04
DSP-03634,ZONE-3::RACK-2::795::GJ22X4240,2025-07-03 00:00:00,GJ22X4240,Delivered,0,,Delivered,2025-07-03
DSP-03635,ZONE-1::RACK-10::295::GJ18X8961,2025-07-09 00:00:00,GJ18X8961,Failed,0,,Failed,2025-07-09
DSP-03636,ZONE-1::RACK-10::295::GJ18X8961,2025-07-03 00:00:00,GJ18X8961,Delivered,0,,Delivered,2025-07-03
DSP-03637,ZONE-3::RACK-2::185::GJ30X1043,2025-07-05 00:00:00,GJ30X1043,Delayed,0,Weather,Delayed,2025-07-05
DSP-03638,ZONE-3::RACK-2::285::GJ24X1586,2025-07-07 00:00:00,GJ24X1586,In Transit,0,,In Transit,2025-07-07
DSP-03639,ZONE-3::RACK-3::285::GJ24X1586,2025-07-03 00:00:00,GJ24X1586,Delivered,0,,Delivered,2025-07-03
DSP-03640,ZONE-3::RACK-3::434::GJ09X6178,2025-07-05 00:00:00,GJ09X6178,Delivered,0,,Delivered,2025-07-05
DSP-03641,ZONE-3::RACK-3::434::GJ09X6178,2025-07-06 00:00:00,GJ09X6178,Delivered,0,,Delivered,2025-07-06
DSP-03642,ZONE-3::RACK-3::795::GJ22X4240,2025-07-07 00:00:00,GJ22X4240,Failed,1,,Failed,2025-07-07
DSP-03643,ZONE-3::RACK-3::434::GJ09X6178,2025-07-06 00:00:00,GJ09X6178,Delayed,0,Depot Overflow,Delayed,2025-07-06
DSP-03644,ZONE-2::RACK-7::384::GJ08X1309,2025-07-08 00:00:00,GJ08X1309,Delivered,0,,Delivered,2025-07-08
DSP-03645,ZONE-1::RACK-10::295::GJ18X8961,2025-07-06 00:00:00,GJ18X8961,Delayed,0,Weather,Delayed,2025-07-06
DSP-03646,ZONE-3::RACK-4::795::GJ22X4240,2025-07-07 00:00:00,GJ22X4240,Delivered,0,,Delivered,2025-07-07
DSP-03647,ZONE-1::RACK-1::789::GJ30X1043,2025-07-04 00:00:00,GJ30X1043,In Transit,0,,In Transit,2025-07-04
DSP-03648,ZONE-2::RACK-7::384::GJ08X1309,2025-07-05 00:00:00,GJ08X1309,Failed,1,,Failed,2025-07-05
DSP-03649,ZONE-3::RACK-4::795::GJ22X4240,2025-07-04 00:00:00,GJ22X4240,Delayed,0,Operator Error,Delayed,2025-07-04
DSP-03650,ZONE-1::RACK-1::789::GJ30X1043,2025-07-04 00:00:00,GJ30X1043,Delayed,0,Operator Error,Delayed,2025-07-04
DSP-03651,ZONE-3::RACK-4::434::GJ09X6178,2025-07-08 00:00:00,GJ09X6178,In Transit,0,,In Transit,2025-07-08
DSP-03652,ZONE-1::RACK-1::789::GJ30X1043,2025-07-03 00:00:00,GJ30X1043,Delayed,0,Operator Error,Delayed,2025-07-03
DSP-03653,ZONE-3::RACK-4::185::GJ30X1043,2025-07-06 00:00:00,GJ30X1043,Failed,0,,Failed,2025-07-06
DSP-03654,ZONE-3::RACK-4::434::GJ09X6178,2025-07-06 00:00:00,GJ09X6178,Delayed,1,Traffic,Delayed,2025-07-06
DSP-03655,ZONE-3::RACK-5::285::GJ24X1586,2025-07-08 00:00:00,GJ24X1586,Failed,0,,Failed,2025-07-08
DSP-03656,ZONE-3::RACK-5::185::GJ30X1043,2025-07-06 00:00:00,GJ30X1043,Failed,0,,Failed,2025-07-06
DSP-03657,ZONE-3::RACK-5::185::GJ30X1043,2025-07-05 00:00:00,GJ30X1043,Delayed,0,Depot Overflow,Delayed,2025-07-05
DSP-03658,ZONE-3::RACK-5::185::GJ30X1043,2025-07-05 00:00:00,GJ30X1043,Delayed,1,Operator Error,Delayed,2025-07-05
DSP-03659,ZONE-3::RACK-5::854::GJ19X2606,2025-07-06 00:00:00,GJ19X2606,Delayed,1,Traffic,Delayed,2025-07-06
DSP-03660,ZONE-3::RACK-6::854::GJ19X2606,2025-07-05 00:00:00,GJ19X2606,In Transit,0,,In Transit,2025-07-05
DSP-03661,ZONE-1::RACK-1::789::GJ30X1043,2025-07-08 00:00:00,GJ30X1043,Failed,0,,Failed,2025-07-08
DSP-03662,ZONE-3::RACK-6::434::GJ09X6178,2025-07-03 00:00:00,GJ09X6178,Delivered,0,,Delivered,2025-07-03
DSP-03663,ZONE-2::RACK-7::384::GJ08X1309,2025-07-07 00:00:00,GJ08X1309,Delivered,0,,Delivered,2025-07-07
DSP-03664,ZONE-3::RACK-6::285::GJ24X1586,2025-07-08 00:00:00,GJ24X1586,Failed,0,,Failed,2025-07-08
DSP-03665,ZONE-3::RACK-6::795::GJ22X4240,2025-07-05 00:00:00,GJ22X4240,Delayed,0,Operator Error,Delayed,2025-07-05
DSP-03666,ZONE-3::RACK-6::185::GJ30X1043,2025-07-04 00:00:00,GJ30X1043,Failed,1,,Failed,2025-07-04
DSP-03667,ZONE-2::RACK-7::384::GJ08X1309,2025-07-03 00:00:00,GJ08X1309,In Transit,0,,In Transit,2025-07-03
DSP-03668,ZONE-1::RACK-1::789::GJ30X1043,2025-07-05 00:00:00,GJ30X1043,Failed,0,,Failed,2025-07-05
DSP-03669,ZONE-3::RACK-7::285::GJ24X1586,2025-07-07 00:00:00,GJ24X1586,In Transit,0,,In Transit,2025-07-07
DSP-03670,ZONE-3::RACK-7::434::GJ09X6178,2025-07-05 00:00:00,GJ09X6178,Delayed,0,Traffic,Delayed,2025-07-05
DSP-03671,ZONE-3::RACK-7::434::GJ09X6178,2025-07-05 00:00:00,GJ09X6178,Failed,1,,Failed,2025-07-05
DSP-03672,ZONE-3::RACK-7::795::GJ22X4240,2025-07-06 00:00:00,GJ22X4240,Delivered,0,,Delivered,2025-07-06
DSP-03673,ZONE-1::RACK-2::789::GJ30X1043,2025-07-08 00:00:00,GJ30X1043,In Transit,0,,In Transit,2025-07-08
DSP-03674,ZONE-3::RACK-7::434::GJ09X6178,2025-07-04 00:00:00,GJ09X6178,Failed,0,,Failed,2025-07-04
DSP-03675,ZONE-3::RACK-8::185::GJ30X1043,2025-07-04 00:00:00,GJ30X1043,Failed,0,,Failed,2025-07-04
DSP-03676,ZONE-3::RACK-8::854::GJ19X2606,2025-07-04 00:00:00,GJ19X2606,Delayed,1,Traffic,Delayed,2025-07-04
DSP-03677,ZONE-1::RACK-2::789::GJ30X1043,2025-07-09 00:00:00,GJ30X1043,Failed,1,,Failed,2025-07-09
DSP-03678,ZONE-2::RACK-7::384::GJ08X1309,2025-07-06 00:00:00,GJ08X1309,Delivered,0,,Delivered,2025-07-06
DSP-03679,ZONE-2::RACK-8::384::GJ08X1309,2025-07-06 00:00:00,GJ08X1309,In Transit,0,,In Transit,2025-07-06
DSP-03680,ZONE-1::RACK-2::789::GJ30X1043,2025-07-07 00:00:00,GJ30X1043,Delayed,0,Operator Error,Delayed,2025-07-07
DSP-03681,ZONE-3::RACK-8::434::GJ09X6178,2025-07-07 00:00:00,GJ09X6178,Delayed,0,Operator Error,Delayed,2025-07-07
DSP-03682,ZONE-3::RACK-8::854::GJ19X2606,2025-07-06 00:00:00,GJ19X2606,Delayed,1,Traffic,Delayed,2025-07-06
DSP-03683,ZONE-1::RACK-2::295::GJ18X8961,2025-07-03 00:00:00,GJ18X8961,In Transit,0,,In Transit,2025-07-03
DSP-03684,ZONE-3::RACK-8::434::GJ09X6178,2025-07-09 00:00:00,GJ09X6178,Delayed,0,Depot Overflow,Delayed,2025-07-09
DSP-03685,ZONE-3::RACK-9::854::GJ19X2606,2025-07-04 00:00:00,GJ19X2606,In Transit,0,,In Transit,2025-07-04
DSP-03686,ZONE-1::RACK-2::789::GJ30X1043,2025-07-03 00:00:00,GJ30X1043,Delayed,0,Depot Overflow,Delayed,2025-07-03
DSP-03687,ZONE-3::RACK-9::285::GJ24X1586,2025-07-05 00:00:00,GJ24X1586,Delayed,0,Traffic,Delayed,2025-07-05
DSP-03688,ZONE-3::RACK-9::854::GJ19X2606,2025-07-05 00:00:00,GJ19X2606,Delayed,1,Operator Error,Delayed,2025-07-05
DSP-03689,ZONE-1::RACK-3::295::GJ18X8961,2025-07-04 00:00:00,GJ18X8961,Delayed,0,Weather,Delayed,2025-07-04
DSP-03690,ZONE-3::RACK-9::854::GJ19X2606,2025-07-05 00:00:00,GJ19X2606,Delayed,1,Logistics,Delayed,2025-07-05
DSP-03691,ZONE-1::RACK-3::295::GJ18X8961,2025-07-05 00:00:00,GJ18X8961,In Transit,0,,In Transit,2025-07-05
DSP-03692,ZONE-3::RACK-9::795::GJ22X4240,2025-07-05 00:00:00,GJ22X4240,In Transit,0,,In Transit,2025-07-05
DSP-03693,ZONE-1::RACK-3::789::GJ30X1043,2025-07-06 00:00:00,GJ30X1043,Delivered,0,,Delivered,2025-07-06
DSP-03694,ZONE-3::RACK-10::285::GJ24X1586,2025-07-07 00:00:00,GJ24X1586,Delivered,0,,Delivered,2025-07-07
DSP-03695,ZONE-3::RACK-10::434::GJ09X6178,2025-07-08 00:00:00,GJ09X6178,Failed,0,,Failed,2025-07-08
DSP-03696,ZONE-2::RACK-8::384::GJ08X1309,2025-07-07 00:00:00,GJ08X1309,Failed,1,,Failed,2025-07-07
DSP-03697,ZONE-3::RACK-10::185::GJ30X1043,2025-07-08 00:00:00,GJ30X1043,In Transit,0,,In Transit,2025-07-08
DSP-03698,ZONE-3::RACK-10::854::GJ19X2606,2025-07-05 00:00:00,GJ19X2606,Delayed,1,Weather,Delayed,2025-07-05
DSP-03699,ZONE-3::RACK-10::795::GJ22X4240,2025-07-09 00:00:00,GJ22X4240,Delayed,0,Weather,Delayed,2025-07-09
DSP-03700,ZONE-3::RACK-1::854::GJ19X2606,2025-07-07 00:00:00,GJ19X2606,Delayed,0,Logistics,Delayed,2025-07-07
DSP-03701,ZONE-3::RACK-1::434::GJ09X6178,2025-07-04 00:00:00,GJ09X6178,In Transit,0,,In Transit,2025-07-04
DSP-03702,ZONE-1::RACK-3::789::GJ30X1043,2025-07-05 00:00:00,GJ30X1043,In Transit,0,,In Transit,2025-07-05
DSP-03703,ZONE-3::RACK-1::185::GJ30X1043,2025-07-05 00:00:00,GJ30X1043,Delayed,0,Operator Error,Delayed,2025-07-05
DSP-03704,ZONE-3::RACK-1::185::GJ30X1043,2025-07-03 00:00:00,GJ30X1043,Delivered,0,,Delivered,2025-07-03
DSP-03705,ZONE-3::RACK-1::795::GJ22X4240,2025-07-06 00:00:00,GJ22X4240,Delayed,1,Operator Error,Delayed,2025-07-06
DSP-03706,ZONE-3::RACK-2::434::GJ09X6178,2025-07-04 00:00:00,GJ09X6178,Failed,0,,Failed,2025-07-04
DSP-03707,ZONE-1::RACK-3::789::GJ30X1043,2025-07-06 00:00:00,GJ30X1043,In Transit,0,,In Transit,2025-07-06
DSP-03708,ZONE-3::RACK-2::795::GJ22X4240,2025-07-04 00:00:00,GJ22X4240,Delivered,0,,Delivered,2025-07-04
DSP-03709,ZONE-3::RACK-2::185::GJ30X1043,2025-07-06 00:00:00,GJ30X1043,Delivered,0,,Delivered,2025-07-06
DSP-03710,ZONE-2::RACK-8::384::GJ08X1309,2025-07-09 00:00:00,GJ08X1309,Delayed,0,Depot Overflow,Delayed,2025-07-09
DSP-03711,ZONE-1::RACK-4::789::GJ30X1043,2025-07-05 00:00:00,GJ30X1043,Failed,0,,Failed,2025-07-05
DSP-03712,ZONE-1::RACK-4::295::GJ18X8961,2025-07-07 00:00:00,GJ18X8961,Delayed,0,Weather,Delayed,2025-07-07
DSP-03713,ZONE-3::RACK-2::795::GJ22X4240,2025-07-03 00:00:00,GJ22X4240,In Transit,0,,In Transit,2025-07-03
DSP-03714,ZONE-3::RACK-2::854::GJ19X2606,2025-07-04 00:00:00,GJ19X2606,Failed,1,,Failed,2025-07-04
DSP-03715,ZONE-1::RACK-4::789::GJ30X1043,2025-07-03 00:00:00,GJ30X1043,Delivered,0,,Delivered,2025-07-03
DSP-03716,ZONE-3::RACK-3::795::GJ22X4240,2025-07-07 00:00:00,GJ22X4240,Delivered,0,,Delivered,2025-07-07
DSP-03717,ZONE-3::RACK-3::434::GJ09X6178,2025-07-08 00:00:00,GJ09X6178,Delayed,1,Logistics,Delayed,2025-07-08
DSP-03718,ZONE-3::RACK-3::854::GJ19X2606,2025-07-05 00:00:00,GJ19X2606,Delayed,0,Weather,Delayed,2025-07-05
DSP-03719,ZONE-3::RACK-3::795::GJ22X4240,2025-07-03 00:00:00,GJ22X4240,Failed,0,,Failed,2025-07-03
DSP-03720,ZONE-3::RACK-3::285::GJ24X1586,2025-07-04 00:00:00,GJ24X1586,In Transit,0,,In Transit,2025-07-04
DSP-03721,ZONE-3::RACK-4::185::GJ30X1043,2025-07-03 00:00:00,GJ30X1043,In Transit,0,,In Transit,2025-07-03
DSP-03722,ZONE-3::RACK-4::285::GJ24X1586,2025-07-08 00:00:00,GJ24X1586,Delivered,0,,Delivered,2025-07-08
DSP-03723,ZONE-1::RACK-4::295::GJ18X8961,2025-07-04 00:00:00,GJ18X8961,Delivered,0,,Delivered,2025-07-04
DSP-03724,ZONE-2::RACK-8::384::GJ08X1309,2025-07-07 00:00:00,GJ08X1309,Delivered,0,,Delivered,2025-07-07
DSP-03725,ZONE-1::RACK-4::789::GJ30X1043,2025-07-07 00:00:00,GJ30X1043,Failed,1,,Failed,2025-07-07
DSP-03726,ZONE-3::RACK-4::854::GJ19X2606,2025-07-10 00:00:00,GJ19X2606,In Transit,0,,In Transit,2025-07-10
DSP-03727,ZONE-3::RACK-4::854::GJ19X2606,2025-07-04 00:00:00,GJ19X2606,Failed,1,,Failed,2025-07-04
DSP-03728,ZONE-1::RACK-5::789::GJ30X1043,2025-07-07 00:00:00,GJ30X1043,Delayed,0,Depot Overflow,Delayed,2025-07-07
DSP-03729,ZONE-2::RACK-8::384::GJ08X1309,2025-07-06 00:00:00,GJ08X1309,In Transit,0,,In Transit,2025-07-06
DSP-03730,ZONE-2::RACK-9::384::GJ08X1309,2025-07-05 00:00:00,GJ08X1309,Failed,0,,Failed,2025-07-05
DSP-03731,ZONE-1::RACK-5::295::GJ18X8961,2025-07-07 00:00:00,GJ18X8961,Delayed,0,Logistics,Delayed,2025-07-07
DSP-03732,ZONE-3::RACK-4::285::GJ24X1586,2025-07-06 00:00:00,GJ24X1586,In Transit,0,,In Transit,2025-07-06
DSP-03733,ZONE-3::RACK-5::285::GJ24X1586,2025-07-03 00:00:00,GJ24X1586,Delivered,0,,Delivered,2025-07-03
DSP-03734,ZONE-3::RACK-5::285::GJ24X1586,2025-07-05 00:00:00,GJ24X1586,Delivered,0,,Delivered,2025-07-05
DSP-03735,ZONE-1::RACK-5::295::GJ18X8961,2025-07-03 00:00:00,GJ18X8961,In Transit,0,,In Transit,2025-07-03
DSP-03736,ZONE-3::RACK-5::185::GJ30X1043,2025-07-07 00:00:00,GJ30X1043,Delayed,0,Depot Overflow,Delayed,2025-07-07
DSP-03737,ZONE-1::RACK-5::789::GJ30X1043,2025-07-06 00:00:00,GJ30X1043,Delayed,1,Weather,Delayed,2025-07-06
DSP-03738,ZONE-1::RACK-5::295::GJ18X8961,2025-07-06 00:00:00,GJ18X8961,Delivered,0,,Delivered,2025-07-06
DSP-03739,ZONE-3::RACK-5::795::GJ22X4240,2025-07-04 00:00:00,GJ22X4240,Delivered,0,,Delivered,2025-07-04
DSP-03740,ZONE-1::RACK-6::789::GJ30X1043,2025-07-05 00:00:00,GJ30X1043,Delivered,0,,Delivered,2025-07-05
DSP-03741,ZONE-2::RACK-9::384::GJ08X1309,2025-07-06 00:00:00,GJ08X1309,Delivered,0,,Delivered,2025-07-06
DSP-03742,ZONE-3::RACK-5::854::GJ19X2606,2025-07-05 00:00:00,GJ19X2606,In Transit,0,,In Transit,2025-07-05
DSP-03743,ZONE-3::RACK-6::285::GJ24X1586,2025-07-07 00:00:00,GJ24X1586,Delivered,0,,Delivered,2025-07-07
DSP-03744,ZONE-3::RACK-6::434::GJ09X6178,2025-07-09 00:00:00,GJ09X6178,Delayed,0,Depot Overflow,Delayed,2025-07-09
DSP-03745,ZONE-1::RACK-6::295::GJ18X8961,2025-07-05 00:00:00,GJ18X8961,Delayed,1,Operator Error,Delayed,2025-07-05
DSP-03746,ZONE-3::RACK-6::185::GJ30X1043,2025-07-07 00:00:00,GJ30X1043,Delayed,0,Operator Error,Delayed,2025-07-07
DSP-03747,ZONE-3::RACK-6::285::GJ24X1586,2025-07-08 00:00:00,GJ24X1586,Failed,1,,Failed,2025-07-08
DSP-03748,ZONE-1::RACK-6::789::GJ30X1043,2025-07-05 00:00:00,GJ30X1043,In Transit,0,,In Transit,2025-07-05
DSP-03749,ZONE-1::RACK-6::295::GJ18X8961,2025-07-05 00:00:00,GJ18X8961,Delayed,0,Logistics,Delayed,2025-07-05
DSP-03750,ZONE-3::RACK-6::434::GJ09X6178,2025-07-07 00:00:00,GJ09X6178,Failed,1,,Failed,2025-07-07
DSP-03751,ZONE-3::RACK-7::434::GJ09X6178,2025-07-07 00:00:00,GJ09X6178,Delayed,0,Operator Error,Delayed,2025-07-07
DSP-03752,ZONE-1::RACK-6::295::GJ18X8961,2025-07-09 00:00:00,GJ18X8961,Failed,0,,Failed,2025-07-09
DSP-03753,ZONE-3::RACK-7::285::GJ24X1586,2025-07-04 00:00:00,GJ24X1586,Failed,0,,Failed,2025-07-04
DSP-03754,ZONE-3::RACK-7::434::GJ09X6178,2025-07-04 00:00:00,GJ09X6178,In Transit,0,,In Transit,2025-07-04
DSP-03755,ZONE-3::RACK-7::285::GJ24X1586,2025-07-08 00:00:00,GJ24X1586,Failed,0,,Failed,2025-07-08
DSP-03756,ZONE-3::RACK-7::795::GJ22X4240,2025-07-09 00:00:00,GJ22X4240,Delayed,0,Traffic,Delayed,2025-07-09
DSP-03757,ZONE-1::RACK-7::789::GJ30X1043,2025-07-07 00:00:00,GJ30X1043,Failed,0,,Failed,2025-07-07
DSP-03758,ZONE-2::RACK-9::384::GJ08X1309,2025-07-04 00:00:00,GJ08X1309,Failed,0,,Failed,2025-07-04
DSP-03759,ZONE-1::RACK-7::789::GJ30X1043,2025-07-07 00:00:00,GJ30X1043,In Transit,0,,In Transit,2025-07-07
DSP-03760,ZONE-1::RACK-7::789::GJ30X1043,2025-07-07 00:00:00,GJ30X1043,Delivered,0,,Delivered,2025-07-07
DSP-03761,ZONE-2::RACK-9::384::GJ08X1309,2025-07-05 00:00:00,GJ08X1309,Failed,0,,Failed,2025-07-05
DSP-03762,ZONE-2::RACK-9::384::GJ08X1309,2025-07-03 00:00:00,GJ08X1309,Delayed,0,Operator Error,Delayed,2025-07-03
DSP-03763,ZONE-2::RACK-10::384::GJ08X1309,2025-07-07 00:00:00,GJ08X1309,Delayed,1,Operator Error,Delayed,2025-07-07
DSP-03764,ZONE-3::RACK-8::285::GJ24X1586,2025-07-05 00:00:00,GJ24X1586,Delayed,0,Traffic,Delayed,2025-07-05
DSP-03765,ZONE-2::RACK-10::384::GJ08X1309,2025-07-04 00:00:00,GJ08X1309,Delivered,0,,Delivered,2025-07-04
DSP-03766,ZONE-3::RACK-8::854::GJ19X2606,2025-07-06 00:00:00,GJ19X2606,Failed,0,,Failed,2025-07-06
DSP-03767,ZONE-3::RACK-8::434::GJ09X6178,2025-07-05 00:00:00,GJ09X6178,Delayed,0,Weather,Delayed,2025-07-05
DSP-03768,ZONE-2::RACK-10::384::GJ08X1309,2025-07-04 00:00:00,GJ08X1309,Delivered,0,,Delivered,2025-07-04
DSP-03769,ZONE-3::RACK-8::854::GJ19X2606,2025-07-06 00:00:00,GJ19X2606,Delivered,0,,Delivered,2025-07-06
DSP-03770,ZONE-3::RACK-8::854::GJ19X2606,2025-07-10 00:00:00,GJ19X2606,In Transit,0,,In Transit,2025-07-10
DSP-03771,ZONE-3::RACK-9::434::GJ09X6178,2025-07-05 00:00:00,GJ09X6178,Delayed,0,Logistics,Delayed,2025-07-05
DSP-03772,ZONE-1::RACK-7::295::GJ18X8961,2025-07-06 00:00:00,GJ18X8961,In Transit,0,,In Transit,2025-07-06
DSP-03773,ZONE-3::RACK-9::854::GJ19X2606,2025-07-06 00:00:00,GJ19X2606,Delayed,0,Operator Error,Delayed,2025-07-06
DSP-03774,ZONE-1::RACK-7::295::GJ18X8961,2025-07-04 00:00:00,GJ18X8961,Failed,0,,Failed,2025-07-04
DSP-03775,ZONE-3::RACK-9::854::GJ19X2606,2025-07-07 00:00:00,GJ19X2606,Failed,1,,Failed,2025-07-07
DSP-03776,ZONE-3::RACK-9::854::GJ19X2606,2025-07-06 00:00:00,GJ19X2606,Failed,1,,Failed,2025-07-06
DSP-03777,ZONE-1::RACK-8::295::GJ18X8961,2025-07-07 00:00:00,GJ18X8961,Delayed,1,Logistics,Delayed,2025-07-07
DSP-03778,ZONE-3::RACK-9::185::GJ30X1043,2025-07-06 00:00:00,GJ30X1043,Failed,0,,Failed,2025-07-06
DSP-03779,ZONE-2::RACK-10::384::GJ08X1309,2025-07-05 00:00:00,GJ08X1309,In Transit,0,,In Transit,2025-07-05
DSP-03780,ZONE-3::RACK-10::285::GJ24X1586,2025-07-09 00:00:00,GJ24X1586,Delivered,0,,Delivered,2025-07-09
DSP-03781,ZONE-1::RACK-8::295::GJ18X8961,2025-07-04 00:00:00,GJ18X8961,Delivered,0,,Delivered,2025-07-04
DSP-03782,ZONE-1::RACK-8::295::GJ18X8961,2025-07-07 00:00:00,GJ18X8961,In Transit,0,,In Transit,2025-07-07
DSP-03783,ZONE-3::RACK-10::854::GJ19X2606,2025-07-06 00:00:00,GJ19X2606,Failed,0,,Failed,2025-07-06
DSP-03784,ZONE-3::RACK-10::795::GJ22X4240,2025-07-05 00:00:00,GJ22X4240,Delivered,0,,Delivered,2025-07-05
DSP-03785,ZONE-3::RACK-10::185::GJ30X1043,2025-07-07 00:00:00,GJ30X1043,Delivered,0,,Delivered,2025-07-07
DSP-03786,ZONE-3::RACK-10::185::GJ30X1043,2025-07-09 00:00:00,GJ30X1043,Failed,0,,Failed,2025-07-09
DSP-03787,ZONE-1::RACK-8::789::GJ30X1043,2025-07-08 00:00:00,GJ30X1043,Failed,0,,Failed,2025-07-08
DSP-03788,ZONE-3::RACK-1::285::GJ24X1586,2025-07-09 00:00:00,GJ24X1586,Failed,1,,Failed,2025-07-09
DSP-03789,ZONE-1::RACK-8::295::GJ18X8961,2025-07-03 00:00:00,GJ18X8961,Delivered,0,,Delivered,2025-07-03
DSP-03790,ZONE-2::RACK-10::384::GJ08X1309,2025-07-05 00:00:00,GJ08X1309,In Transit,0,,In Transit,2025-07-05
DSP-03791,ZONE-3::RACK-1::434::GJ09X6178,2025-07-07 00:00:00,GJ09X6178,Delivered,0,,Delivered,2025-07-07
DSP-03792,ZONE-3::RACK-1::434::GJ09X6178,2025-07-09 00:00:00,GJ09X6178,Delayed,1,Traffic,Delayed,2025-07-09
DSP-03793,ZONE-3::RACK-1::795::GJ22X4240,2025-07-06 00:00:00,GJ22X4240,Failed,0,,Failed,2025-07-06
DSP-03794,ZONE-1::RACK-9::789::GJ30X1043,2025-07-07 00:00:00,GJ30X1043,Failed,0,,Failed,2025-07-07
