Event_ID,Product_ID,Zone,Rack_Location,Stored_Quantity,FIFO_Flag,Event_Type,Event_Date
INV-02598,DEW-3598-B41-795,ZONE-4,RACK-5,123,1,Stored,2025-07-03
INV-02599,VIT-3599-B37-285,ZONE-4,RACK-5,170,1,Stored,2025-07-03
INV-02600,ANT-3600-B96-789,ZONE-1,RACK-4,164,1,Stored,2025-07-03
INV-02601,DIG-3601-B90-185,ZONE-4,RACK-5,184,1,Stored,2025-07-03
INV-02602,DEW-3602-B14-795,ZONE-4,RACK-5,83,1,Stored,2025-07-03
INV-02603,IMM-3603-B39-384,ZONE-2,RACK-7,194,1,Stored,2025-07-03
INV-02604,ANT-3604-B52-295,ZONE-1,RACK-5,151,1,Stored,2025-07-03
INV-02605,ANT-3605-B14-789,ZONE-1,RACK-5,178,1,Stored,2025-07-03
INV-02606,SUP-3606-B33-434,ZONE-4,RACK-5,123,1,Stored,2025-07-03
INV-02607,IMM-3607-B56-384,ZONE-2,RACK-8,195,1,Stored,2025-07-03
INV-02608,IMM-3608-B69-384,ZONE-2,RACK-8,108,1,Stored,2025-07-03
INV-02609,DEW-3609-B75-795,ZONE-4,RACK-6,133,1,Stored,2025-07-03
INV-02610,IMM-3610-B18-384,ZONE-2,RACK-8,199,1,Stored,2025-07-03
INV-02611,IMM-3611-B93-384,ZONE-2,RACK-8,53,1,Stored,2025-07-03
INV-02612,ANT-3612-B85-295,ZONE-1,RACK-5,196,1,Stored,2025-07-03
INV-02613,ANT-3613-B22-789,ZONE-1,RACK-5,186,1,Stored,2025-07-03
INV-02614,VIT-3614-B17-285,ZONE-4,RACK-6,180,1,Stored,2025-07-03
INV-02615,SUP-3615-B17-434,ZONE-4,RACK-6,95,1,Stored,2025-07-03
INV-02616,DIG-3616-B97-185,ZONE-4,RACK-6,116,1,Stored,2025-07-03
INV-02617,DEW-3617-B14-795,ZONE-4,RACK-6,168,1,Stored,2025-07-03
INV-02618,DIG-3618-B87-185,ZONE-4,RACK-7,111,1,Stored,2025-07-03
INV-02619,IMM-3619-B86-384,ZONE-2,RACK-8,93,1,Stored,2025-07-03
INV-02620,DEW-3620-B45-795,ZONE-4,RACK-7,190,1,Stored,2025-07-03
INV-02621,ANT-3621-B63-789,ZONE-1,RACK-5,138,1,Stored,2025-07-03
INV-02622,DEW-3622-B34-795,ZONE-4,RACK-7,87,1,Stored,2025-07-03
INV-02623,TOP-3623-B53-854,ZONE-3,RACK-6,180,1,Stored,2025-07-03
INV-02624,VIT-3624-B94-285,ZONE-4,RACK-7,124,1,Stored,2025-07-03
INV-02625,DIG-3625-B57-185,ZONE-4,RACK-7,133,1,Stored,2025-07-03
INV-02626,SUP-3626-B26-434,ZONE-4,RACK-8,135,1,Stored,2025-07-03
INV-02627,SUP-3627-B98-434,ZONE-4,RACK-8,159,1,Stored,2025-07-03
INV-02628,ANT-3628-B40-295,ZONE-1,RACK-6,139,1,Stored,2025-07-03
INV-02629,ANT-3629-B65-295,ZONE-1,RACK-6,166,1,Stored,2025-07-03
INV-02630,DIG-3630-B27-185,ZONE-4,RACK-8,173,1,Stored,2025-07-03
INV-02631,IMM-3631-B52-384,ZONE-2,RACK-9,127,1,Stored,2025-07-03
INV-02632,ANT-3632-B37-295,ZONE-1,RACK-6,180,1,Stored,2025-07-03
INV-02633,ANT-3633-B43-295,ZONE-1,RACK-6,110,1,Stored,2025-07-03
INV-02634,SUP-3634-B63-434,ZONE-4,RACK-8,160,1,Stored,2025-07-03
INV-02635,SUP-3635-B44-434,ZONE-4,RACK-8,71,1,Stored,2025-07-03
INV-02636,ANT-3636-B44-295,ZONE-1,RACK-6,149,1,Stored,2025-07-03
INV-02637,TOP-3637-B24-854,ZONE-3,RACK-6,94,1,Stored,2025-07-03
INV-02638,DEW-3638-B45-795,ZONE-4,RACK-9,118,1,Stored,2025-07-03
INV-02639,ANT-3639-B16-295,ZONE-1,RACK-7,177,1,Stored,2025-07-03
INV-02640,IMM-3640-B89-384,ZONE-2,RACK-9,70,1,Stored,2025-07-03
INV-02641,ANT-3641-B35-295,ZONE-1,RACK-7,105,1,Stored,2025-07-03
INV-02642,VIT-3642-B31-285,ZONE-4,RACK-9,160,1,Stored,2025-07-03
INV-02643,VIT-3643-B17-285,ZONE-4,RACK-9,183,1,Stored,2025-07-03
INV-02644,ANT-3644-B28-789,ZONE-1,RACK-7,119,1,Stored,2025-07-03
INV-02645,IMM-3645-B75-384,ZONE-2,RACK-9,129,1,Stored,2025-07-03
INV-02646,SUP-3646-B92-434,ZONE-4,RACK-9,184,1,Stored,2025-07-03
INV-02647,IMM-3647-B90-384,ZONE-2,RACK-9,95,1,Stored,2025-07-03
INV-02648,DEW-3648-B29-795,ZONE-4,RACK-9,172,1,Stored,2025-07-03
INV-02649,DEW-3649-B91-795,ZONE-4,RACK-10,197,1,Stored,2025-07-03
INV-02650,ANT-3650-B24-295,ZONE-1,RACK-7,148,1,Stored,2025-07-03
INV-02651,IMM-3651-B42-384,ZONE-2,RACK-9,148,1,Stored,2025-07-03
INV-02652,ANT-3652-B57-295,ZONE-1,RACK-7,166,1,Stored,2025-07-03
INV-02653,DIG-3653-B92-185,ZONE-4,RACK-10,107,1,Stored,2025-07-03
INV-02654,TOP-3654-B35-854,ZONE-3,RACK-6,90,1,Stored,2025-07-03
INV-02655,ANT-3655-B10-789,ZONE-1,RACK-8,58,1,Stored,2025-07-03
INV-02656,SUP-3656-B33-434,ZONE-4,RACK-10,104,1,Stored,2025-07-03
INV-02657,TOP-3657-B41-854,ZONE-3,RACK-6,145,1,Stored,2025-07-03
INV-02658,TOP-3658-B57-854,ZONE-3,RACK-6,197,1,Stored,2025-07-03
INV-02659,IMM-3659-B86-384,ZONE-2,RACK-10,106,1,Stored,2025-07-03
INV-02660,VIT-3660-B12-285,ZONE-4,RACK-10,119,1,Stored,2025-07-03
INV-02661,VIT-3661-B44-285,ZONE-4,RACK-10,167,1,Stored,2025-07-03
INV-02662,SUP-3662-B64-434,ZONE-4,RACK-1,150,1,Stored,2025-07-03
INV-02663,DIG-3663-B43-185,ZONE-4,RACK-1,180,1,Stored,2025-07-03
INV-02664,ANT-3664-B11-789,ZONE-1,RACK-8,138,1,Stored,2025-07-03
INV-02665,ANT-3665-B38-789,ZONE-1,RACK-8,85,1,Stored,2025-07-03
INV-02666,ANT-3666-B59-295,ZONE-1,RACK-8,162,1,Stored,2025-07-03
INV-02667,DIG-3667-B39-185,ZONE-4,RACK-1,50,1,Stored,2025-07-03
INV-02668,TOP-3668-B52-854,ZONE-3,RACK-7,85,1,Stored,2025-07-03
INV-02669,DEW-3669-B49-795,ZONE-4,RACK-1,192,1,Stored,2025-07-03
INV-02670,SUP-3670-B42-434,ZONE-4,RACK-1,165,1,Stored,2025-07-03
INV-02671,DEW-3671-B17-795,ZONE-4,RACK-2,100,1,Stored,2025-07-03
INV-02672,DIG-3672-B91-185,ZONE-4,RACK-2,171,1,Stored,2025-07-03
INV-02673,DIG-3673-B43-185,ZONE-4,RACK-2,160,1,Stored,2025-07-03
INV-02674,DEW-3674-B65-795,ZONE-4,RACK-2,187,1,Stored,2025-07-03
INV-02675,ANT-3675-B20-789,ZONE-1,RACK-8,83,1,Stored,2025-07-03
INV-02676,DIG-3676-B75-185,ZONE-4,RACK-2,179,1,Stored,2025-07-03
INV-02677,TOP-3677-B76-854,ZONE-3,RACK-7,174,1,Stored,2025-07-03
INV-02678,IMM-3678-B14-384,ZONE-2,RACK-10,82,1,Stored,2025-07-03
INV-02679,SUP-3679-B97-434,ZONE-4,RACK-3,188,1,Stored,2025-07-03
INV-02680,IMM-3680-B95-384,ZONE-2,RACK-10,84,1,Stored,2025-07-03
INV-02681,VIT-3681-B79-285,ZONE-4,RACK-3,58,1,Stored,2025-07-03
INV-02682,ANT-3682-B44-789,ZONE-1,RACK-9,194,1,Stored,2025-07-03
INV-02683,ANT-3683-B87-295,ZONE-1,RACK-9,83,1,Stored,2025-07-03
INV-02684,DEW-3684-B11-795,ZONE-4,RACK-3,113,1,Stored,2025-07-03
INV-02685,ANT-3685-B27-789,ZONE-1,RACK-9,97,1,Stored,2025-07-03
INV-02686,VIT-3686-B69-285,ZONE-4,RACK-3,113,1,Stored,2025-07-03
INV-02687,TOP-3687-B99-854,ZONE-3,RACK-7,86,1,Stored,2025-07-03
INV-02688,ANT-3688-B51-789,ZONE-1,RACK-9,73,1,Stored,2025-07-03
INV-02689,IMM-3689-B22-384,ZONE-2,RACK-10,162,1,Stored,2025-07-03
INV-02690,TOP-3690-B95-854,ZONE-3,RACK-7,52,1,Stored,2025-07-03
INV-02691,IMM-3691-B49-384,ZONE-2,RACK-10,150,1,Stored,2025-07-03
INV-02692,VIT-3692-B96-285,ZONE-4,RACK-3,129,1,Stored,2025-07-03
INV-02693,ANT-3693-B43-789,ZONE-1,RACK-9,93,1,Stored,2025-07-03
INV-02694,VIT-3694-B42-285,ZONE-4,RACK-4,174,1,Stored,2025-07-03
INV-02695,SUP-3695-B57-434,ZONE-4,RACK-4,72,1,Stored,2025-07-03
INV-02696,ANT-3696-B37-295,ZONE-1,RACK-10,191,1,Stored,2025-07-03
INV-02697,ANT-3697-B83-789,ZONE-1,RACK-10,69,1,Stored,2025-07-03
INV-02698,IMM-3698-B75-384,ZONE-2,RACK-1,116,1,Stored,2025-07-03
INV-02699,DIG-3699-B44-185,ZONE-4,RACK-4,51,1,Stored,2025-07-03
INV-02700,SUP-3700-B41-434,ZONE-4,RACK-4,168,1,Stored,2025-07-03
INV-02701,IMM-3701-B16-384,ZONE-2,RACK-1,83,1,Stored,2025-07-03
INV-02702,IMM-3702-B44-384,ZONE-2,RACK-1,190,1,Stored,2025-07-03
INV-02703,TOP-3703-B21-854,ZONE-3,RACK-7,59,1,Stored,2025-07-03
INV-02704,DEW-3704-B18-795,ZONE-4,RACK-4,65,1,Stored,2025-07-03
INV-02705,ANT-3705-B88-295,ZONE-1,RACK-10,174,1,Stored,2025-07-03
INV-02706,IMM-3706-B38-384,ZONE-2,RACK-1,162,1,Stored,2025-07-03
INV-02707,DEW-3707-B74-795,ZONE-4,RACK-5,128,1,Stored,2025-07-03
INV-02708,IMM-3708-B32-384,ZONE-2,RACK-1,92,1,Stored,2025-07-03
INV-02709,VIT-3709-B48-285,ZONE-4,RACK-5,164,1,Stored,2025-07-03
INV-02710,SUP-3710-B29-434,ZONE-4,RACK-5,196,1,Stored,2025-07-03
INV-02711,DEW-3711-B80-795,ZONE-4,RACK-5,146,1,Stored,2025-07-03
INV-02712,VIT-3712-B45-285,ZONE-4,RACK-5,106,1,Stored,2025-07-03
INV-02713,ANT-3713-B79-789,ZONE-1,RACK-10,161,1,Stored,2025-07-03
INV-02714,IMM-3714-B49-384,ZONE-2,RACK-2,170,1,Stored,2025-07-03
INV-02715,ANT-3715-B67-295,ZONE-1,RACK-10,199,1,Stored,2025-07-03
INV-02716,DEW-3716-B67-795,ZONE-4,RACK-6,53,1,Stored,2025-07-03
INV-02717,ANT-3717-B47-295,ZONE-1,RACK-1,130,1,Stored,2025-07-03
INV-02718,ANT-3718-B43-789,ZONE-1,RACK-1,51,1,Stored,2025-07-03
INV-02719,DIG-3719-B91-185,ZONE-4,RACK-6,148,1,Stored,2025-07-03
INV-02720,VIT-3720-B45-285,ZONE-4,RACK-6,102,1,Stored,2025-07-03
INV-02721,IMM-3721-B15-384,ZONE-2,RACK-2,160,1,Stored,2025-07-03
INV-02722,ANT-3722-B88-789,ZONE-1,RACK-1,131,1,Stored,2025-07-03
INV-02723,DIG-3723-B34-185,ZONE-4,RACK-6,75,1,Stored,2025-07-03
INV-02724,SUP-3724-B83-434,ZONE-4,RACK-6,182,1,Stored,2025-07-03
INV-02725,IMM-3725-B38-384,ZONE-2,RACK-2,85,1,Stored,2025-07-03
INV-02726,SUP-3726-B62-434,ZONE-4,RACK-7,141,1,Stored,2025-07-03
INV-02727,ANT-3727-B44-789,ZONE-1,RACK-1,123,1,Stored,2025-07-03
INV-02728,SUP-3728-B92-434,ZONE-4,RACK-7,150,1,Stored,2025-07-03
INV-02729,VIT-3729-B92-285,ZONE-4,RACK-7,182,1,Stored,2025-07-03
INV-02730,DIG-3730-B98-185,ZONE-4,RACK-7,105,1,Stored,2025-07-03
INV-02731,ANT-3731-B64-295,ZONE-1,RACK-1,171,1,Stored,2025-07-03
INV-02732,ANT-3732-B21-295,ZONE-1,RACK-2,141,1,Stored,2025-07-03
INV-02733,SUP-3733-B14-434,ZONE-4,RACK-7,195,1,Stored,2025-07-03
INV-02734,DIG-3734-B90-185,ZONE-4,RACK-8,190,1,Stored,2025-07-03
INV-02735,DIG-3735-B11-185,ZONE-4,RACK-8,81,1,Stored,2025-07-03
INV-02736,SUP-3736-B62-434,ZONE-4,RACK-8,60,1,Stored,2025-07-03
INV-02737,IMM-3737-B20-384,ZONE-2,RACK-2,115,1,Stored,2025-07-03
INV-02738,DIG-3738-B42-185,ZONE-4,RACK-8,166,1,Stored,2025-07-03
INV-02739,ANT-3739-B44-789,ZONE-1,RACK-2,97,1,Stored,2025-07-03
INV-02740,ANT-3740-B24-789,ZONE-1,RACK-2,137,1,Stored,2025-07-03
INV-02741,TOP-3741-B38-854,ZONE-3,RACK-8,63,1,Stored,2025-07-03
INV-02742,SUP-3742-B82-434,ZONE-4,RACK-8,149,1,Stored,2025-07-03
INV-02743,ANT-3743-B51-789,ZONE-1,RACK-2,182,1,Stored,2025-07-03
INV-02744,TOP-3744-B56-854,ZONE-3,RACK-8,55,1,Stored,2025-07-03
INV-02745,ANT-3745-B68-789,ZONE-1,RACK-2,139,1,Stored,2025-07-03
INV-02746,SUP-3746-B25-434,ZONE-4,RACK-9,158,1,Stored,2025-07-03
INV-02747,TOP-3747-B64-854,ZONE-3,RACK-8,72,1,Stored,2025-07-03
INV-02748,ANT-3748-B36-295,ZONE-1,RACK-3,176,1,Stored,2025-07-03
INV-02749,DEW-3749-B86-795,ZONE-4,RACK-9,51,1,Stored,2025-07-03
INV-02750,SUP-3750-B72-434,ZONE-4,RACK-9,169,1,Stored,2025-07-03
INV-02751,DIG-3751-B57-185,ZONE-4,RACK-9,94,1,Stored,2025-07-03
INV-02752,ANT-3752-B63-789,ZONE-1,RACK-3,154,1,Stored,2025-07-03
INV-02753,TOP-3753-B72-854,ZONE-3,RACK-8,188,1,Stored,2025-07-03
INV-02754,VIT-3754-B57-285,ZONE-4,RACK-9,113,1,Stored,2025-07-03
INV-02755,SUP-3755-B78-434,ZONE-4,RACK-10,85,1,Stored,2025-07-03
INV-02756,SUP-3756-B81-434,ZONE-4,RACK-10,188,1,Stored,2025-07-03
INV-02757,SUP-3757-B17-434,ZONE-4,RACK-10,102,1,Stored,2025-07-03
INV-02758,IMM-3758-B82-384,ZONE-2,RACK-2,71,1,Stored,2025-07-03
INV-02759,IMM-3759-B85-384,ZONE-2,RACK-3,158,1,Stored,2025-07-03
INV-02760,SUP-3760-B80-434,ZONE-4,RACK-10,71,1,Stored,2025-07-03
INV-02761,DIG-3761-B69-185,ZONE-4,RACK-10,111,1,Stored,2025-07-03
INV-02762,ANT-3762-B93-789,ZONE-1,RACK-3,114,1,Stored,2025-07-03
INV-02763,TOP-3763-B89-854,ZONE-3,RACK-8,78,1,Stored,2025-07-03
INV-02764,ANT-3764-B69-295,ZONE-1,RACK-3,115,1,Stored,2025-07-03
INV-02765,VIT-3765-B40-285,ZONE-4,RACK-1,64,1,Stored,2025-07-03
INV-02766,ANT-3766-B72-789,ZONE-1,RACK-3,96,1,Stored,2025-07-03
INV-02767,ANT-3767-B51-295,ZONE-1,RACK-4,167,1,Stored,2025-07-03
INV-02768,TOP-3768-B43-854,ZONE-3,RACK-9,126,1,Stored,2025-07-03
INV-02769,IMM-3769-B62-384,ZONE-2,RACK-3,153,1,Stored,2025-07-03
INV-02770,IMM-3770-B63-384,ZONE-2,RACK-3,118,1,Stored,2025-07-03
INV-02771,IMM-3771-B93-384,ZONE-2,RACK-3,180,1,Stored,2025-07-03
INV-02772,DIG-3772-B48-185,ZONE-4,RACK-1,59,1,Stored,2025-07-03
INV-02773,DIG-3773-B39-185,ZONE-4,RACK-1,122,1,Stored,2025-07-03
INV-02774,DEW-3774-B20-795,ZONE-4,RACK-1,102,1,Stored,2025-07-03
INV-02775,IMM-3775-B95-384,ZONE-2,RACK-3,76,1,Stored,2025-07-03
INV-02776,IMM-3776-B31-384,ZONE-2,RACK-4,198,1,Stored,2025-07-03
INV-02777,DEW-3777-B30-795,ZONE-4,RACK-1,60,1,Stored,2025-07-03
INV-02778,ANT-3778-B24-789,ZONE-1,RACK-4,55,1,Stored,2025-07-03
INV-02779,IMM-3779-B73-384,ZONE-2,RACK-4,167,1,Stored,2025-07-03
INV-02780,TOP-3780-B90-854,ZONE-3,RACK-9,158,1,Stored,2025-07-03
INV-02781,SUP-3781-B30-434,ZONE-4,RACK-2,184,1,Stored,2025-07-03
INV-02782,SUP-3782-B68-434,ZONE-4,RACK-2,160,1,Stored,2025-07-03
INV-02783,SUP-3783-B98-434,ZONE-4,RACK-2,115,1,Stored,2025-07-03
INV-02784,ANT-3784-B84-295,ZONE-1,RACK-4,170,1,Stored,2025-07-03
INV-02785,DIG-3785-B80-185,ZONE-4,RACK-2,66,1,Stored,2025-07-03
INV-02786,SUP-3786-B70-434,ZONE-4,RACK-2,112,1,Stored,2025-07-03
INV-02787,IMM-3787-B98-384,ZONE-2,RACK-4,133,1,Stored,2025-07-03
INV-02788,DEW-3788-B42-795,ZONE-4,RACK-3,86,1,Stored,2025-07-03
INV-02789,IMM-3789-B93-384,ZONE-2,RACK-4,189,1,Stored,2025-07-03
INV-02790,TOP-3790-B59-854,ZONE-3,RACK-9,79,1,Stored,2025-07-03
INV-02791,ANT-3791-B65-295,ZONE-1,RACK-4,148,1,Stored,2025-07-03
INV-02792,VIT-3792-B15-285,ZONE-4,RACK-3,106,1,Stored,2025-07-03
INV-02793,SUP-3793-B48-434,ZONE-4,RACK-3,198,1,Stored,2025-07-03
INV-02794,ANT-3794-B88-295,ZONE-1,RACK-4,80,1,Stored,2025-07-03
INV-02795,VIT-3795-B85-285,ZONE-4,RACK-3,182,1,Stored,2025-07-03
INV-02796,DEW-3796-B70-795,ZONE-4,RACK-3,104,1,Stored,2025-07-03
INV-02797,DIG-3797-B15-185,ZONE-4,RACK-4,106,1,Stored,2025-07-03
INV-02798,VIT-3798-B76-285,ZONE-4,RACK-4,100,1,Stored,2025-07-03
INV-02799,TOP-3799-B26-854,ZONE-3,RACK-9,165,1,Stored,2025-07-03
INV-02800,DIG-3800-B63-185,ZONE-4,RACK-4,148,1,Stored,2025-07-03
INV-02801,ANT-3801-B18-789,ZONE-1,RACK-5,156,1,Stored,2025-07-03
INV-02802,ANT-3802-B11-789,ZONE-1,RACK-5,153,1,Stored,2025-07-03
INV-02803,SUP-3803-B68-434,ZONE-4,RACK-4,139,1,Stored,2025-07-03
INV-02804,SUP-3804-B95-434,ZONE-4,RACK-4,128,1,Stored,2025-07-03
INV-02805,DEW-3805-B22-795,ZONE-4,RACK-5,127,1,Stored,2025-07-03
INV-02806,ANT-3806-B75-789,ZONE-1,RACK-5,164,1,Stored,2025-07-03
INV-02807,SUP-3807-B54-434,ZONE-4,RACK-5,133,1,Stored,2025-07-03
INV-02808,TOP-3808-B76-854,ZONE-3,RACK-9,185,1,Stored,2025-07-03
INV-02809,DIG-3809-B79-185,ZONE-4,RACK-5,128,1,Stored,2025-07-03
INV-02810,VIT-3810-B10-285,ZONE-4,RACK-5,191,1,Stored,2025-07-03
INV-02811,SUP-3811-B70-434,ZONE-4,RACK-5,111,1,Stored,2025-07-03
INV-02812,TOP-3812-B63-854,ZONE-3,RACK-10,147,1,Stored,2025-07-03
INV-02813,TOP-3813-B58-854,ZONE-3,RACK-10,63,1,Stored,2025-07-03
INV-02814,IMM-3814-B44-384,ZONE-2,RACK-4,125,1,Stored,2025-07-03
INV-02815,ANT-3815-B35-789,ZONE-1,RACK-5,157,1,Stored,2025-07-03
INV-02816,IMM-3816-B38-384,ZONE-2,RACK-5,95,1,Stored,2025-07-03
INV-02817,ANT-3817-B83-789,ZONE-1,RACK-5,122,1,Stored,2025-07-03
INV-02818,SUP-3818-B38-434,ZONE-4,RACK-6,73,1,Stored,2025-07-03
INV-02819,SUP-3819-B81-434,ZONE-4,RACK-6,133,1,Stored,2025-07-03
INV-02820,ANT-3820-B20-789,ZONE-1,RACK-6,153,1,Stored,2025-07-03
INV-02821,DIG-3821-B30-185,ZONE-4,RACK-6,102,1,Stored,2025-07-03
INV-02822,TOP-3822-B14-854,ZONE-3,RACK-10,82,1,Stored,2025-07-03
INV-02823,DIG-3823-B48-185,ZONE-4,RACK-6,198,1,Stored,2025-07-03
INV-02824,DIG-3824-B16-185,ZONE-4,RACK-6,148,1,Stored,2025-07-03
INV-02825,ANT-3825-B82-295,ZONE-1,RACK-6,87,1,Stored,2025-07-03
INV-02826,DIG-3826-B46-185,ZONE-4,RACK-7,60,1,Stored,2025-07-03
INV-02827,ANT-3827-B96-789,ZONE-1,RACK-6,104,1,Stored,2025-07-03
INV-02828,VIT-3828-B15-285,ZONE-4,RACK-7,194,1,Stored,2025-07-03
INV-02829,TOP-3829-B49-854,ZONE-3,RACK-10,122,1,Stored,2025-07-03
INV-02830,ANT-3830-B65-295,ZONE-1,RACK-6,81,1,Stored,2025-07-03
INV-02831,ANT-3831-B63-295,ZONE-1,RACK-6,200,1,Stored,2025-07-03
INV-02832,DEW-3832-B48-795,ZONE-4,RACK-7,110,1,Stored,2025-07-03
INV-02833,VIT-3833-B31-285,ZONE-4,RACK-7,191,1,Stored,2025-07-03
INV-02834,ANT-3834-B86-295,ZONE-1,RACK-7,187,1,Stored,2025-07-03
INV-02835,ANT-3835-B71-295,ZONE-1,RACK-7,110,1,Stored,2025-07-03
INV-02836,TOP-3836-B23-854,ZONE-3,RACK-10,78,1,Stored,2025-07-03
INV-02837,TOP-3837-B79-854,ZONE-3,RACK-1,177,1,Stored,2025-07-03
INV-02838,IMM-3838-B32-384,ZONE-2,RACK-5,77,1,Stored,2025-07-03
INV-02839,IMM-3839-B18-384,ZONE-2,RACK-5,103,1,Stored,2025-07-03
INV-02840,VIT-3840-B17-285,ZONE-4,RACK-7,87,1,Stored,2025-07-03
INV-02841,DEW-3841-B88-795,ZONE-4,RACK-8,113,1,Stored,2025-07-03
INV-02842,ANT-3842-B57-789,ZONE-1,RACK-7,95,1,Stored,2025-07-03
INV-02843,DEW-3843-B17-795,ZONE-4,RACK-8,52,1,Stored,2025-07-03
INV-02844,DEW-3844-B93-795,ZONE-4,RACK-8,147,1,Stored,2025-07-03
INV-02845,TOP-3845-B26-854,ZONE-3,RACK-1,99,1,Stored,2025-07-03
INV-02846,TOP-3846-B81-854,ZONE-3,RACK-1,65,1,Stored,2025-07-03
INV-02847,ANT-3847-B78-295,ZONE-1,RACK-7,200,1,Stored,2025-07-03
INV-02848,ANT-3848-B21-789,ZONE-1,RACK-7,50,1,Stored,2025-07-03
INV-02849,SUP-3849-B93-434,ZONE-4,RACK-8,176,1,Stored,2025-07-03
INV-02850,SUP-3850-B47-434,ZONE-4,RACK-8,146,1,Stored,2025-07-03
INV-02851,VIT-3851-B81-285,ZONE-4,RACK-9,146,1,Stored,2025-07-03
INV-02852,ANT-3852-B78-295,ZONE-1,RACK-8,60,1,Stored,2025-07-03
INV-02853,TOP-3853-B56-854,ZONE-3,RACK-1,136,1,Stored,2025-07-03
INV-02854,ANT-3854-B28-789,ZONE-1,RACK-8,136,1,Stored,2025-07-03
INV-02855,ANT-3855-B29-295,ZONE-1,RACK-8,58,1,Stored,2025-07-03
INV-02856,DIG-3856-B33-185,ZONE-4,RACK-9,135,1,Stored,2025-07-03
INV-02857,DIG-3857-B50-185,ZONE-4,RACK-9,196,1,Stored,2025-07-03
INV-02858,IMM-3858-B82-384,ZONE-2,RACK-5,170,1,Stored,2025-07-03
INV-02859,IMM-3859-B98-384,ZONE-2,RACK-5,59,1,Stored,2025-07-03
INV-02860,SUP-3860-B84-434,ZONE-4,RACK-9,84,1,Stored,2025-07-03
INV-02861,ANT-3861-B49-789,ZONE-1,RACK-8,164,1,Stored,2025-07-03
INV-02862,IMM-3862-B23-384,ZONE-2,RACK-6,163,1,Stored,2025-07-03
INV-02863,ANT-3863-B34-295,ZONE-1,RACK-8,189,1,Stored,2025-07-03
INV-02864,ANT-3864-B77-295,ZONE-1,RACK-9,69,1,Stored,2025-07-03
INV-02865,VIT-3865-B10-285,ZONE-4,RACK-9,160,1,Stored,2025-07-03
INV-02866,TOP-3866-B17-854,ZONE-3,RACK-1,138,1,Stored,2025-07-03
INV-02867,ANT-3867-B52-789,ZONE-1,RACK-9,199,1,Stored,2025-07-03
INV-02868,TOP-3868-B22-854,ZONE-3,RACK-2,149,1,Stored,2025-07-03
INV-02869,DEW-3869-B80-795,ZONE-4,RACK-10,191,1,Stored,2025-07-03
INV-02870,IMM-3870-B33-384,ZONE-2,RACK-6,73,1,Stored,2025-07-03
INV-02871,ANT-3871-B17-789,ZONE-1,RACK-9,58,1,Stored,2025-07-03
INV-02872,VIT-3872-B81-285,ZONE-4,RACK-10,139,1,Stored,2025-07-03
INV-02873,SUP-3873-B54-434,ZONE-4,RACK-10,91,1,Stored,2025-07-03
INV-02874,SUP-3874-B16-434,ZONE-4,RACK-10,193,1,Stored,2025-07-03
INV-02875,DEW-3875-B15-795,ZONE-4,RACK-10,160,1,Stored,2025-07-03
INV-02876,SUP-3876-B84-434,ZONE-4,RACK-1,137,1,Stored,2025-07-03
INV-02877,IMM-3877-B86-384,ZONE-2,RACK-6,102,1,Stored,2025-07-03
INV-02878,IMM-3878-B89-384,ZONE-2,RACK-6,98,1,Stored,2025-07-03
INV-02879,VIT-3879-B86-285,ZONE-4,RACK-1,113,1,Stored,2025-07-03
INV-02880,DEW-3880-B23-795,ZONE-4,RACK-1,73,1,Stored,2025-07-03
INV-02881,ANT-3881-B11-789,ZONE-1,RACK-9,71,1,Stored,2025-07-03
INV-02882,SUP-3882-B35-434,ZONE-4,RACK-1,75,1,Stored,2025-07-03
INV-02883,SUP-3883-B68-434,ZONE-4,RACK-1,141,1,Stored,2025-07-03
INV-02884,IMM-3884-B81-384,ZONE-2,RACK-6,60,1,Stored,2025-07-03
INV-02885,VIT-3885-B82-285,ZONE-4,RACK-2,137,1,Stored,2025-07-03
INV-02886,ANT-3886-B52-295,ZONE-1,RACK-9,72,1,Stored,2025-07-03
INV-02887,ANT-3887-B41-789,ZONE-1,RACK-10,109,1,Stored,2025-07-03
INV-02888,DIG-3888-B20-185,ZONE-4,RACK-2,50,1,Stored,2025-07-03
INV-02889,DIG-3889-B86-185,ZONE-4,RACK-2,56,1,Stored,2025-07-03
INV-02890,DIG-3890-B73-185,ZONE-4,RACK-2,197,1,Stored,2025-07-03
INV-02891,ANT-3891-B52-789,ZONE-1,RACK-10,66,1,Stored,2025-07-03
INV-02892,ANT-3892-B37-789,ZONE-1,RACK-10,166,1,Stored,2025-07-03
INV-02893,IMM-3893-B40-384,ZONE-2,RACK-7,121,1,Stored,2025-07-03
INV-02894,ANT-3894-B64-789,ZONE-1,RACK-10,143,1,Stored,2025-07-03
INV-02895,ANT-3895-B33-295,ZONE-1,RACK-10,66,1,Stored,2025-07-03
INV-02896,DEW-3896-B84-795,ZONE-4,RACK-2,114,1,Stored,2025-07-03
INV-02897,DEW-3897-B75-795,ZONE-4,RACK-3,85,1,Stored,2025-07-03
INV-02898,ANT-3898-B58-789,ZONE-1,RACK-1,171,1,Stored,2025-07-03
INV-02899,SUP-3899-B19-434,ZONE-4,RACK-3,102,1,Stored,2025-07-03
INV-02900,DEW-3900-B25-795,ZONE-4,RACK-3,107,1,Stored,2025-07-03
