Event_ID,Assignment_ID,Product_ID,Transport_ID,Dispatch_Window,Delivery_Window,Urgent_Flag,Event_Type,Event_Date
ASN-02451,ZONE-4::RACK-8::185::GJ11X8049,DIG-3735-B11-185,ZONE-4::RACK-6::185::GJ11X8049::General,2025-07-03,2025-07-06,1,Assigned,2025-07-01 14:19:16.863742
ASN-02452,ZONE-4::RACK-8::434::GJ21X7971,SUP-3736-B62-434,ZONE-4::RACK-2::434::GJ21X7971::General,2025-07-03,2025-07-05,1,Assigned,2025-06-27 14:19:16.863742
ASN-02453,ZONE-4::RACK-8::185::GJ05X5328,DIG-3738-B42-185,ZONE-4::RACK-1::185::GJ05X5328::General,2025-07-03,2025-07-06,1,Assigned,2025-06-29 14:19:16.863742
ASN-02454,ZONE-1::RACK-2::789::GJ08X1229,ANT-3739-B44-789,ZONE-1::RACK-5::789::GJ08X1229::Specialised,2025-07-04,2025-07-08,1,Assigned,2025-06-23 14:19:16.863742
ASN-02455,ZONE-1::RACK-2::789::GJ09X7005,ANT-3740-B24-789,ZONE-1::RACK-3::789::GJ09X7005::Specialised,2025-07-03,2025-07-06,1,Assigned,2025-06-26 14:19:16.863742
ASN-02456,ZONE-3::RACK-8::854::GJ18X2499,TOP-3741-B38-854,ZONE-3::RACK-7::854::GJ18X2499::Specialised,2025-07-05,2025-07-09,1,Assigned,2025-06-23 14:19:16.863742
ASN-02457,ZONE-4::RACK-8::434::GJ27X7409,SUP-3742-B82-434,ZONE-4::RACK-10::434::GJ27X7409::General,2025-07-04,2025-07-07,1,Assigned,2025-06-27 14:19:16.863742
ASN-02458,ZONE-1::RACK-2::789::GJ18X9809,ANT-3743-B51-789,ZONE-1::RACK-8::789::GJ18X9809::Specialised,2025-07-05,2025-07-09,1,Assigned,2025-07-01 14:19:16.863742
ASN-02459,ZONE-3::RACK-8::854::GJ25X3449,TOP-3744-B56-854,ZONE-3::RACK-2::854::GJ25X3449::Specialised,2025-07-04,2025-07-08,1,Assigned,2025-06-30 14:19:16.863742
ASN-02460,ZONE-1::RACK-2::789::GJ06X1200,ANT-3745-B68-789,ZONE-1::RACK-3::789::GJ06X1200::Specialised,2025-07-05,2025-07-08,1,Assigned,2025-06-23 14:19:16.863742
ASN-02461,ZONE-4::RACK-9::434::GJ21X5017,SUP-3746-B25-434,ZONE-4::RACK-6::434::GJ21X5017::General,2025-07-05,2025-07-07,1,Assigned,2025-06-24 14:19:16.863742
ASN-02462,ZONE-1::RACK-3::295::GJ04X2060,ANT-3748-B36-295,ZONE-1::RACK-5::295::GJ04X2060::Specialised,2025-07-04,2025-07-06,1,Assigned,2025-06-29 14:19:16.863742
ASN-02463,ZONE-4::RACK-9::795::GJ19X5382,DEW-3749-B86-795,ZONE-4::RACK-1::795::GJ19X5382::General,2025-07-03,2025-07-06,0,Assigned,2025-06-30 14:19:16.863742
ASN-02464,ZONE-4::RACK-9::185::GJ19X5382,DIG-3751-B57-185,ZONE-4::RACK-10::185::GJ19X5382::General,2025-07-05,2025-07-09,1,Assigned,2025-06-23 14:19:16.863742
ASN-02465,ZONE-1::RACK-3::789::GJ11X8049,ANT-3752-B63-789,ZONE-1::RACK-2::789::GJ11X8049::Specialised,2025-07-05,2025-07-08,1,Assigned,2025-06-27 14:19:16.863742
ASN-02466,ZONE-3::RACK-8::854::GJ28X9659,TOP-3753-B72-854,ZONE-3::RACK-5::854::GJ28X9659::Specialised,2025-07-04,2025-07-06,1,Assigned,2025-06-28 14:19:16.863742
ASN-02467,ZONE-4::RACK-9::285::GJ23X7398,VIT-3754-B57-285,ZONE-4::RACK-2::285::GJ23X7398::General,2025-07-03,2025-07-07,0,Assigned,2025-06-28 14:19:16.863742
ASN-02468,ZONE-4::RACK-10::434::GJ16X5496,SUP-3755-B78-434,ZONE-4::RACK-3::434::GJ16X5496::General,2025-07-03,2025-07-05,1,Assigned,2025-06-27 14:19:16.863742
ASN-02469,ZONE-4::RACK-10::434::GJ01X7726,SUP-3756-B81-434,ZONE-4::RACK-3::434::GJ01X7726::General,2025-07-05,2025-07-09,0,Assigned,2025-06-29 14:19:16.863742
ASN-02470,ZONE-4::RACK-10::434::GJ26X6532,SUP-3757-B17-434,ZONE-4::RACK-5::434::GJ26X6532::General,2025-07-03,2025-07-07,0,Assigned,2025-06-23 14:19:16.863742
ASN-02471,ZONE-2::RACK-3::384::GJ08X1229,IMM-3759-B85-384,ZONE-2::RACK-1::384::GJ08X1229::Specialised,2025-07-03,2025-07-05,1,Assigned,2025-06-24 14:19:16.863742
ASN-02472,ZONE-4::RACK-10::434::GJ03X7424,SUP-3760-B80-434,ZONE-4::RACK-1::434::GJ03X7424::General,2025-07-05,2025-07-08,0,Assigned,2025-06-27 14:19:16.863742
ASN-02473,ZONE-4::RACK-10::185::GJ26X3703,DIG-3761-B69-185,ZONE-4::RACK-4::185::GJ26X3703::General,2025-07-05,2025-07-09,1,Assigned,2025-06-24 14:19:16.863742
ASN-02474,ZONE-1::RACK-3::789::GJ06X9871,ANT-3762-B93-789,ZONE-1::RACK-6::789::GJ06X9871::Specialised,2025-07-04,2025-07-08,1,Assigned,2025-06-29 14:19:16.863742
ASN-02475,ZONE-3::RACK-8::854::GJ12X5328,TOP-3763-B89-854,ZONE-3::RACK-10::854::GJ12X5328::Specialised,2025-07-03,2025-07-05,1,Assigned,2025-06-24 14:19:16.863742
ASN-02476,ZONE-1::RACK-3::295::GJ21X5017,ANT-3764-B69-295,ZONE-1::RACK-3::295::GJ21X5017::Specialised,2025-07-03,2025-07-06,1,Assigned,2025-06-24 14:19:16.863742
ASN-02477,ZONE-4::RACK-1::285::GJ03X3136,VIT-3765-B40-285,ZONE-4::RACK-4::285::GJ03X3136::General,2025-07-04,2025-07-08,1,Assigned,2025-06-27 14:19:16.863742
ASN-02478,ZONE-1::RACK-3::789::GJ11X1934,ANT-3766-B72-789,ZONE-1::RACK-5::789::GJ11X1934::Specialised,2025-07-03,2025-07-06,1,Assigned,2025-06-26 14:19:16.863742
ASN-02479,ZONE-1::RACK-4::295::GJ01X9269,ANT-3767-B51-295,ZONE-1::RACK-4::295::GJ01X9269::Specialised,2025-07-05,2025-07-08,1,Assigned,2025-06-23 14:19:16.863742
ASN-02480,ZONE-3::RACK-9::854::GJ19X5382,TOP-3768-B43-854,ZONE-3::RACK-9::854::GJ19X5382::Specialised,2025-07-04,2025-07-07,1,Assigned,2025-06-29 14:19:16.863742
ASN-02481,ZONE-2::RACK-3::384::GJ12X5063,IMM-3769-B62-384,ZONE-2::RACK-4::384::GJ12X5063::Specialised,2025-07-03,2025-07-05,1,Assigned,2025-06-29 14:19:16.863742
ASN-02482,ZONE-2::RACK-3::384::GJ26X6532,IMM-3770-B63-384,ZONE-2::RACK-8::384::GJ26X6532::Specialised,2025-07-03,2025-07-05,1,Assigned,2025-06-27 14:19:16.863742
ASN-02483,ZONE-2::RACK-3::384::GJ13X6948,IMM-3771-B93-384,ZONE-2::RACK-10::384::GJ13X6948::Specialised,2025-07-03,2025-07-05,1,Assigned,2025-06-29 14:19:16.863742
ASN-02484,ZONE-4::RACK-1::185::GJ19X5713,DIG-3772-B48-185,ZONE-4::RACK-5::185::GJ19X5713::General,2025-07-03,2025-07-05,1,Assigned,2025-06-24 14:19:16.863742
ASN-02485,ZONE-4::RACK-1::185::GJ17X3593,DIG-3773-B39-185,ZONE-4::RACK-9::185::GJ17X3593::General,2025-07-05,2025-07-07,1,Assigned,2025-06-23 14:19:16.863742
ASN-02486,ZONE-4::RACK-1::795::GJ18X2499,DEW-3774-B20-795,ZONE-4::RACK-7::795::GJ18X2499::General,2025-07-05,2025-07-07,1,Assigned,2025-06-24 14:19:16.863742
ASN-02487,ZONE-2::RACK-4::384::GJ12X2891,IMM-3776-B31-384,ZONE-2::RACK-6::384::GJ12X2891::Specialised,2025-07-04,2025-07-08,1,Assigned,2025-06-26 14:19:16.863742
ASN-02488,ZONE-4::RACK-1::795::GJ29X6793,DEW-3777-B30-795,ZONE-4::RACK-1::795::GJ29X6793::General,2025-07-04,2025-07-06,0,Assigned,2025-06-26 14:19:16.863742
ASN-02489,ZONE-1::RACK-4::789::GJ14X1053,ANT-3778-B24-789,ZONE-1::RACK-9::789::GJ14X1053::Specialised,2025-07-03,2025-07-07,1,Assigned,2025-06-27 14:19:16.863742
ASN-02490,ZONE-2::RACK-4::384::GJ04X6241,IMM-3779-B73-384,ZONE-2::RACK-2::384::GJ04X6241::Specialised,2025-07-05,2025-07-08,1,Assigned,2025-06-23 14:19:16.863742
ASN-02491,ZONE-4::RACK-2::434::GJ16X5496,SUP-3782-B68-434,ZONE-4::RACK-3::434::GJ16X5496::General,2025-07-03,2025-07-07,1,Assigned,2025-06-26 14:19:16.863742
ASN-02492,ZONE-4::RACK-2::434::GJ09X1112,SUP-3783-B98-434,ZONE-4::RACK-3::434::GJ09X1112::General,2025-07-03,2025-07-06,0,Assigned,2025-06-26 14:19:16.863742
ASN-02493,ZONE-1::RACK-4::295::GJ26X7609,ANT-3784-B84-295,ZONE-1::RACK-8::295::GJ26X7609::Specialised,2025-07-05,2025-07-07,1,Assigned,2025-06-26 14:19:16.863742
ASN-02494,ZONE-4::RACK-2::185::GJ13X9573,DIG-3785-B80-185,ZONE-4::RACK-9::185::GJ13X9573::General,2025-07-03,2025-07-05,0,Assigned,2025-06-26 14:19:16.863742
ASN-02495,ZONE-2::RACK-4::384::GJ17X1851,IMM-3787-B98-384,ZONE-2::RACK-4::384::GJ17X1851::Specialised,2025-07-04,2025-07-06,1,Assigned,2025-07-01 14:19:16.863742
ASN-02496,ZONE-4::RACK-3::795::GJ10X2304,DEW-3788-B42-795,ZONE-4::RACK-4::795::GJ10X2304::General,2025-07-04,2025-07-06,1,Assigned,2025-06-25 14:19:16.863742
ASN-02497,ZONE-3::RACK-9::854::GJ26X6532,TOP-3790-B59-854,ZONE-3::RACK-4::854::GJ26X6532::Specialised,2025-07-04,2025-07-07,1,Assigned,2025-06-24 14:19:16.863742
ASN-02498,ZONE-1::RACK-4::295::GJ18X2499,ANT-3791-B65-295,ZONE-1::RACK-8::295::GJ18X2499::Specialised,2025-07-04,2025-07-06,1,Assigned,2025-07-01 14:19:16.863742
ASN-02499,ZONE-4::RACK-3::434::GJ01X4053,SUP-3793-B48-434,ZONE-4::RACK-4::434::GJ01X4053::General,2025-07-03,2025-07-05,1,Assigned,2025-07-01 14:19:16.863742
ASN-02500,ZONE-4::RACK-3::285::GJ23X2866,VIT-3795-B85-285,ZONE-4::RACK-7::285::GJ23X2866::General,2025-07-04,2025-07-08,1,Assigned,2025-07-01 14:19:16.863742
ASN-02501,ZONE-4::RACK-3::795::GJ13X8172,DEW-3796-B70-795,ZONE-4::RACK-6::795::GJ13X8172::General,2025-07-04,2025-07-07,1,Assigned,2025-06-27 14:19:16.863742
ASN-02502,ZONE-4::RACK-4::185::GJ23X5185,DIG-3797-B15-185,ZONE-4::RACK-6::434::GJ23X5185::General,2025-07-04,2025-07-06,0,Assigned,2025-06-30 14:19:16.863742
ASN-02503,ZONE-4::RACK-4::285::GJ07X3009,VIT-3798-B76-285,ZONE-4::RACK-10::285::GJ07X3009::General,2025-07-04,2025-07-08,1,Assigned,2025-06-25 14:19:16.863742
ASN-02504,ZONE-3::RACK-9::854::GJ27X7102,TOP-3799-B26-854,ZONE-3::RACK-4::854::GJ27X7102::Specialised,2025-07-03,2025-07-06,1,Assigned,2025-06-26 14:19:16.863742
ASN-02505,ZONE-1::RACK-5::789::GJ27X6555,ANT-3801-B18-789,ZONE-1::RACK-9::789::GJ27X6555::Specialised,2025-07-05,2025-07-08,1,Assigned,2025-06-25 14:19:16.863742
ASN-02506,ZONE-1::RACK-5::789::GJ05X5328,ANT-3802-B11-789,ZONE-1::RACK-10::789::GJ05X5328::Specialised,2025-07-04,2025-07-08,1,Assigned,2025-06-29 14:19:16.863742
ASN-02507,ZONE-4::RACK-4::434::GJ11X9180,SUP-3803-B68-434,ZONE-4::RACK-8::434::GJ11X9180::General,2025-07-04,2025-07-08,1,Assigned,2025-06-25 14:19:16.863742
ASN-02508,ZONE-4::RACK-4::434::GJ08X3513,SUP-3804-B95-434,ZONE-4::RACK-8::434::GJ08X3513::General,2025-07-04,2025-07-07,1,Assigned,2025-07-01 14:19:16.863742
ASN-02509,ZONE-4::RACK-5::795::GJ03X3136,DEW-3805-B22-795,ZONE-4::RACK-6::795::GJ03X3136::General,2025-07-05,2025-07-09,1,Assigned,2025-06-25 14:19:16.863742
ASN-02510,ZONE-1::RACK-5::789::GJ13X9573,ANT-3806-B75-789,ZONE-1::RACK-2::789::GJ13X9573::Specialised,2025-07-05,2025-07-09,1,Assigned,2025-06-30 14:19:16.863742
ASN-02511,ZONE-3::RACK-9::854::GJ27X2754,TOP-3808-B76-854,ZONE-3::RACK-8::854::GJ27X2754::Specialised,2025-07-04,2025-07-06,1,Assigned,2025-06-26 14:19:16.863742
ASN-02512,ZONE-4::RACK-5::185::GJ11X9180,DIG-3809-B79-185,ZONE-4::RACK-5::185::GJ11X9180::General,2025-07-04,2025-07-07,1,Assigned,2025-06-29 14:19:16.863742
ASN-02513,ZONE-4::RACK-5::285::GJ01X9269,VIT-3810-B10-285,ZONE-4::RACK-3::285::GJ01X9269::General,2025-07-05,2025-07-07,0,Assigned,2025-06-23 14:19:16.863742
ASN-02514,ZONE-4::RACK-5::434::GJ24X3685,SUP-3811-B70-434,ZONE-4::RACK-9::434::GJ24X3685::General,2025-07-05,2025-07-07,0,Assigned,2025-06-23 14:19:16.863742
ASN-02515,ZONE-3::RACK-10::854::GJ28X7704,TOP-3812-B63-854,ZONE-3::RACK-6::854::GJ28X7704::Specialised,2025-07-03,2025-07-06,1,Assigned,2025-07-01 14:19:16.863742
ASN-02516,ZONE-3::RACK-10::854::GJ12X5063,TOP-3813-B58-854,ZONE-3::RACK-10::854::GJ12X5063::Specialised,2025-07-04,2025-07-08,1,Assigned,2025-06-29 14:19:16.863742
ASN-02517,ZONE-2::RACK-4::384::GJ22X4867,IMM-3814-B44-384,ZONE-2::RACK-6::384::GJ22X4867::Specialised,2025-07-05,2025-07-07,1,Assigned,2025-07-01 14:19:16.863742
ASN-02518,ZONE-1::RACK-5::789::GJ01X9269,ANT-3815-B35-789,ZONE-1::RACK-1::789::GJ01X9269::Specialised,2025-07-05,2025-07-08,1,Assigned,2025-06-30 14:19:16.863742
ASN-02519,ZONE-2::RACK-5::384::GJ11X9382,IMM-3816-B38-384,ZONE-2::RACK-3::384::GJ11X9382::Specialised,2025-07-04,2025-07-06,1,Assigned,2025-07-01 14:19:16.863742
ASN-02520,ZONE-1::RACK-5::789::GJ22X4867,ANT-3817-B83-789,ZONE-1::RACK-2::789::GJ22X4867::Specialised,2025-07-05,2025-07-07,1,Assigned,2025-07-01 14:19:16.863742
ASN-02521,ZONE-1::RACK-6::789::GJ10X2304,ANT-3820-B20-789,ZONE-1::RACK-6::789::GJ10X2304::Specialised,2025-07-05,2025-07-07,1,Assigned,2025-06-29 14:19:16.863742
ASN-02522,ZONE-4::RACK-6::185::GJ01X9269,DIG-3821-B30-185,ZONE-4::RACK-2::185::GJ01X9269::General,2025-07-05,2025-07-07,1,Assigned,2025-06-26 14:19:16.863742
ASN-02523,ZONE-4::RACK-6::185::GJ25X5218,DIG-3823-B48-185,ZONE-4::RACK-3::185::GJ25X5218::General,2025-07-05,2025-07-08,1,Assigned,2025-06-27 14:19:16.863742
ASN-02524,ZONE-1::RACK-6::295::GJ04X1613,ANT-3825-B82-295,ZONE-1::RACK-4::295::GJ04X1613::Specialised,2025-07-04,2025-07-07,1,Assigned,2025-06-30 14:19:16.863742
ASN-02525,ZONE-1::RACK-6::789::GJ14X1053,ANT-3827-B96-789,ZONE-1::RACK-7::789::GJ14X1053::Specialised,2025-07-03,2025-07-06,1,Assigned,2025-06-23 14:19:16.863742
ASN-02526,ZONE-4::RACK-7::285::GJ27X7409,VIT-3828-B15-285,ZONE-4::RACK-3::285::GJ27X7409::General,2025-07-05,2025-07-09,1,Assigned,2025-06-30 14:19:16.863742
ASN-02527,ZONE-3::RACK-10::854::GJ11X7822,TOP-3829-B49-854,ZONE-3::RACK-9::854::GJ11X7822::Specialised,2025-07-04,2025-07-06,1,Assigned,2025-06-24 14:19:16.863742
ASN-02528,ZONE-1::RACK-6::295::GJ25X5218,ANT-3830-B65-295,ZONE-1::RACK-9::295::GJ25X5218::Specialised,2025-07-04,2025-07-06,1,Assigned,2025-06-23 14:19:16.863742
ASN-02529,ZONE-4::RACK-7::795::GJ17X1851,DEW-3832-B48-795,ZONE-4::RACK-10::795::GJ17X1851::General,2025-07-03,2025-07-06,1,Assigned,2025-07-01 14:19:16.863742
ASN-02530,ZONE-4::RACK-7::285::GJ19X6467,VIT-3833-B31-285,ZONE-4::RACK-10::285::GJ19X6467::General,2025-07-04,2025-07-07,1,Assigned,2025-06-27 14:19:16.863742
ASN-02531,ZONE-1::RACK-7::295::GJ09X1112,ANT-3835-B71-295,ZONE-1::RACK-10::295::GJ09X1112::Specialised,2025-07-04,2025-07-07,1,Assigned,2025-06-24 14:19:16.863742
ASN-02532,ZONE-3::RACK-10::854::GJ23X5793,TOP-3836-B23-854,ZONE-3::RACK-4::854::GJ23X5793::Specialised,2025-07-04,2025-07-08,1,Assigned,2025-06-24 14:19:16.863742
ASN-02533,ZONE-3::RACK-1::854::GJ29X6133,TOP-3837-B79-854,ZONE-3::RACK-8::854::GJ29X6133::Specialised,2025-07-03,2025-07-06,1,Assigned,2025-06-28 14:19:16.863742
ASN-02534,ZONE-2::RACK-5::384::GJ03X4067,IMM-3839-B18-384,ZONE-2::RACK-6::384::GJ03X4067::Specialised,2025-07-04,2025-07-08,1,Assigned,2025-06-29 14:19:16.863742
ASN-02535,ZONE-4::RACK-8::795::GJ18X7432,DEW-3841-B88-795,ZONE-4::RACK-5::795::GJ18X7432::General,2025-07-05,2025-07-09,1,Assigned,2025-06-23 14:19:16.863742
ASN-02536,ZONE-4::RACK-8::795::GJ11X9080,DEW-3843-B17-795,ZONE-4::RACK-10::795::GJ11X9080::General,2025-07-05,2025-07-09,1,Assigned,2025-06-28 14:19:16.863742
ASN-02537,ZONE-3::RACK-1::854::GJ10X3428,TOP-3845-B26-854,ZONE-3::RACK-4::854::GJ10X3428::Specialised,2025-07-05,2025-07-09,1,Assigned,2025-06-26 14:19:16.863742
ASN-02538,ZONE-3::RACK-1::854::GJ28X7704,TOP-3846-B81-854,ZONE-3::RACK-10::854::GJ28X7704::Specialised,2025-07-05,2025-07-08,1,Assigned,2025-06-30 14:19:16.863742
ASN-02539,ZONE-1::RACK-7::295::GJ17X7384,ANT-3847-B78-295,ZONE-1::RACK-10::295::GJ17X7384::Specialised,2025-07-04,2025-07-07,1,Assigned,2025-06-28 14:19:16.863742
ASN-02540,ZONE-1::RACK-7::789::GJ08X2500,ANT-3848-B21-789,ZONE-1::RACK-3::789::GJ08X2500::Specialised,2025-07-05,2025-07-08,1,Assigned,2025-06-28 14:19:16.863742
ASN-02541,ZONE-4::RACK-8::434::GJ02X6383,SUP-3849-B93-434,ZONE-4::RACK-1::434::GJ02X6383::General,2025-07-04,2025-07-07,0,Assigned,2025-06-28 14:19:16.863742
ASN-02542,ZONE-4::RACK-8::434::GJ23X7398,SUP-3850-B47-434,ZONE-4::RACK-1::434::GJ23X7398::General,2025-07-03,2025-07-06,1,Assigned,2025-07-01 14:19:16.863742
ASN-02543,ZONE-1::RACK-8::295::GJ23X8514,ANT-3852-B78-295,ZONE-1::RACK-6::295::GJ23X8514::Specialised,2025-07-03,2025-07-05,1,Assigned,2025-07-01 14:19:16.863742
ASN-02544,ZONE-1::RACK-8::789::GJ10X5398,ANT-3854-B28-789,ZONE-1::RACK-3::789::GJ10X5398::Specialised,2025-07-04,2025-07-08,1,Assigned,2025-06-25 14:19:16.863742
ASN-02545,ZONE-1::RACK-8::295::GJ23X4559,ANT-3855-B29-295,ZONE-1::RACK-8::295::GJ23X4559::Specialised,2025-07-04,2025-07-07,1,Assigned,2025-06-24 14:19:16.863742
ASN-02546,ZONE-2::RACK-5::384::GJ06X8468,IMM-3859-B98-384,ZONE-2::RACK-10::384::GJ06X8468::Specialised,2025-07-04,2025-07-07,1,Assigned,2025-06-24 14:19:16.863742
ASN-02547,ZONE-4::RACK-9::434::GJ16X5358,SUP-3860-B84-434,ZONE-4::RACK-7::434::GJ16X5358::General,2025-07-03,2025-07-07,1,Assigned,2025-06-25 14:19:16.863742
ASN-02548,ZONE-1::RACK-8::789::GJ01X9269,ANT-3861-B49-789,ZONE-1::RACK-1::789::GJ01X9269::Specialised,2025-07-03,2025-07-05,1,Assigned,2025-07-01 14:19:16.863742
ASN-02549,ZONE-2::RACK-6::384::GJ23X5465,IMM-3862-B23-384,ZONE-2::RACK-5::384::GJ23X5465::Specialised,2025-07-05,2025-07-08,1,Assigned,2025-06-24 14:19:16.863742
ASN-02550,ZONE-1::RACK-9::295::GJ01X2097,ANT-3864-B77-295,ZONE-1::RACK-1::295::GJ01X2097::Specialised,2025-07-04,2025-07-06,1,Assigned,2025-06-24 14:19:16.863742
ASN-02551,ZONE-4::RACK-9::285::GJ07X6453,VIT-3865-B10-285,ZONE-4::RACK-9::285::GJ07X6453::General,2025-07-04,2025-07-06,1,Assigned,2025-07-01 14:19:16.863742
ASN-02552,ZONE-3::RACK-1::854::GJ10X5398,TOP-3866-B17-854,ZONE-3::RACK-2::854::GJ10X5398::Specialised,2025-07-03,2025-07-06,1,Assigned,2025-07-01 14:19:16.863742
ASN-02553,ZONE-1::RACK-9::789::GJ17X7384,ANT-3867-B52-789,ZONE-1::RACK-6::789::GJ17X7384::Specialised,2025-07-03,2025-07-07,1,Assigned,2025-06-29 14:19:16.863742
ASN-02554,ZONE-4::RACK-10::795::GJ03X7424,DEW-3869-B80-795,ZONE-4::RACK-10::795::GJ03X7424::General,2025-07-05,2025-07-08,0,Assigned,2025-06-25 14:19:16.863742
ASN-02555,ZONE-2::RACK-6::384::GJ29X3199,IMM-3870-B33-384,ZONE-2::RACK-7::384::GJ29X3199::Specialised,2025-07-05,2025-07-07,1,Assigned,2025-07-01 14:19:16.863742
ASN-02556,ZONE-1::RACK-9::789::GJ24X9408,ANT-3871-B17-789,ZONE-1::RACK-4::789::GJ24X9408::Specialised,2025-07-05,2025-07-08,1,Assigned,2025-06-30 14:19:16.863742
ASN-02557,ZONE-4::RACK-10::285::GJ15X2279,VIT-3872-B81-285,ZONE-4::RACK-6::285::GJ15X2279::General,2025-07-04,2025-07-08,1,Assigned,2025-06-23 14:19:16.863742
ASN-02558,ZONE-4::RACK-10::434::GJ14X1053,SUP-3873-B54-434,ZONE-4::RACK-6::434::GJ14X1053::General,2025-07-03,2025-07-06,1,Assigned,2025-06-26 14:19:16.863742
ASN-02559,ZONE-4::RACK-10::795::GJ21X9440,DEW-3875-B15-795,ZONE-4::RACK-10::795::GJ21X9440::General,2025-07-04,2025-07-08,0,Assigned,2025-06-29 14:19:16.863742
ASN-02560,ZONE-4::RACK-1::434::GJ27X4504,SUP-3876-B84-434,ZONE-4::RACK-1::434::GJ27X4504::General,2025-07-03,2025-07-06,0,Assigned,2025-06-29 14:19:16.863742
ASN-02561,ZONE-2::RACK-6::384::GJ07X1011,IMM-3877-B86-384,ZONE-2::RACK-8::384::GJ07X1011::Specialised,2025-07-03,2025-07-05,1,Assigned,2025-06-27 14:19:16.863742
ASN-02562,ZONE-2::RACK-6::384::GJ29X6133,IMM-3878-B89-384,ZONE-2::RACK-9::384::GJ29X6133::Specialised,2025-07-04,2025-07-08,1,Assigned,2025-06-23 14:19:16.863742
ASN-02563,ZONE-1::RACK-9::789::GJ23X5465,ANT-3881-B11-789,ZONE-1::RACK-8::789::GJ23X5465::Specialised,2025-07-03,2025-07-06,1,Assigned,2025-06-27 14:19:16.863742
ASN-02564,ZONE-4::RACK-1::434::GJ04X2060,SUP-3882-B35-434,ZONE-4::RACK-8::434::GJ04X2060::General,2025-07-04,2025-07-08,0,Assigned,2025-06-25 14:19:16.863742
ASN-02565,ZONE-4::RACK-2::285::GJ15X6806,VIT-3885-B82-285,ZONE-4::RACK-6::285::GJ15X6806::General,2025-07-04,2025-07-06,0,Assigned,2025-06-25 14:19:16.863742
ASN-02566,ZONE-1::RACK-9::295::GJ05X6194,ANT-3886-B52-295,ZONE-1::RACK-2::295::GJ05X6194::Specialised,2025-07-04,2025-07-06,1,Assigned,2025-06-25 14:19:16.863742
ASN-02567,ZONE-1::RACK-10::789::GJ15X2791,ANT-3887-B41-789,ZONE-1::RACK-7::789::GJ15X2791::Specialised,2025-07-05,2025-07-09,1,Assigned,2025-06-30 14:19:16.863742
ASN-02568,ZONE-4::RACK-2::185::GJ28X8907,DIG-3889-B86-185,ZONE-4::RACK-6::185::GJ28X8907::General,2025-07-05,2025-07-07,0,Assigned,2025-06-23 14:19:16.863742
ASN-02569,ZONE-4::RACK-2::185::GJ09X1112,DIG-3890-B73-185,ZONE-4::RACK-3::185::GJ09X1112::General,2025-07-03,2025-07-05,1,Assigned,2025-07-01 14:19:16.863742
ASN-02570,ZONE-1::RACK-10::789::GJ21X7971,ANT-3892-B37-789,ZONE-1::RACK-3::789::GJ21X7971::Specialised,2025-07-04,2025-07-08,1,Assigned,2025-06-24 14:19:16.863742
ASN-02571,ZONE-2::RACK-7::384::GJ11X9080,IMM-3893-B40-384,ZONE-2::RACK-3::384::GJ11X9080::Specialised,2025-07-04,2025-07-06,1,Assigned,2025-06-26 14:19:16.863742
ASN-02572,ZONE-1::RACK-10::789::GJ22X4867,ANT-3894-B64-789,ZONE-1::RACK-10::789::GJ22X4867::Specialised,2025-07-03,2025-07-06,1,Assigned,2025-06-27 14:19:16.863742
ASN-02573,ZONE-1::RACK-10::295::GJ09X7005,ANT-3895-B33-295,ZONE-1::RACK-1::295::GJ09X7005::Specialised,2025-07-03,2025-07-07,1,Assigned,2025-06-23 14:19:16.863742
ASN-02574,ZONE-4::RACK-2::795::GJ05X5064,DEW-3896-B84-795,ZONE-4::RACK-7::795::GJ05X5064::General,2025-07-03,2025-07-06,0,Assigned,2025-06-28 14:19:16.863742
ASN-02575,ZONE-4::RACK-3::795::GJ17X5492,DEW-3897-B75-795,ZONE-4::RACK-10::795::GJ17X5492::General,2025-07-05,2025-07-09,0,Assigned,2025-06-27 14:19:16.863742
ASN-02576,ZONE-1::RACK-1::789::GJ03X9079,ANT-3898-B58-789,ZONE-1::RACK-4::789::GJ03X9079::Specialised,2025-07-05,2025-07-09,1,Assigned,2025-06-30 14:19:16.863742
ASN-02577,ZONE-4::RACK-3::795::GJ28X9107,DEW-3900-B25-795,ZONE-4::RACK-9::795::GJ28X9107::General,2025-07-05,2025-07-07,1,Assigned,2025-06-23 14:19:16.863742
ASN-02578,ZONE-4::RACK-3::185::GJ16X7539,DIG-3903-B36-185,ZONE-4::RACK-7::185::GJ16X7539::General,2025-07-04,2025-07-08,0,Assigned,2025-06-26 14:19:16.863742
ASN-02579,ZONE-1::RACK-1::295::GJ20X8820,ANT-3905-B54-295,ZONE-1::RACK-10::295::GJ20X8820::Specialised,2025-07-05,2025-07-08,1,Assigned,2025-06-28 14:19:16.863742
ASN-02580,ZONE-4::RACK-4::434::GJ27X3027,SUP-3908-B32-434,ZONE-4::RACK-7::434::GJ27X3027::General,2025-07-03,2025-07-06,0,Assigned,2025-06-27 14:19:16.863742
ASN-02581,ZONE-3::RACK-2::854::GJ03X3136,TOP-3911-B85-854,ZONE-3::RACK-9::854::GJ03X3136::Specialised,2025-07-04,2025-07-06,1,Assigned,2025-06-26 14:19:16.863742
