Assignment_ID,Product_ID,Urgent_Flag,Dispatch_Window,Delivery_Window,Unit_Weight (kg),Unit_Volume (L),Fragile_Flag,Temp_Sensitive_Flag,Quantity_Assigned,Total_Weight,Total_Volume,Priority_Label,Cluster_Label,Vehicle_ID,Main_Cluster_Label,Handling_Group
ZONE-4::RACK-9::434::GJ06X5907,SUP-2656-B38-434,1,2025-07-04,2025-07-07,2.5,1.2,0,0,49,122.5,58.8,,2,,Next-Day Urgent,Normal
ZONE-4::RACK-9::434::GJ30X4471,SUP-2657-B52-434,0,2025-07-03,2025-07-05,2.5,1.2,0,0,12,30.0,14.4,,5,,Mid-Term,Normal
ZONE-4::RACK-10::285::GJ30X3926,VIT-2660-B51-285,1,2025-07-03,2025-07-05,0.5,0.3,0,0,1,0.5,0.3,,0,,Same-Day Urgent,Normal
ZONE-4::RACK-10::285::GJ11X9080,VIT-2661-B13-285,1,2025-07-04,2025-07-06,0.5,0.3,0,0,36,18.0,10.8,,5,,Same-Day Urgent,Normal
ZONE-4::RACK-10::434::GJ14X9412,SUP-2662-B34-434,0,2025-07-04,2025-07-07,2.5,1.2,0,0,20,50.0,24.0,,1,,Mid-Term,Normal
ZONE-4::RACK-10::185::GJ22X1394,DIG-2664-B17-185,1,2025-07-05,2025-07-08,1.2,0.7,0,0,10,12.0,7.0,,0,,Next-Day Urgent,Normal
ZONE-4::RACK-1::795::GJ05X6194,DEW-2666-B14-795,0,2025-07-04,2025-07-06,0.6,0.25,0,0,31,18.6,7.75,,5,,Mid-Term,Normal
ZONE-4::RACK-1::185::GJ27X6555,DIG-2671-B89-185,0,2025-07-05,2025-07-09,1.2,0.7,0,0,48,57.6,33.599999999999994,,1,,Mid-Term,Normal
ZONE-4::RACK-1::795::GJ15X6806,DEW-2672-B46-795,1,2025-07-04,2025-07-08,0.6,0.25,0,0,17,10.2,4.25,,0,,Next-Day Urgent,Normal
ZONE-4::RACK-1::285::GJ25X9157,VIT-2676-B75-285,0,2025-07-03,2025-07-05,0.5,0.3,0,0,14,7.0,4.2,,0,,Mid-Term,Normal
ZONE-4::RACK-2::285::GJ29X6793,VIT-2679-B26-285,1,2025-07-04,2025-07-08,0.5,0.3,0,0,17,8.5,5.1,,0,,Next-Day Urgent,Normal
ZONE-4::RACK-2::434::GJ30X8944,SUP-2684-B69-434,1,2025-07-03,2025-07-07,2.5,1.2,0,0,36,90.0,43.2,,4,,Next-Day Urgent,Normal
ZONE-4::RACK-3::795::GJ25X9719,DEW-2685-B37-795,0,2025-07-03,2025-07-06,0.6,0.25,0,0,44,26.4,11.0,,5,,Mid-Term,Normal
ZONE-4::RACK-3::285::GJ20X7043,VIT-2688-B32-285,1,2025-07-03,2025-07-05,0.5,0.3,0,0,34,17.0,10.2,,5,,Same-Day Urgent,Normal
ZONE-4::RACK-3::285::GJ15X6806,VIT-2689-B23-285,1,2025-07-05,2025-07-08,0.5,0.3,0,0,9,4.5,2.7,,0,,Next-Day Urgent,Normal
ZONE-4::RACK-3::795::GJ10X5561,DEW-2690-B78-795,0,2025-07-03,2025-07-05,0.6,0.25,0,0,23,13.8,5.75,,0,,Mid-Term,Normal
ZONE-4::RACK-3::795::GJ03X4858,DEW-2692-B19-795,1,2025-07-04,2025-07-08,0.6,0.25,0,0,20,12.0,5.0,,0,,Next-Day Urgent,Normal
ZONE-4::RACK-4::795::GJ30X6985,DEW-2698-B51-795,0,2025-07-05,2025-07-07,0.6,0.25,0,0,34,20.4,8.5,,5,,Mid-Term,Normal
ZONE-4::RACK-4::185::GJ30X2371,DIG-2699-B10-185,1,2025-07-05,2025-07-07,1.2,0.7,0,0,44,52.8,30.8,,1,,Next-Day Urgent,Normal
ZONE-4::RACK-4::185::GJ15X3465,DIG-2701-B40-185,1,2025-07-05,2025-07-07,1.2,0.7,0,0,33,39.6,23.1,,3,,Next-Day Urgent,Normal
ZONE-4::RACK-4::434::GJ27X9811,SUP-2703-B31-434,0,2025-07-05,2025-07-09,2.5,1.2,0,0,43,107.5,51.6,,2,,Mid-Term,Normal
ZONE-4::RACK-4::285::GJ27X9811,VIT-2706-B65-285,1,2025-07-05,2025-07-07,0.5,0.3,0,0,44,22.0,13.2,,5,,Next-Day Urgent,Normal
ZONE-4::RACK-5::795::GJ05X8172,DEW-2721-B90-795,0,2025-07-05,2025-07-09,0.6,0.25,0,0,2,1.2,0.5,,0,,Mid-Term,Normal
ZONE-4::RACK-6::285::GJ14X1705,VIT-2722-B72-285,0,2025-07-03,2025-07-05,0.5,0.3,0,0,31,15.5,9.3,,5,,Mid-Term,Normal
ZONE-4::RACK-6::285::GJ16X6108,VIT-2727-B71-285,1,2025-07-03,2025-07-05,0.5,0.3,0,0,41,20.5,12.3,,5,,Same-Day Urgent,Normal
ZONE-4::RACK-6::795::GJ15X1880,DEW-2729-B33-795,0,2025-07-04,2025-07-06,0.6,0.25,0,0,32,19.2,8.0,,5,,Mid-Term,Normal
ZONE-4::RACK-7::795::GJ12X5328,DEW-2730-B34-795,1,2025-07-04,2025-07-06,0.6,0.25,0,0,1,0.6,0.25,,0,,Same-Day Urgent,Normal
ZONE-4::RACK-7::795::GJ09X3787,DEW-2731-B82-795,1,2025-07-03,2025-07-05,0.6,0.25,0,0,23,13.8,5.75,,0,,Same-Day Urgent,Normal
ZONE-4::RACK-7::434::GJ10X3428,SUP-2733-B82-434,1,2025-07-03,2025-07-05,2.5,1.2,0,0,26,65.0,31.2,,1,,Same-Day Urgent,Normal
ZONE-4::RACK-7::795::GJ13X9573,DEW-2735-B56-795,0,2025-07-04,2025-07-06,0.6,0.25,0,0,17,10.2,4.25,,0,,Mid-Term,Normal
ZONE-4::RACK-7::795::GJ10X5561,DEW-2736-B48-795,0,2025-07-03,2025-07-06,0.6,0.25,0,0,7,4.2,1.75,,0,,Mid-Term,Normal
ZONE-4::RACK-8::285::GJ14X8855,VIT-2738-B94-285,1,2025-07-03,2025-07-05,0.5,0.3,0,0,46,23.0,13.8,,5,,Same-Day Urgent,Normal
ZONE-4::RACK-8::285::GJ17X3593,VIT-2739-B55-285,1,2025-07-04,2025-07-08,0.5,0.3,0,0,35,17.5,10.5,,5,,Next-Day Urgent,Normal
ZONE-4::RACK-8::185::GJ29X6793,DIG-2740-B84-185,0,2025-07-05,2025-07-08,1.2,0.7,0,0,13,15.6,9.1,,5,,Mid-Term,Normal
ZONE-4::RACK-8::795::GJ02X6383,DEW-2741-B78-795,0,2025-07-03,2025-07-05,0.6,0.25,0,0,21,12.6,5.25,,0,,Mid-Term,Normal
ZONE-4::RACK-9::285::GJ27X7409,VIT-2743-B63-285,1,2025-07-04,2025-07-08,0.5,0.3,0,0,10,5.0,3.0,,0,,Next-Day Urgent,Normal
ZONE-4::RACK-9::185::GJ17X2836,DIG-2747-B98-185,0,2025-07-05,2025-07-07,1.2,0.7,0,0,18,21.6,12.6,,5,,Mid-Term,Normal
ZONE-4::RACK-9::434::GJ20X8820,SUP-2748-B78-434,0,2025-07-04,2025-07-06,2.5,1.2,0,0,34,85.0,40.8,,4,,Mid-Term,Normal
ZONE-4::RACK-9::434::GJ30X4177,SUP-2757-B26-434,0,2025-07-03,2025-07-07,2.5,1.2,0,0,34,85.0,40.8,,4,,Mid-Term,Normal
ZONE-4::RACK-10::185::GJ05X5328,DIG-2758-B10-185,1,2025-07-05,2025-07-07,1.2,0.7,0,0,46,55.2,32.2,,1,,Next-Day Urgent,Normal
ZONE-4::RACK-10::285::GJ01X1085,VIT-2759-B90-285,1,2025-07-03,2025-07-06,0.5,0.3,0,0,42,21.0,12.6,,5,,Same-Day Urgent,Normal
ZONE-4::RACK-10::434::GJ03X4067,SUP-2762-B37-434,0,2025-07-03,2025-07-07,2.5,1.2,0,0,24,60.0,28.8,,1,,Mid-Term,Normal
ZONE-4::RACK-10::795::GJ15X2791,DEW-2764-B23-795,1,2025-07-03,2025-07-05,0.6,0.25,0,0,22,13.2,5.5,,0,,Same-Day Urgent,Normal
ZONE-4::RACK-10::185::GJ11X7822,DIG-2765-B15-185,0,2025-07-05,2025-07-09,1.2,0.7,0,0,1,1.2,0.7,,0,,Mid-Term,Normal
ZONE-4::RACK-1::795::GJ02X6383,DEW-2766-B94-795,1,2025-07-05,2025-07-08,0.6,0.25,0,0,37,22.2,9.25,,5,,Next-Day Urgent,Normal
ZONE-4::RACK-1::795::GJ10X2304,DEW-2767-B90-795,0,2025-07-03,2025-07-06,0.6,0.25,0,0,37,22.2,9.25,,5,,Mid-Term,Normal
ZONE-4::RACK-1::185::GJ06X1549,DIG-2772-B30-185,1,2025-07-04,2025-07-07,1.2,0.7,0,0,46,55.2,32.2,,1,,Next-Day Urgent,Normal
ZONE-4::RACK-1::185::GJ06X5907,DIG-2775-B49-185,0,2025-07-05,2025-07-08,1.2,0.7,0,0,2,2.4,1.4,,0,,Mid-Term,Normal
ZONE-4::RACK-1::185::GJ06X9142,DIG-2776-B27-185,1,2025-07-05,2025-07-09,1.2,0.7,0,0,36,43.2,25.2,,3,,Mid-Term,Normal
ZONE-4::RACK-2::185::GJ22X5898,DIG-2779-B13-185,1,2025-07-04,2025-07-08,1.2,0.7,0,0,38,45.6,26.6,,1,,Next-Day Urgent,Normal
ZONE-4::RACK-2::285::GJ06X1200,VIT-2781-B67-285,1,2025-07-03,2025-07-05,0.5,0.3,0,0,32,16.0,9.6,,5,,Same-Day Urgent,Normal
ZONE-4::RACK-2::795::GJ27X9363,DEW-2784-B79-795,0,2025-07-03,2025-07-05,0.6,0.25,0,0,31,18.6,7.75,,5,,Mid-Term,Normal
ZONE-4::RACK-3::434::GJ27X7409,SUP-2793-B89-434,0,2025-07-04,2025-07-07,2.5,1.2,0,0,27,67.5,32.4,,1,,Mid-Term,Normal
ZONE-4::RACK-3::795::GJ24X8239,DEW-2794-B85-795,1,2025-07-04,2025-07-08,0.6,0.25,0,0,21,12.6,5.25,,0,,Next-Day Urgent,Normal
ZONE-4::RACK-4::285::GJ14X8889,VIT-2796-B64-285,1,2025-07-05,2025-07-08,0.5,0.3,0,0,50,25.0,15.0,,5,,Next-Day Urgent,Normal
ZONE-4::RACK-4::434::GJ17X4217,SUP-2797-B56-434,1,2025-07-03,2025-07-07,2.5,1.2,0,0,46,115.0,55.2,,2,,Next-Day Urgent,Normal
ZONE-4::RACK-4::285::GJ30X6638,VIT-2799-B67-285,1,2025-07-05,2025-07-08,0.5,0.3,0,0,33,16.5,9.9,,5,,Next-Day Urgent,Normal
ZONE-4::RACK-4::434::GJ18X2499,SUP-2800-B30-434,1,2025-07-03,2025-07-06,2.5,1.2,0,0,20,50.0,24.0,,1,,Same-Day Urgent,Normal
ZONE-4::RACK-4::185::GJ04X5804,DIG-2803-B28-185,0,2025-07-03,2025-07-06,1.2,0.7,0,0,12,14.4,8.399999999999999,,5,,Mid-Term,Normal
ZONE-4::RACK-5::434::GJ05X2776,SUP-2804-B51-434,0,2025-07-05,2025-07-08,2.5,1.2,0,0,35,87.5,42.0,,4,,Mid-Term,Normal
ZONE-4::RACK-5::795::GJ18X7432,DEW-2807-B12-795,0,2025-07-04,2025-07-07,0.6,0.25,0,0,21,12.6,5.25,,0,,Mid-Term,Normal
ZONE-4::RACK-5::285::GJ27X7102,VIT-2814-B13-285,1,2025-07-03,2025-07-07,0.5,0.3,0,0,21,10.5,6.3,,0,,Next-Day Urgent,Normal
ZONE-4::RACK-5::434::GJ21X7008,SUP-2818-B26-434,0,2025-07-04,2025-07-06,2.5,1.2,0,0,41,102.5,49.2,,2,,Mid-Term,Normal
ZONE-4::RACK-6::185::GJ30X2401,DIG-2821-B77-185,1,2025-07-05,2025-07-07,1.2,0.7,0,0,5,6.0,3.5,,0,,Next-Day Urgent,Normal
ZONE-4::RACK-6::434::GJ30X6044,SUP-2822-B89-434,1,2025-07-04,2025-07-06,2.5,1.2,0,0,29,72.5,34.8,,4,,Same-Day Urgent,Normal
ZONE-4::RACK-6::434::GJ13X2230,SUP-2823-B33-434,0,2025-07-03,2025-07-07,2.5,1.2,0,0,21,52.5,25.2,,1,,Mid-Term,Normal
ZONE-4::RACK-6::185::GJ14X3727,DIG-2824-B92-185,1,2025-07-05,2025-07-07,1.2,0.7,0,0,22,26.4,15.4,,5,,Next-Day Urgent,Normal
ZONE-4::RACK-6::434::GJ13X8172,SUP-2827-B25-434,1,2025-07-05,2025-07-07,2.5,1.2,0,0,14,35.0,16.8,,3,,Next-Day Urgent,Normal
ZONE-4::RACK-7::185::GJ09X8395,DIG-2830-B29-185,1,2025-07-03,2025-07-07,1.2,0.7,0,0,1,1.2,0.7,,0,,Next-Day Urgent,Normal
ZONE-4::RACK-7::795::GJ06X2813,DEW-2831-B23-795,0,2025-07-03,2025-07-06,0.6,0.25,0,0,8,4.8,2.0,,0,,Mid-Term,Normal
ZONE-4::RACK-7::434::GJ13X2230,SUP-2832-B53-434,0,2025-07-05,2025-07-09,2.5,1.2,0,0,1,2.5,1.2,,0,,Mid-Term,Normal
ZONE-4::RACK-7::434::GJ10X2304,SUP-2834-B96-434,1,2025-07-05,2025-07-08,2.5,1.2,0,0,25,62.5,30.0,,1,,Next-Day Urgent,Normal
ZONE-4::RACK-8::185::GJ17X2836,DIG-2841-B61-185,1,2025-07-05,2025-07-09,1.2,0.7,0,0,31,37.2,21.7,,3,,Mid-Term,Normal
ZONE-4::RACK-8::285::GJ05X6015,VIT-2844-B66-285,1,2025-07-05,2025-07-09,0.5,0.3,0,0,43,21.5,12.9,,5,,Mid-Term,Normal
ZONE-4::RACK-8::285::GJ30X2401,VIT-2846-B48-285,1,2025-07-05,2025-07-09,0.5,0.3,0,0,33,16.5,9.9,,5,,Mid-Term,Normal
ZONE-4::RACK-8::795::GJ06X6051,DEW-2850-B94-795,1,2025-07-03,2025-07-05,0.6,0.25,0,0,44,26.4,11.0,,5,,Same-Day Urgent,Normal
ZONE-4::RACK-9::285::GJ22X4867,VIT-2854-B83-285,0,2025-07-05,2025-07-07,0.5,0.3,0,0,10,5.0,3.0,,0,,Mid-Term,Normal
ZONE-4::RACK-9::285::GJ14X8855,VIT-2856-B40-285,1,2025-07-04,2025-07-07,0.5,0.3,0,0,4,2.0,1.2,,0,,Next-Day Urgent,Normal
ZONE-4::RACK-9::185::GJ24X1949,DIG-2857-B43-185,0,2025-07-03,2025-07-06,1.2,0.7,0,0,5,6.0,3.5,,0,,Mid-Term,Normal
ZONE-4::RACK-10::434::GJ05X5064,SUP-2858-B44-434,1,2025-07-03,2025-07-07,2.5,1.2,0,0,13,32.5,15.6,,3,,Next-Day Urgent,Normal
ZONE-4::RACK-10::434::GJ15X3297,SUP-2862-B43-434,1,2025-07-05,2025-07-07,2.5,1.2,0,0,34,85.0,40.8,,4,,Next-Day Urgent,Normal
ZONE-4::RACK-10::185::GJ24X6532,DIG-2864-B21-185,1,2025-07-05,2025-07-09,1.2,0.7,0,0,11,13.2,7.699999999999999,,0,,Mid-Term,Normal
ZONE-4::RACK-10::795::GJ01X2097,DEW-2867-B32-795,0,2025-07-03,2025-07-07,0.6,0.25,0,0,25,15.0,6.25,,0,,Mid-Term,Normal
ZONE-4::RACK-1::185::GJ08X2500,DIG-2868-B88-185,1,2025-07-05,2025-07-07,1.2,0.7,0,0,15,18.0,10.5,,5,,Next-Day Urgent,Normal
ZONE-4::RACK-1::185::GJ09X1112,DIG-2873-B12-185,0,2025-07-05,2025-07-09,1.2,0.7,0,0,6,7.199999999999999,4.199999999999999,,0,,Mid-Term,Normal
ZONE-4::RACK-1::185::GJ01X2039,DIG-2876-B77-185,1,2025-07-03,2025-07-05,1.2,0.7,0,0,17,20.4,11.9,,5,,Same-Day Urgent,Normal
ZONE-4::RACK-2::285::GJ25X8456,VIT-2877-B51-285,1,2025-07-03,2025-07-07,0.5,0.3,0,0,25,12.5,7.5,,0,,Next-Day Urgent,Normal
ZONE-4::RACK-2::795::GJ30X4471,DEW-2878-B89-795,0,2025-07-03,2025-07-06,0.6,0.25,0,0,29,17.4,7.25,,5,,Mid-Term,Normal
ZONE-4::RACK-2::795::GJ03X5022,DEW-2880-B64-795,0,2025-07-05,2025-07-07,0.6,0.25,0,0,36,21.6,9.0,,5,,Mid-Term,Normal
ZONE-4::RACK-2::285::GJ10X4612,VIT-2882-B59-285,1,2025-07-04,2025-07-08,0.5,0.3,0,0,35,17.5,10.5,,5,,Next-Day Urgent,Normal
ZONE-4::RACK-3::434::GJ11X2202,SUP-2884-B19-434,1,2025-07-03,2025-07-06,2.5,1.2,0,0,50,125.0,60.0,,2,,Same-Day Urgent,Normal
ZONE-4::RACK-3::795::GJ12X3425,DEW-2885-B42-795,1,2025-07-04,2025-07-08,0.6,0.25,0,0,26,15.6,6.5,,0,,Next-Day Urgent,Normal
ZONE-4::RACK-3::285::GJ24X8239,VIT-2892-B84-285,1,2025-07-05,2025-07-07,0.5,0.3,0,0,46,23.0,13.8,,5,,Next-Day Urgent,Normal
ZONE-4::RACK-3::795::GJ28X7060,DEW-2893-B26-795,1,2025-07-05,2025-07-08,0.6,0.25,0,0,40,24.0,10.0,,5,,Next-Day Urgent,Normal
ZONE-4::RACK-4::434::GJ04X5804,SUP-2901-B20-434,1,2025-07-04,2025-07-06,2.5,1.2,0,0,23,57.5,27.6,,1,,Same-Day Urgent,Normal
ZONE-4::RACK-4::795::GJ06X5907,DEW-2903-B43-795,0,2025-07-04,2025-07-06,0.6,0.25,0,0,40,24.0,10.0,,5,,Mid-Term,Normal
ZONE-4::RACK-4::795::GJ23X2866,DEW-2904-B67-795,1,2025-07-03,2025-07-06,0.6,0.25,0,0,35,21.0,8.75,,5,,Same-Day Urgent,Normal
ZONE-4::RACK-4::285::GJ09X1112,VIT-2907-B77-285,1,2025-07-05,2025-07-09,0.5,0.3,0,0,33,16.5,9.9,,5,,Mid-Term,Normal
ZONE-4::RACK-4::185::GJ14X1705,DIG-2908-B67-185,0,2025-07-04,2025-07-07,1.2,0.7,0,0,6,7.199999999999999,4.199999999999999,,0,,Mid-Term,Normal
ZONE-4::RACK-5::185::GJ23X7398,DIG-2909-B23-185,1,2025-07-05,2025-07-09,1.2,0.7,0,0,22,26.4,15.4,,5,,Mid-Term,Normal
ZONE-4::RACK-5::795::GJ11X5333,DEW-2910-B81-795,1,2025-07-05,2025-07-09,0.6,0.25,0,0,34,20.4,8.5,,5,,Mid-Term,Normal
ZONE-4::RACK-6::434::GJ01X1573,SUP-2918-B45-434,0,2025-07-05,2025-07-07,2.5,1.2,0,0,47,117.5,56.4,,2,,Mid-Term,Normal
ZONE-4::RACK-6::185::GJ25X8456,DIG-2924-B63-185,0,2025-07-05,2025-07-08,1.2,0.7,0,0,8,9.6,5.6,,0,,Mid-Term,Normal
ZONE-4::RACK-6::434::GJ12X5328,SUP-2926-B39-434,0,2025-07-05,2025-07-08,2.5,1.2,0,0,30,75.0,36.0,,4,,Mid-Term,Normal
ZONE-4::RACK-7::434::GJ27X8741,SUP-2928-B87-434,0,2025-07-03,2025-07-05,2.5,1.2,0,0,12,30.0,14.4,,5,,Mid-Term,Normal
ZONE-4::RACK-7::185::GJ14X8889,DIG-2930-B86-185,1,2025-07-05,2025-07-07,1.2,0.7,0,0,49,58.8,34.3,,1,,Next-Day Urgent,Normal
ZONE-4::RACK-7::434::GJ01X4053,SUP-2933-B73-434,1,2025-07-04,2025-07-06,2.5,1.2,0,0,49,122.5,58.8,,2,,Same-Day Urgent,Normal
ZONE-4::RACK-7::285::GJ05X8172,VIT-2935-B77-285,0,2025-07-04,2025-07-08,0.5,0.3,0,0,18,9.0,5.4,,0,,Mid-Term,Normal
ZONE-4::RACK-7::185::GJ15X1880,DIG-2937-B98-185,0,2025-07-04,2025-07-07,1.2,0.7,0,0,35,42.0,24.5,,3,,Mid-Term,Normal
ZONE-4::RACK-8::185::GJ11X2202,DIG-2939-B51-185,1,2025-07-03,2025-07-06,1.2,0.7,0,0,1,1.2,0.7,,0,,Same-Day Urgent,Normal
ZONE-4::RACK-8::795::GJ16X7961,DEW-2941-B55-795,0,2025-07-05,2025-07-07,0.6,0.25,0,0,20,12.0,5.0,,0,,Mid-Term,Normal
ZONE-4::RACK-8::285::GJ27X8741,VIT-2944-B39-285,1,2025-07-03,2025-07-07,0.5,0.3,0,0,44,22.0,13.2,,5,,Next-Day Urgent,Normal
ZONE-4::RACK-8::434::GJ25X9157,SUP-2945-B45-434,1,2025-07-04,2025-07-06,2.5,1.2,0,0,38,95.0,45.6,,4,,Same-Day Urgent,Normal
ZONE-4::RACK-8::434::GJ15X1880,SUP-2948-B84-434,1,2025-07-04,2025-07-08,2.5,1.2,0,0,12,30.0,14.4,,5,,Next-Day Urgent,Normal
ZONE-4::RACK-9::285::GJ13X8172,VIT-2949-B37-285,1,2025-07-05,2025-07-07,0.5,0.3,0,0,19,9.5,5.7,,0,,Next-Day Urgent,Normal
ZONE-4::RACK-9::434::GJ03X4858,SUP-2951-B85-434,0,2025-07-05,2025-07-09,2.5,1.2,0,0,32,80.0,38.4,,4,,Mid-Term,Normal
ZONE-4::RACK-9::285::GJ14X8889,VIT-2953-B58-285,1,2025-07-04,2025-07-07,0.5,0.3,0,0,44,22.0,13.2,,5,,Next-Day Urgent,Normal
ZONE-4::RACK-9::285::GJ27X4558,VIT-2956-B90-285,1,2025-07-04,2025-07-08,0.5,0.3,0,0,43,21.5,12.9,,5,,Next-Day Urgent,Normal
ZONE-4::RACK-9::285::GJ10X5398,VIT-2957-B59-285,1,2025-07-04,2025-07-08,0.5,0.3,0,0,37,18.5,11.1,,5,,Next-Day Urgent,Normal
ZONE-4::RACK-10::434::GJ14X5369,SUP-2958-B47-434,0,2025-07-04,2025-07-07,2.5,1.2,0,0,33,82.5,39.6,,4,,Mid-Term,Normal
ZONE-4::RACK-10::795::GJ02X4245,DEW-2959-B67-795,1,2025-07-05,2025-07-07,0.6,0.25,0,0,19,11.4,4.75,,0,,Next-Day Urgent,Normal
ZONE-4::RACK-10::434::GJ14X8889,SUP-2961-B31-434,0,2025-07-05,2025-07-08,2.5,1.2,0,0,14,35.0,16.8,,3,,Mid-Term,Normal
ZONE-4::RACK-10::795::GJ29X3199,DEW-2963-B33-795,0,2025-07-03,2025-07-07,0.6,0.25,0,0,2,1.2,0.5,,0,,Mid-Term,Normal
ZONE-4::RACK-1::434::GJ21X7971,SUP-2972-B34-434,1,2025-07-03,2025-07-05,2.5,1.2,0,0,30,75.0,36.0,,4,,Same-Day Urgent,Normal
ZONE-4::RACK-1::285::GJ14X1053,VIT-2974-B94-285,1,2025-07-04,2025-07-06,0.5,0.3,0,0,33,16.5,9.9,,5,,Same-Day Urgent,Normal
ZONE-4::RACK-1::285::GJ14X8855,VIT-2977-B68-285,1,2025-07-05,2025-07-09,0.5,0.3,0,0,26,13.0,7.8,,0,,Mid-Term,Normal
ZONE-4::RACK-1::285::GJ24X1949,VIT-2978-B93-285,1,2025-07-03,2025-07-05,0.5,0.3,0,0,39,19.5,11.7,,5,,Same-Day Urgent,Normal
ZONE-4::RACK-1::434::GJ01X2097,SUP-2979-B34-434,0,2025-07-04,2025-07-06,2.5,1.2,0,0,39,97.5,46.8,,4,,Mid-Term,Normal
ZONE-4::RACK-2::185::GJ22X1394,DIG-2981-B13-185,1,2025-07-04,2025-07-07,1.2,0.7,0,0,38,45.6,26.6,,1,,Next-Day Urgent,Normal
ZONE-4::RACK-2::795::GJ17X1851,DEW-2982-B54-795,1,2025-07-05,2025-07-09,0.6,0.25,0,0,19,11.4,4.75,,0,,Mid-Term,Normal
ZONE-4::RACK-2::185::GJ07X1921,DIG-2984-B85-185,0,2025-07-05,2025-07-09,1.2,0.7,0,0,7,8.4,4.9,,0,,Mid-Term,Normal
ZONE-4::RACK-2::795::GJ10X3428,DEW-2985-B29-795,0,2025-07-03,2025-07-07,0.6,0.25,0,0,14,8.4,3.5,,0,,Mid-Term,Normal
ZONE-4::RACK-3::795::GJ08X4506,DEW-2986-B61-795,0,2025-07-03,2025-07-05,0.6,0.25,0,0,19,11.4,4.75,,0,,Mid-Term,Normal
ZONE-4::RACK-3::434::GJ13X7840,SUP-2990-B95-434,0,2025-07-03,2025-07-05,2.5,1.2,0,0,19,47.5,22.8,,3,,Mid-Term,Normal
ZONE-4::RACK-3::795::GJ09X4010,DEW-2992-B47-795,0,2025-07-04,2025-07-07,0.6,0.25,0,0,50,30.0,12.5,,5,,Mid-Term,Normal
ZONE-4::RACK-3::434::GJ28X5690,SUP-2995-B47-434,1,2025-07-04,2025-07-08,2.5,1.2,0,0,9,22.5,10.8,,5,,Next-Day Urgent,Normal
ZONE-4::RACK-4::795::GJ25X8456,DEW-2998-B74-795,0,2025-07-03,2025-07-06,0.6,0.25,0,0,42,25.2,10.5,,5,,Mid-Term,Normal
ZONE-4::RACK-4::185::GJ17X1851,DIG-3000-B88-185,0,2025-07-03,2025-07-07,1.2,0.7,0,0,23,27.6,16.099999999999998,,5,,Mid-Term,Normal
ZONE-4::RACK-4::434::GJ19X6467,SUP-3009-B34-434,0,2025-07-05,2025-07-08,2.5,1.2,0,0,12,30.0,14.4,,5,,Mid-Term,Normal
ZONE-4::RACK-5::795::GJ10X5068,DEW-3015-B84-795,1,2025-07-04,2025-07-07,0.6,0.25,0,0,28,16.8,7.0,,5,,Next-Day Urgent,Normal
ZONE-4::RACK-5::795::GJ23X8925,DEW-3020-B84-795,0,2025-07-05,2025-07-08,0.6,0.25,0,0,43,25.8,10.75,,5,,Mid-Term,Normal
ZONE-4::RACK-5::795::GJ16X7961,DEW-3022-B77-795,0,2025-07-05,2025-07-09,0.6,0.25,0,0,26,15.6,6.5,,0,,Mid-Term,Normal
ZONE-4::RACK-5::434::GJ17X3593,SUP-3023-B77-434,0,2025-07-04,2025-07-08,2.5,1.2,0,0,22,55.0,26.4,,1,,Mid-Term,Normal
ZONE-4::RACK-5::795::GJ14X1053,DEW-3025-B39-795,1,2025-07-03,2025-07-05,0.6,0.25,0,0,11,6.6,2.75,,0,,Same-Day Urgent,Normal
ZONE-4::RACK-6::434::GJ17X3593,SUP-3028-B79-434,1,2025-07-04,2025-07-06,2.5,1.2,0,0,43,107.5,51.6,,2,,Same-Day Urgent,Normal
ZONE-4::RACK-6::185::GJ27X3348,DIG-3030-B54-185,0,2025-07-03,2025-07-05,1.2,0.7,0,0,15,18.0,10.5,,5,,Mid-Term,Normal
ZONE-4::RACK-6::795::GJ10X5561,DEW-3031-B76-795,0,2025-07-03,2025-07-07,0.6,0.25,0,0,12,7.199999999999999,3.0,,0,,Mid-Term,Normal
ZONE-4::RACK-6::185::GJ03X4858,DIG-3035-B90-185,1,2025-07-05,2025-07-08,1.2,0.7,0,0,23,27.6,16.099999999999998,,5,,Next-Day Urgent,Normal
ZONE-4::RACK-7::795::GJ03X4858,DEW-3038-B31-795,0,2025-07-05,2025-07-07,0.6,0.25,0,0,4,2.4,1.0,,0,,Mid-Term,Normal
ZONE-4::RACK-7::795::GJ26X5488,DEW-3041-B37-795,0,2025-07-05,2025-07-09,0.6,0.25,0,0,43,25.8,10.75,,5,,Mid-Term,Normal
ZONE-4::RACK-7::795::GJ03X7424,DEW-3044-B97-795,0,2025-07-03,2025-07-06,0.6,0.25,0,0,3,1.7999999999999998,0.75,,0,,Mid-Term,Normal
ZONE-4::RACK-7::434::GJ01X7726,SUP-3047-B32-434,0,2025-07-04,2025-07-06,2.5,1.2,0,0,11,27.5,13.2,,5,,Mid-Term,Normal
ZONE-4::RACK-8::434::GJ30X6638,SUP-3050-B42-434,0,2025-07-03,2025-07-06,2.5,1.2,0,0,27,67.5,32.4,,1,,Mid-Term,Normal
ZONE-4::RACK-8::185::GJ30X6985,DIG-3051-B56-185,0,2025-07-05,2025-07-07,1.2,0.7,0,0,2,2.4,1.4,,0,,Mid-Term,Normal
