OrderID,Order_Date,Expiry_Date,Pallet_Size,Route_Type,Mode_of_Transport,Urgent_Order_Flag,Fragility,Dispatch_Window,Temp_Sensitive
0B1C91ED-ED49-4097-A141,15/06/2025,26/04/2026,80,Intercity,Medium Truck,No,Yes,27/06/2025,No
26CCEC85-2882-41CD-9F5F,16/06/2025,12/12/2025,80,Intercity,Medium Truck,No,No,28/06/2025,No
377D3F09-2F96-463F-83B6,21/06/2025,18/02/2027,80,Local,Small Truck,No,Yes,27/06/2025,Yes
349677ED-C9A2-4489-B838,17/06/2025,18/01/2027,100,Interstate,Big Truck,No,No,26/06/2025,No
49AE8D1C-B89A-4CAA-93EC,19/06/2025,23/12/2025,150,Local,Small Truck,Yes,Yes,25/06/2025,Yes
A50039A7-4C75-438E-9D6D,18/06/2025,25/11/2025,100,Local,Small Truck,No,No,26/06/2025,No
1538C479-E738-483D-81A1,15/06/2025,07/05/2027,60,Local,Small Truck,No,Yes,26/06/2025,Yes
172A8DBE-76F5-438B-AE50,15/06/2025,12/05/2026,120,Interstate,Big Truck,No,No,24/06/2025,Yes
2B196F5D-ABD6-4CFF-8786,17/06/2025,09/12/2026,120,Local,Small Truck,No,No,23/06/2025,Yes
60240443-DEAE-49DE-88E1,16/06/2025,25/09/2026,120,Local,Small Truck,Yes,Yes,27/06/2025,Yes
79FABEA8-AAD9-44F1-81DC,16/06/2025,18/01/2026,120,Local,Small Truck,No,No,25/06/2025,Yes
7A5A9A6E-8B15-4B18-BBFA,21/06/2025,26/01/2026,80,Local,Small Truck,Yes,Yes,23/06/2025,Yes
DF9BFC4C-084D-494B-A441,21/06/2025,28/05/2027,80,Interstate,Big Truck,No,No,24/06/2025,No
CFB7E900-9CF3-4B06-A679,21/06/2025,15/03/2026,150,Local,Small Truck,Yes,Yes,29/06/2025,Yes
20CD2B4E-A04B-41E4-86F4,20/06/2025,24/02/2026,120,Intercity,Medium Truck,No,Yes,24/06/2025,Yes
47A6E102-69C3-4123-8BDA,17/06/2025,20/03/2027,120,Local,Small Truck,No,No,23/06/2025,No
D9E4F318-3904-4152-BB2D,19/06/2025,03/06/2026,150,Local,Small Truck,Yes,No,25/06/2025,No
51872929-7E07-469A-9A0D,18/06/2025,24/08/2025,100,Local,Small Truck,No,No,25/06/2025,No
B91A5AB9-937F-4DA0-A0C5,20/06/2025,06/06/2027,80,Interstate,Big Truck,Yes,No,28/06/2025,No
704E67BE-4273-4479-A713,16/06/2025,13/10/2026,80,Intercity,Medium Truck,Yes,Yes,23/06/2025,Yes
2FBB59EB-AA70-4705-9BD6,21/06/2025,30/04/2027,100,Interstate,Big Truck,Yes,No,26/06/2025,Yes
CF705455-B2C8-418D-8EF9,16/06/2025,13/01/2026,80,Intercity,Medium Truck,Yes,Yes,26/06/2025,No
1FFB75AE-1480-4008-AA81,19/06/2025,22/10/2026,100,Interstate,Big Truck,No,Yes,26/06/2025,Yes
12375A8B-5EAA-43B5-BF8A,16/06/2025,12/04/2026,100,Interstate,Big Truck,No,Yes,28/06/2025,No
1B2F1480-7A98-4834-9421,18/06/2025,27/09/2025,80,Local,Small Truck,Yes,Yes,25/06/2025,No
A9F4639B-384A-4AB9-BC8E,21/06/2025,03/10/2026,80,Interstate,Big Truck,Yes,No,29/06/2025,No
034438F6-A5EC-4A2D-80E8,17/06/2025,04/05/2026,120,Interstate,Big Truck,Yes,No,23/06/2025,No
2031A87E-8ACC-4843-9010,17/06/2025,01/05/2026,100,Intercity,Medium Truck,Yes,No,28/06/2025,Yes
29A2C049-A70C-4BBC-BB6C,17/06/2025,08/04/2026,150,Intercity,Medium Truck,Yes,No,24/06/2025,No
406EF863-A7B9-4032-9F55,18/06/2025,18/02/2026,80,Intercity,Medium Truck,No,Yes,23/06/2025,Yes
C336EC4D-EFFB-43BB-9656,20/06/2025,29/08/2025,150,Interstate,Big Truck,No,Yes,28/06/2025,Yes
395828AD-B861-4A3F-8F47,18/06/2025,26/03/2027,60,Intercity,Medium Truck,No,No,23/06/2025,Yes
9848642B-B231-452A-9002,20/06/2025,02/06/2027,150,Interstate,Big Truck,Yes,Yes,25/06/2025,Yes
3CEE6D84-BCC2-4CB8-A96A,17/06/2025,02/02/2026,120,Intercity,Medium Truck,No,No,25/06/2025,Yes
6000A8E8-E8FD-49CA-8D85,19/06/2025,22/07/2026,100,Local,Small Truck,Yes,Yes,26/06/2025,Yes
347B51DD-6BFA-4E9E-94A8,21/06/2025,14/06/2026,60,Intercity,Medium Truck,No,Yes,26/06/2025,Yes
8F324291-26FA-415C-9D76,20/06/2025,24/10/2026,100,Interstate,Big Truck,No,No,25/06/2025,No
F200C2BD-0455-4276-9ED9,18/06/2025,28/03/2026,60,Local,Small Truck,No,No,25/06/2025,Yes
705437B1-DD4D-4D3E-BE19,21/06/2025,09/12/2025,60,Intercity,Medium Truck,No,Yes,25/06/2025,Yes
8ABE9F44-14D6-413B-B778,15/06/2025,15/10/2025,150,Local,Small Truck,Yes,No,27/06/2025,Yes
FD915801-7E3A-4083-8CB1,19/06/2025,21/04/2026,100,Local,Small Truck,Yes,No,25/06/2025,Yes
439C481E-A4FC-4758-A842,15/06/2025,22/12/2026,80,Intercity,Medium Truck,No,No,23/06/2025,Yes
6D6D4577-DDD4-4183-A3A0,19/06/2025,23/03/2027,120,Local,Small Truck,No,No,24/06/2025,No
00CDBEDC-8827-45DD-A7A5,16/06/2025,25/12/2026,80,Intercity,Medium Truck,Yes,Yes,24/06/2025,No
8D4436DD-DE96-4ADB-8391,20/06/2025,09/02/2027,80,Local,Small Truck,Yes,No,24/06/2025,Yes
3B9F5B87-63D9-4EBD-91D8,16/06/2025,06/10/2025,120,Interstate,Big Truck,No,Yes,29/06/2025,Yes
3A7B32F2-6F7D-4986-9096,16/06/2025,16/03/2027,100,Local,Small Truck,Yes,Yes,29/06/2025,Yes
EB89FA16-0C6E-4772-AE31,18/06/2025,22/03/2026,120,Interstate,Big Truck,No,Yes,28/06/2025,No
043738A3-B4B6-46EB-890D,20/06/2025,16/12/2025,100,Interstate,Big Truck,Yes,No,29/06/2025,No
79B597AE-43A0-4FB1-8F27,19/06/2025,22/11/2026,80,Intercity,Medium Truck,Yes,No,27/06/2025,Yes
C5C02986-44D3-4D7B-BF53,20/06/2025,27/02/2026,80,Interstate,Big Truck,Yes,No,29/06/2025,Yes
39D69807-12E5-4254-9293,17/06/2025,17/05/2027,60,Local,Small Truck,Yes,No,23/06/2025,Yes
BCB878AB-22AD-418B-835A,17/06/2025,04/09/2026,120,Intercity,Medium Truck,No,No,26/06/2025,No
84911652-F40F-4FC9-B5AA,21/06/2025,31/10/2025,120,Intercity,Medium Truck,No,Yes,25/06/2025,Yes
98D6870D-5DC3-413B-8FB3,21/06/2025,16/11/2026,120,Local,Small Truck,No,No,25/06/2025,Yes
9A9CD533-6413-4229-869C,17/06/2025,17/02/2027,100,Interstate,Big Truck,Yes,No,26/06/2025,No
E9871A58-390F-44BB-A368,17/06/2025,21/03/2026,150,Interstate,Big Truck,Yes,Yes,29/06/2025,Yes
C233FA1B-1E31-40EA-894D,18/06/2025,10/01/2026,80,Local,Small Truck,No,No,23/06/2025,Yes
AABF7B78-939E-4C67-98E5,18/06/2025,20/05/2027,100,Interstate,Big Truck,Yes,Yes,26/06/2025,Yes
A2F9022A-69A0-4896-B9CB,20/06/2025,17/03/2027,60,Interstate,Big Truck,Yes,No,24/06/2025,No
18C1E592-AAD2-424D-9100,18/06/2025,27/08/2025,100,Local,Small Truck,No,No,27/06/2025,Yes
0B2D4D10-AEBA-4659-9776,19/06/2025,09/11/2026,120,Intercity,Medium Truck,No,Yes,23/06/2025,No
55921121-9531-48BA-8895,15/06/2025,28/02/2026,60,Intercity,Medium Truck,Yes,Yes,28/06/2025,Yes
6EA815C0-47F7-4743-A367,15/06/2025,11/09/2026,60,Local,Small Truck,No,Yes,25/06/2025,Yes
791B2975-28B9-4E31-9520,20/06/2025,23/10/2025,150,Local,Small Truck,No,Yes,27/06/2025,Yes
B96C26FC-4689-4990-AC98,17/06/2025,19/01/2027,60,Intercity,Medium Truck,Yes,Yes,25/06/2025,No
2EDA4802-12F0-4256-8BF2,19/06/2025,25/09/2026,150,Interstate,Big Truck,Yes,No,28/06/2025,Yes
EE84BF05-3190-402C-B362,17/06/2025,14/11/2025,100,Interstate,Big Truck,No,Yes,28/06/2025,Yes
4E08A114-979B-4ECD-B7BA,15/06/2025,27/11/2025,60,Interstate,Big Truck,Yes,No,28/06/2025,Yes
BB43C9A8-1449-42AE-9876,18/06/2025,05/08/2026,80,Local,Small Truck,Yes,Yes,27/06/2025,No
74050A99-1AD9-4B6F-8DF8,17/06/2025,20/06/2026,100,Local,Small Truck,Yes,Yes,26/06/2025,No
08891271-0D04-4578-8389,19/06/2025,30/12/2026,100,Intercity,Medium Truck,Yes,Yes,28/06/2025,Yes
78704A5E-79EE-4172-9739,17/06/2025,29/09/2025,150,Local,Small Truck,No,No,25/06/2025,Yes
E8C629A2-20BC-4D99-801C,15/06/2025,31/12/2025,60,Intercity,Medium Truck,No,No,25/06/2025,No
CFE29843-9B48-4F85-B883,18/06/2025,11/09/2026,80,Local,Small Truck,Yes,No,27/06/2025,No
93EB0BC5-CBBE-4A49-9BFD,17/06/2025,09/03/2026,80,Local,Small Truck,Yes,No,23/06/2025,No
EE609E63-3AF6-4F3E-9327,15/06/2025,23/03/2026,100,Intercity,Medium Truck,No,Yes,26/06/2025,Yes
FEF30CCC-377C-414F-8255,17/06/2025,07/09/2026,120,Intercity,Medium Truck,Yes,Yes,24/06/2025,Yes
BB0F1EFF-036E-404F-B020,15/06/2025,19/11/2025,150,Interstate,Big Truck,No,Yes,23/06/2025,No
022E7795-8C03-4FA0-B475,20/06/2025,28/02/2026,80,Interstate,Big Truck,No,Yes,29/06/2025,No
083FBB10-573F-42DB-B01B,15/06/2025,07/10/2026,60,Intercity,Medium Truck,No,Yes,26/06/2025,No
02330225-2312-4002-9BB1,19/06/2025,26/09/2025,150,Interstate,Big Truck,No,No,27/06/2025,Yes
7B178ED7-13DC-4F19-BCE7,18/06/2025,20/01/2026,150,Interstate,Big Truck,Yes,Yes,24/06/2025,No
5BD01CB2-735B-4F92-B10A,17/06/2025,18/02/2026,120,Intercity,Medium Truck,Yes,Yes,25/06/2025,No
2463A3D9-8F65-43AF-AE67,18/06/2025,10/03/2026,80,Interstate,Big Truck,No,Yes,29/06/2025,No
A8B85EEC-C344-4083-93B3,19/06/2025,02/04/2026,120,Local,Small Truck,Yes,No,24/06/2025,Yes
184616F3-F81E-46B2-B55D,16/06/2025,14/09/2025,60,Local,Small Truck,No,Yes,26/06/2025,No
5EF083EB-7EAD-4E5D-A9F5,17/06/2025,18/04/2026,120,Local,Small Truck,No,Yes,29/06/2025,Yes
A914C5F2-E1C8-4CB2-87A3,20/06/2025,16/09/2025,60,Intercity,Medium Truck,No,No,26/06/2025,No
07ED89E4-1633-4085-A27B,19/06/2025,09/05/2026,120,Interstate,Big Truck,Yes,No,23/06/2025,No
52CE6F1F-584F-4CBF-AB08,20/06/2025,20/04/2026,120,Interstate,Big Truck,No,No,26/06/2025,Yes
25FC5BF8-F74A-4B4A-8F13,15/06/2025,18/10/2025,150,Intercity,Medium Truck,Yes,Yes,29/06/2025,Yes
5A6787D2-EE64-4FB5-BAB4,17/06/2025,29/09/2025,80,Local,Small Truck,Yes,No,24/06/2025,No
FBF6DE51-6161-498B-907D,17/06/2025,10/01/2027,60,Local,Small Truck,Yes,Yes,23/06/2025,No
576C06F4-C5F0-4FBF-B88A,17/06/2025,13/08/2026,100,Intercity,Medium Truck,Yes,Yes,27/06/2025,No
C8B87C66-B28A-4932-8166,18/06/2025,02/04/2027,60,Local,Small Truck,Yes,No,28/06/2025,No
CA3221F2-9980-4296-A167,18/06/2025,16/01/2027,150,Local,Small Truck,No,Yes,23/06/2025,Yes
0B87715C-B0B9-49AA-8C4B,17/06/2025,22/07/2026,150,Interstate,Big Truck,Yes,Yes,29/06/2025,No
6A7E3F55-6F9A-417C-A501,21/06/2025,21/08/2025,150,Intercity,Medium Truck,Yes,Yes,28/06/2025,No
1EA283A4-5DB2-4D87-93BD,19/06/2025,05/03/2026,80,Local,Small Truck,No,No,25/06/2025,Yes
41E662EB-C3D5-49D3-AB23,20/06/2025,24/01/2027,80,Interstate,Big Truck,No,Yes,26/06/2025,No
A262A4E8-B03D-4501-A7DE,18/06/2025,20/08/2026,80,Intercity,Medium Truck,Yes,No,24/06/2025,Yes
D19E19DA-C798-448B-B922,17/06/2025,06/02/2026,120,Interstate,Big Truck,No,Yes,23/06/2025,No
D03EC5DA-F1A0-47F7-9FD0,20/06/2025,23/02/2026,100,Local,Small Truck,Yes,Yes,26/06/2025,No
2FA77146-C6BB-4BFE-A495,17/06/2025,08/01/2026,120,Intercity,Medium Truck,No,Yes,28/06/2025,Yes
F77F5692-9EA4-4729-B9BD,18/06/2025,16/02/2027,80,Intercity,Medium Truck,No,No,24/06/2025,Yes
EB60ED19-4A9E-471A-8155,17/06/2025,23/11/2026,60,Intercity,Medium Truck,No,Yes,29/06/2025,Yes
13DD36BA-A3BF-43A6-A7FB,18/06/2025,20/03/2026,100,Local,Small Truck,Yes,Yes,24/06/2025,Yes
95180749-B453-4885-BD40,18/06/2025,29/11/2026,80,Intercity,Medium Truck,No,Yes,27/06/2025,No
FECB12FE-188F-49F9-836D,17/06/2025,13/09/2026,150,Intercity,Medium Truck,No,Yes,28/06/2025,No
A7F9A5CB-E768-4550-AD35,17/06/2025,10/11/2025,60,Local,Small Truck,Yes,Yes,29/06/2025,No
42B3248E-8198-4E88-915A,21/06/2025,17/09/2026,120,Local,Small Truck,Yes,Yes,23/06/2025,No
86D99AF4-5337-4265-BD86,16/06/2025,02/05/2027,80,Interstate,Big Truck,No,No,25/06/2025,No
B4976D60-F6B3-44FA-A0FA,21/06/2025,04/11/2026,120,Intercity,Medium Truck,Yes,No,25/06/2025,No
B0B495E3-C26E-4642-BFE5,20/06/2025,14/05/2027,120,Local,Small Truck,No,No,29/06/2025,No
E8FFD89E-C08F-437A-A41E,20/06/2025,30/12/2026,120,Local,Small Truck,No,Yes,23/06/2025,Yes
1B9F439F-444D-4007-98D6,20/06/2025,08/06/2027,150,Intercity,Medium Truck,Yes,Yes,28/06/2025,Yes
88E2B927-0454-434D-975C,19/06/2025,16/05/2026,100,Interstate,Big Truck,No,Yes,25/06/2025,No
10FE035A-E145-4F21-BA15,15/06/2025,27/03/2026,80,Interstate,Big Truck,Yes,No,23/06/2025,Yes
F4D621D0-5652-42DE-BB76,20/06/2025,24/05/2026,120,Intercity,Medium Truck,Yes,No,25/06/2025,Yes
9F7BE5B8-CED6-4747-B700,15/06/2025,13/01/2027,80,Intercity,Medium Truck,No,Yes,26/06/2025,No
326FE25E-6173-4D60-8113,15/06/2025,30/01/2027,150,Intercity,Medium Truck,Yes,No,29/06/2025,No
378306CE-E3AB-419B-A983,17/06/2025,18/03/2027,60,Local,Small Truck,Yes,Yes,24/06/2025,No
8841502A-1F7D-49B8-8BDB,20/06/2025,27/07/2026,80,Intercity,Medium Truck,No,No,24/06/2025,No
3BFD1DAE-ED96-408E-9750,15/06/2025,08/03/2026,100,Intercity,Medium Truck,No,Yes,29/06/2025,Yes
18A88507-B62B-41A0-8B88,17/06/2025,25/07/2026,120,Interstate,Big Truck,Yes,Yes,26/06/2025,Yes
A98CA366-CD74-4DC7-9D14,15/06/2025,03/11/2026,120,Intercity,Medium Truck,Yes,No,29/06/2025,Yes
D09DE627-262C-4AD8-A2EF,15/06/2025,19/05/2027,80,Local,Small Truck,Yes,Yes,29/06/2025,Yes
1A1ECF66-D1C1-4046-AB9A,15/06/2025,05/08/2026,80,Interstate,Big Truck,Yes,Yes,25/06/2025,No
174D95BD-691B-472D-B615,16/06/2025,29/09/2025,100,Intercity,Medium Truck,Yes,No,24/06/2025,No
549CD9BB-4F80-4280-B796,17/06/2025,23/05/2027,150,Local,Small Truck,Yes,Yes,26/06/2025,No
357F885F-6C6D-4F21-B7C2,21/06/2025,01/03/2027,60,Local,Small Truck,Yes,Yes,29/06/2025,No
5A4D125D-905D-4D18-97A8,18/06/2025,11/12/2026,80,Local,Small Truck,Yes,Yes,28/06/2025,Yes
09D8A6E3-A79F-49C5-9073,15/06/2025,06/03/2027,120,Local,Small Truck,No,Yes,26/06/2025,Yes
55CD611E-E2A5-4F40-9B8E,21/06/2025,11/10/2026,100,Local,Small Truck,No,No,27/06/2025,Yes
FE905595-CEB9-4B9E-84CF,18/06/2025,10/04/2027,120,Interstate,Big Truck,No,No,29/06/2025,Yes
B8F646BD-ACD6-43C3-B881,21/06/2025,03/11/2025,120,Interstate,Big Truck,No,Yes,23/06/2025,No
FED5E92E-F30A-466C-8C91,19/06/2025,17/12/2025,120,Interstate,Big Truck,Yes,No,26/06/2025,Yes
BF5134CE-D3A7-4777-9155,19/06/2025,03/06/2027,150,Interstate,Big Truck,Yes,No,25/06/2025,Yes
D2655B12-35D3-4EEF-B223,18/06/2025,02/05/2026,120,Intercity,Medium Truck,No,No,24/06/2025,Yes
9BA0E0A0-90EC-40E0-83D8,16/06/2025,04/02/2026,80,Interstate,Big Truck,No,No,25/06/2025,No
620A2B44-6EBC-4F10-A17C,18/06/2025,02/08/2026,150,Interstate,Big Truck,Yes,Yes,24/06/2025,Yes
0B465151-48C7-4EDC-AF04,15/06/2025,18/03/2026,120,Interstate,Big Truck,Yes,Yes,23/06/2025,No
67337075-1251-4536-8C86,18/06/2025,27/02/2026,80,Local,Small Truck,No,No,23/06/2025,Yes
5B5256F7-BB5C-4090-96DB,17/06/2025,27/06/2026,80,Intercity,Medium Truck,No,No,25/06/2025,No
BEA0EB4F-090E-4804-B588,17/06/2025,20/11/2026,120,Intercity,Medium Truck,Yes,Yes,26/06/2025,Yes
7FEAFC28-688C-4079-A29B,17/06/2025,18/12/2026,100,Local,Small Truck,Yes,No,25/06/2025,Yes
E387A9BA-E342-421D-A8AE,16/06/2025,21/10/2025,150,Intercity,Medium Truck,Yes,Yes,23/06/2025,No
1C2B928D-B8A1-4832-BD50,21/06/2025,25/09/2025,120,Local,Small Truck,No,Yes,28/06/2025,Yes
DD0CE816-AD67-4193-B747,19/06/2025,27/12/2025,80,Interstate,Big Truck,Yes,Yes,29/06/2025,Yes
45D39B87-F0D7-4743-8EAD,20/06/2025,02/02/2027,80,Interstate,Big Truck,No,No,27/06/2025,No
9022EA21-2B4E-449B-ADFB,21/06/2025,20/02/2027,120,Local,Small Truck,No,Yes,23/06/2025,No
46D415D9-57D5-4D3C-AFB6,18/06/2025,26/03/2026,60,Interstate,Big Truck,No,No,23/06/2025,No
B6C0C67A-6137-4113-84F3,18/06/2025,25/10/2026,100,Interstate,Big Truck,Yes,No,23/06/2025,Yes
F74AA8C2-099C-4FED-8359,19/06/2025,10/05/2027,150,Intercity,Medium Truck,No,Yes,26/06/2025,Yes
BB7D0F03-DB2C-4C8D-A55E,21/06/2025,29/12/2025,100,Local,Small Truck,No,No,29/06/2025,Yes
8A08CBCF-A3A7-45CB-A35A,17/06/2025,11/07/2026,60,Interstate,Big Truck,No,Yes,27/06/2025,No
FDD59EC3-CFC5-44C6-90F7,20/06/2025,24/04/2026,150,Local,Small Truck,Yes,Yes,23/06/2025,Yes
B297857E-6F25-4FA3-829F,17/06/2025,02/10/2026,100,Local,Small Truck,Yes,Yes,27/06/2025,No
FE6EE2F3-EC8D-42F5-B5B0,16/06/2025,26/02/2026,60,Intercity,Medium Truck,Yes,Yes,26/06/2025,No
66E002C8-ADA9-41B7-9C86,20/06/2025,23/08/2025,100,Local,Small Truck,No,No,29/06/2025,No
D7474F0C-5B4A-4DD5-9C7F,20/06/2025,07/09/2026,150,Local,Small Truck,No,Yes,23/06/2025,Yes
8A60E2CF-F693-4EC0-8729,15/06/2025,09/05/2027,100,Local,Small Truck,Yes,No,29/06/2025,Yes
C8FD47FC-EAAC-4160-A82D,15/06/2025,28/12/2026,150,Interstate,Big Truck,Yes,No,27/06/2025,Yes
21A3C36B-694F-425D-A8EB,18/06/2025,03/04/2027,80,Local,Small Truck,No,No,24/06/2025,Yes
E5419CCB-8C5E-4AB6-926E,16/06/2025,12/06/2027,100,Intercity,Medium Truck,No,Yes,29/06/2025,No
C70E72E4-14ED-4E58-A10C,21/06/2025,25/11/2026,60,Intercity,Medium Truck,No,No,23/06/2025,Yes
CE89FB95-F416-4444-8E45,18/06/2025,22/07/2026,150,Local,Small Truck,No,Yes,23/06/2025,Yes
1434BC98-091B-4EDF-A598,20/06/2025,17/11/2025,120,Intercity,Medium Truck,No,No,23/06/2025,No
88E0551B-B27A-41F8-8887,19/06/2025,05/03/2027,150,Interstate,Big Truck,Yes,Yes,25/06/2025,Yes
33E808D2-2540-4601-83B4,20/06/2025,07/10/2026,80,Intercity,Medium Truck,No,Yes,28/06/2025,Yes
70FECB8E-447C-434D-AF3B,18/06/2025,22/06/2026,120,Interstate,Big Truck,Yes,Yes,25/06/2025,Yes
30109623-73DF-4E6B-BEFD,16/06/2025,30/08/2025,60,Interstate,Big Truck,Yes,No,24/06/2025,No
AB3D4DC7-9D09-4CA6-B2AF,18/06/2025,29/08/2025,80,Intercity,Medium Truck,No,Yes,28/06/2025,Yes
E12A8A69-CF7A-4070-9F50,18/06/2025,10/12/2026,120,Interstate,Big Truck,No,Yes,23/06/2025,Yes
C367E0BA-676F-4154-9D94,18/06/2025,15/05/2027,80,Local,Small Truck,Yes,Yes,23/06/2025,No
343A7681-3142-4051-8E51,16/06/2025,24/03/2026,100,Local,Small Truck,No,Yes,26/06/2025,Yes
26370CDC-7AD9-4EF9-807B,20/06/2025,06/08/2026,120,Interstate,Big Truck,No,Yes,24/06/2025,Yes
393A674E-0627-4460-9558,20/06/2025,21/08/2025,150,Interstate,Big Truck,Yes,No,28/06/2025,Yes
3EBAA032-01C0-4089-8B9D,21/06/2025,11/11/2026,150,Intercity,Medium Truck,No,No,25/06/2025,No
962E895F-92C5-4D52-BB27,17/06/2025,12/07/2026,60,Local,Small Truck,Yes,Yes,24/06/2025,No
9962A3D9-B627-40DB-942A,18/06/2025,16/10/2026,60,Intercity,Medium Truck,Yes,No,23/06/2025,No
B4476768-C25B-4A75-8BC1,16/06/2025,06/08/2026,60,Intercity,Medium Truck,No,Yes,23/06/2025,No
88B458DF-F534-4F98-B8A6,16/06/2025,02/11/2026,60,Local,Small Truck,Yes,Yes,24/06/2025,No
ABABC4E4-21D4-43C1-AAF7,15/06/2025,23/07/2026,100,Intercity,Medium Truck,Yes,Yes,23/06/2025,No
B55F807C-F66B-4859-B3BE,21/06/2025,28/03/2026,150,Interstate,Big Truck,Yes,Yes,24/06/2025,No
005F66B5-66C5-4B19-BACB,21/06/2025,30/04/2026,80,Interstate,Big Truck,No,Yes,25/06/2025,Yes
0976A8B4-5678-4928-92A2,19/06/2025,16/06/2026,100,Interstate,Big Truck,Yes,Yes,26/06/2025,Yes
0903F724-AEB3-4640-AB24,21/06/2025,23/03/2027,120,Interstate,Big Truck,No,No,24/06/2025,Yes
63112BCF-9CEC-4B98-946D,18/06/2025,15/06/2027,60,Local,Small Truck,Yes,Yes,27/06/2025,Yes
A162B25E-6DE3-423A-BCBE,16/06/2025,26/05/2027,100,Interstate,Big Truck,No,No,28/06/2025,Yes
771DFEAA-0F1D-42CE-B9F8,18/06/2025,23/04/2027,150,Local,Small Truck,Yes,Yes,29/06/2025,Yes
522E28FB-94D2-4E32-B194,21/06/2025,04/05/2027,120,Local,Small Truck,No,Yes,29/06/2025,Yes
F5F16D83-977F-4402-A6E3,18/06/2025,02/05/2026,60,Local,Small Truck,No,Yes,29/06/2025,No
A29807C6-ACF2-4ED4-A0BE,17/06/2025,02/10/2026,80,Local,Small Truck,No,Yes,27/06/2025,No
68C1EE60-65FA-4D28-AA28,17/06/2025,28/04/2027,120,Local,Small Truck,No,Yes,27/06/2025,Yes
8CD58E00-9644-4DE9-A016,19/06/2025,25/04/2026,120,Intercity,Medium Truck,No,No,24/06/2025,No
12BDABA3-3EF6-42D9-91CF,17/06/2025,03/10/2025,60,Intercity,Medium Truck,No,No,26/06/2025,Yes
F6AF30E4-3294-492D-ABCE,18/06/2025,06/11/2026,150,Interstate,Big Truck,No,Yes,26/06/2025,Yes
028175E4-05C6-4263-8BA2,19/06/2025,10/01/2026,120,Interstate,Big Truck,Yes,Yes,25/06/2025,Yes
664F2186-9C1C-4476-894A,17/06/2025,26/05/2027,100,Local,Small Truck,Yes,No,26/06/2025,Yes
C3BEF896-413E-4F44-B951,20/06/2025,26/11/2025,100,Intercity,Medium Truck,No,Yes,25/06/2025,Yes
CBA9F135-0CE2-465D-8F8B,19/06/2025,27/10/2026,150,Interstate,Big Truck,Yes,No,29/06/2025,Yes
6C7318AE-F698-4F80-ADBC,18/06/2025,21/09/2026,150,Local,Small Truck,Yes,Yes,25/06/2025,No
8E6F5C2E-9766-48DF-BDEB,21/06/2025,13/01/2026,120,Interstate,Big Truck,No,No,26/06/2025,Yes
1161CA02-F171-427E-A182,21/06/2025,21/04/2027,120,Local,Small Truck,Yes,Yes,26/06/2025,Yes
06BB962C-A569-4558-8F35,19/06/2025,14/07/2026,80,Intercity,Medium Truck,Yes,Yes,25/06/2025,No
95B662AF-BB14-4EF6-8931,20/06/2025,05/03/2026,80,Local,Small Truck,Yes,Yes,28/06/2025,Yes
9A2C5A94-359B-4C0F-9E51,15/06/2025,24/12/2026,120,Local,Small Truck,Yes,No,24/06/2025,Yes
51D3A142-4511-4C24-838C,18/06/2025,11/07/2026,80,Intercity,Medium Truck,No,Yes,23/06/2025,Yes
0C6FF800-AF59-46A3-BE0A,15/06/2025,20/02/2026,80,Intercity,Medium Truck,Yes,Yes,29/06/2025,Yes
D9C85FD6-B231-4656-AE62,18/06/2025,29/01/2027,120,Local,Small Truck,No,Yes,26/06/2025,No
72C37019-FB6D-40B9-BC98,21/06/2025,08/08/2026,60,Local,Small Truck,No,Yes,25/06/2025,Yes
FBDF5EEC-CFC0-48CD-9B5E,15/06/2025,18/12/2025,80,Local,Small Truck,No,No,29/06/2025,Yes
D263D0C5-3FC8-40A5-AB06,16/06/2025,18/08/2025,150,Local,Small Truck,No,Yes,24/06/2025,Yes
912D6103-360F-4117-B553,16/06/2025,28/03/2026,60,Interstate,Big Truck,No,No,25/06/2025,No
64E8AEBD-F67D-4CAD-926E,18/06/2025,28/02/2027,80,Local,Small Truck,No,No,23/06/2025,Yes
0DE4DB88-1EBB-4DD0-A3A1,16/06/2025,04/02/2027,80,Interstate,Big Truck,Yes,No,29/06/2025,Yes
87501D03-E594-40B9-B43C,20/06/2025,03/05/2027,150,Interstate,Big Truck,Yes,No,26/06/2025,No
E44E95B1-3628-4E4E-A8A3,17/06/2025,28/02/2027,60,Local,Small Truck,Yes,No,23/06/2025,No
74F79FA0-FD9A-4D31-8E16,18/06/2025,03/03/2027,60,Interstate,Big Truck,No,No,27/06/2025,Yes
E815FAA5-DED1-45E8-B271,17/06/2025,30/01/2026,100,Local,Small Truck,No,No,27/06/2025,No
32280B24-2AC9-4AF8-974E,16/06/2025,29/04/2027,60,Local,Small Truck,No,Yes,27/06/2025,No
D2E70449-2762-4811-B1D8,16/06/2025,27/05/2027,60,Interstate,Big Truck,Yes,Yes,25/06/2025,Yes
2FE26BDA-0590-44E6-A2F6,19/06/2025,05/06/2027,120,Interstate,Big Truck,No,No,28/06/2025,Yes
1FF4DDA4-A0A4-494A-9ED1,21/06/2025,06/06/2027,150,Interstate,Big Truck,No,Yes,23/06/2025,Yes
819E1FDE-85B7-4CAD-B8D5,21/06/2025,07/10/2025,120,Interstate,Big Truck,Yes,No,24/06/2025,No
